BOR;AN;FI;RS;FI_EJ;PERSO;EFFCDI;ETPCDI;EFFCDD;ETPCDD;EFFTIT;ETPTIT;EFFPNM;ETPPNM
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N2430;;;;;1;0.86;1;0.86
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N2440;3;1.59;;;;;3;1.59
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N2450;;;;;7;6.21;7;6.21
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N2460;;;;;1;1;1;1
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N2510;34;34.97;27;27.54;183;183.26;244;245.77
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N2530;7;5.77;7;6.56;38;38.58;52;50.91
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N2610;26;26.16;11;9.8;76;78.31;113;114.27
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N2710;3;2;1;0.39;8;7.08;12;9.47
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N2800;8;6.8;;;16;14.75;24;21.55
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N3000;5;5.19;;;11;9.45;16;14.64
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N3111;2;2;;;;;2;2
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N3120;3;3.19;;;10;8.59;13;11.78
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N3130;;;;;1;0.86;1;0.86
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N4000;13;11.34;5;4.31;75;73.86;93;89.51
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N4110;4;4.18;1;0.32;38;36.12;43;40.62
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N4120;4;3.22;4;3.99;8;9.15;16;16.36
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N4130;1;0.33;;;25;25.67;26;26
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N4160;1;1;;;4;2.92;5;3.92
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N4180;3;2.61;;;;;3;2.61
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N5000;33;27.39;16;13.92;103;97.91;152;139.22
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N5110;3;3;;;;;3;3
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N511A;9;8.09;1;1.3;6;5.51;16;14.9
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N5130;21;16.3;15;12.62;91;86.48;127;115.4
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N5140;;;;;6;5.92;6;5.92
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N9999;187;172.61;91;84.82;1080;1053.1;1358;1310.53
Q23;2024;930000286;GHI LE RAINCY MONTFERMEIL;930021480;N999H;179;165.81;91;84.82;1064;1038.35;1334;1288.98
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N1000;1;0.4;;;10;5.73;11;6.13
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N1210;;;;;5;4.5;5;4.5
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N1220;1;0.4;;;5;1.23;6;1.63
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N2000;8;8.3;14;10.7;58;52.66;80;71.66
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N2120;;;;;2;1.71;2;1.71
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N2210;;;;0.36;24;21.9;24;22.26
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N2450;;;;;2;1.14;2;1.14
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N2510;4;4.67;9;8.12;20;19.5;33;32.29
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N2530;;;;;;0.15;;0.15
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N2610;1;1.6;3;1.84;6;5.4;10;8.84
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N2710;3;2.03;2;0.38;4;2.86;9;5.27
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N3000;;;;;2;0.9;2;0.9
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N3120;;;;;1;0.4;1;0.4
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N3130;;;;;1;0.5;1;0.5
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N5000;7;1.47;1;0.21;9;2.02;17;3.7
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N511A;;;;;1;0.21;1;0.21
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N5130;7;1.47;1;0.21;8;1.81;16;3.49
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N9999;16;10.17;15;10.91;79;61.31;110;82.39
Q23;2024;930000294;CTRE D MOYEN ET LONG SEJOUR LES ORMES;930021480;N999H;16;10.17;15;10.91;79;61.31;110;82.39
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N1000;39;33.86;24;21.92;116;114.36;179;170.14
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N1100;0;0;0;0;0;0.12;0;0.12
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N1210;11;10.4;6;3.99;39;39.91;56;54.3
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N1220;27;23.3;18;17.93;77;74.33;122;115.56
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N1500;1;0.16;0;0;0;0;1;0.16
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2000;101;85.99;107;83.72;685;657.49;893;827.2
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2120;1;1;0;0;16;16.23;17;17.23
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2130;0;0;0;0;1;1;1;1
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2210;21;16.5;20;11.92;328;306.44;369;334.86
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2310;0;0;0;0;11;12.3;11;12.3
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2320;0;0;0;0;3;3.51;3;3.51
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2340;0;0;0;0.6;24;19.14;24;19.74
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2350;0;0;0;0;3;1.8;3;1.8
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2410;4;4.2;0;0;1;1;5;5.2
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2440;1;0.4;1;0.4;1;0.6;3;1.4
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2450;1;1;2;2;5;4.5;8;7.5
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2470;0;0;0;0;2;2;2;2
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2510;38;34.29;51;40.51;156;158.33;245;233.13
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2530;8;6.56;23;18.22;50;50.43;81;75.21
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2610;16;13.93;5;6.37;28;26.66;49;46.96
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2710;6;2.92;3;2.11;3;3;12;8.03
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N2800;5;5.19;2;1.59;53;50.55;60;57.33
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N3000;1;1.37;3;0.97;11;10.61;15;12.95
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N3111;0;0.46;1;0.48;1;1;2;1.94
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N3120;1;0.91;1;0.16;8;7.61;10;8.68
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N3130;0;0;1;0.33;2;2;3;2.33
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N4000;14;12.5;1;2.44;52;48.5;67;63.44
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N4110;8;8.42;1;2.44;33;31.29;42;42.15
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N4120;5;3.75;0;0;8;7.88;13;11.63
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N4130;1;0.33;0;0;7;5.73;8;6.06
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N4160;0;0;0;0;4;3.6;4;3.6
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N5000;26;22.87;12;13.21;53;54.43;91;90.51
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N5110;3;3;1;1;4;4;8;8
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N511A;5;4.63;1;0.51;5;5.63;11;10.77
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N5130;18;15.24;10;11.7;44;44.8;72;71.74
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N9999;181;156.59;147;122.26;917;885.39;1245;1164.24
Q23;2024;930000302;CHI ANDRE GREGOIRE;930110036;N999H;176;151.4;145;120.67;864;834.84;1185;1106.91
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N1000;51;48.73;44;49.62;212;198.5;307;296.85
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N1100;2;2;;;3;3.08;5;5.08
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N1210;20;15.37;4;4.35;49;50.99;73;70.71
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N1220;29;31.36;40;45.27;160;144.43;229;221.06
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2000;119;104.49;63;57.22;1066;946.12;1248;1107.83
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2120;1;1;;;24;23.49;25;24.49
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2210;9;9.09;7;4.38;365;339.87;381;353.34
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2310;;;;;17;14.86;17;14.86
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2320;;;;;5;5.28;5;5.28
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2340;;;;;44;37.84;44;37.84
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2350;;;;;2;0.63;2;0.63
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2410;10;8.08;;;2;2.5;12;10.58
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2420;1;0.25;;;;;1;0.25
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2430;2;1.67;;;5;3.03;7;4.7
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2440;6;1.78;;0.27;;;6;2.05
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2450;;;2;2.16;10;10.44;12;12.6
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2460;3;3.73;;;2;1.29;5;5.02
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2470;;;;;1;0.9;1;0.9
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2510;50;42.75;13;8.95;249;243.55;312;295.25
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2530;4;3.94;8;5.87;120;108.37;132;118.18
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2610;26;25.01;23;25.83;91;84.74;140;135.58
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2620;1;1;2;2.5;59;9.5;62;13
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2710;5;4.62;4;3.47;8;6.46;17;14.55
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N2800;1;1.57;4;3.79;62;53.37;67;58.73
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N3000;7;5.26;1;1.36;25;23.31;33;29.93
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N3111;;0.29;;;2;2.13;2;2.42
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N3120;6;4.11;;0.36;22;19.82;28;24.29
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N3121;;;;;1;1.36;1;1.36
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N3130;1;0.86;1;1;;;2;1.86
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N4000;21;13.96;3;4.47;91;84.55;115;102.98
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N4110;5;4.12;3;3.69;51;48;59;55.81
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N4120;14;8.4;;;8;5.9;22;14.3
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N4130;2;1.44;;;24;22.57;26;24.01
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N4150;;;;0.78;3;2.43;3;3.21
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N4160;;;;;5;5.65;5;5.65
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N5000;60;54.09;17;15.56;105;103.17;182;172.82
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N5110;7;6.54;;;2;1.83;9;8.37
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N511A;16;14.49;;0.33;17;17.49;33;32.31
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N5130;37;33.06;17;15.23;86;83.85;140;132.14
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N9999;258;226.53;128;128.23;1499;1355.65;1885;1710.41
Q23;2024;930000328;CH GENERAL DELAFONTAINE;930110051;N999H;257;224.96;124;124.44;1437;1302.28;1818;1651.68
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N1000;29;27.87;25;25.74;212;205.9;266;259.51
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N1210;8;7.99;10;8.71;74;73.45;92;90.15
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N1220;21;19.88;15;17.03;138;132.45;174;169.36
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2000;168;149.28;95;80.04;1162;1132.72;1425;1362.04
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2120;2;1.24;0;;37;35.75;39;36.99
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2130;;;;;2;1.49;2;1.49
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2210;12;12.77;9;7.84;499;483.49;520;504.1
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2220;0;;0;;3;3;3;3
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2310;;;;;22;21.26;22;21.26
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2320;;;;;8;7.49;8;7.49
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2340;;;1;0.98;24;21.48;25;22.46
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2350;;;;;2;1.91;2;1.91
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2410;15;12.77;;;2;2.92;17;15.69
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2420;;;1;0.03;;0.25;1;0.28
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2430;1;0.34;;;5;4.92;6;5.26
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2440;1;0.19;;;1;1;2;1.19
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2450;;0.51;2;0.68;9;8.47;11;9.66
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2460;2;1.52;1;1.06;4;4;7;6.58
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2470;;;1;0.25;17;15.37;18;15.62
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2510;56;54.76;29;27.7;270;265.82;355;348.28
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2530;14;11.46;18;14.81;82;80.14;114;106.41
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2610;29;27.37;9;11.58;101;100.2;139;139.15
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2630;4;4.58;;;;;4;4.58
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2710;19;12.48;22;13.3;54;51.58;95;77.36
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N2800;13;9.29;2;1.81;20;22.18;35;33.28
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N3000;17;13.74;1;1.38;44;39.67;62;54.79
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N3111;13;9.94;1;1.38;22;17.37;36;28.69
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N3120;2;2;;;17;17.35;19;19.35
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N3121;1;0.89;;;;;1;0.89
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N3130;1;0.91;;;5;4.95;6;5.86
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N4000;4;5.48;8;7.15;81;77.77;93;90.4
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N4110;1;2.08;7;3.73;42;41.45;50;47.26
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N4120;;0.67;1;3.42;22;17.35;23;21.44
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N4130;3;2.73;;;13;14.97;16;17.7
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N4160;;;;;4;4;4;4
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N5000;38;34.93;12;12.39;114;115.75;164;163.07
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N5110;8;7.66;;;1;1;9;8.66
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N511A;9;9.15;;0.25;12;12.75;21;22.15
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N5130;20;17.12;12;12.14;91;92.33;123;121.59
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N5140;1;1;;;10;9.67;11;10.67
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N9999;256;231.3;141;126.7;1613;1571.81;2010;1929.81
Q23;2024;930000336;CHI ROBERT BALLANGER;930110069;N999H;243;222.01;139;124.89;1593;1549.63;1975;1896.53
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N1000;109;98.71;24;22.73;160;161.48;293;282.92
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N1100;4;4;1;0.37;5;5.75;10;10.12
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N1210;33;31.38;6;6.06;82;79.56;121;117
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N1220;72;63.33;17;16.3;71;73.87;160;153.5
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N1500;0;0;0;0;2;2.3;2;2.3
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2000;323;267.71;204;124.71;1201;1142.31;1728;1534.73
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2120;3;2.37;0;0.11;74;72.66;77;75.14
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2130;0;0;0;0;1;1;1;1
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2210;50;41.13;42;21.93;597;558.6;689;621.66
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2220;1;0.58;6;2.5;29;34.58;36;37.66
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2320;0;0;0;0;1;0.86;1;0.86
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2340;0;0;0;0;3;2.85;3;2.85
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2350;0;0;0;0;7;5.08;7;5.08
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2420;0;0;1;0.33;1;1;2;1.33
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2430;9;5.16;1;0.5;11;8.87;21;14.53
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2450;2;1.9;1;0.16;3;3;6;5.06
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2460;5;2.61;4;2.72;15;13.64;24;18.97
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2470;10;6.16;3;1.39;47;44.45;60;52
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2510;31;22.95;73;38.62;156;151.64;260;213.21
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2520;1;1;1;0.39;12;12.9;14;14.29
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2530;0;0;5;5.17;23;23.83;28;29
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2610;60;53.51;38;32.77;114;116.6;212;202.88
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2630;16;14.84;8;6.91;0;0;24;21.75
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N2710;135;115.5;21;11.21;107;90.75;263;217.46
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N3000;17;18.93;4;2.93;156;142.41;177;164.27
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N3111;8;6.29;1;0.58;76;71.69;85;78.56
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N3120;5;8.99;0;0.27;67;58.55;72;67.81
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N3121;0;0;0;0;5;4.83;5;4.83
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N3130;4;3.65;3;2.08;8;7.34;15;13.07
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N4000;6;6.41;2;1.08;8;6.92;16;14.41
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N4120;6;6.41;2;1.08;5;4.17;13;11.66
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N4160;0;0;0;0;3;2.75;3;2.75
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N5000;65;63.29;16;10.98;133;130.79;214;205.06
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N5110;22;20.81;2;1.58;4;4;28;26.39
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N511A;20;17.65;1;0.73;18;18;39;36.38
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N5130;23;24.83;13;8.67;102;99.79;138;133.29
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N5140;0;0;0;0;9;9;9;9
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N9999;520;455.05;250;162.43;1658;1583.91;2428;2201.39
Q23;2024;930000344;CHS DE VILLE EVRARD;930140025;N999H;520;455.05;250;162.43;1658;1583.91;2428;2201.39
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N1000;6;6.35;2;2;11;10.29;19;18.64
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N1210;6;5.85;;0.5;5;4.3;11;10.65
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N1220;;0.5;2;1.5;6;5.99;8;7.99
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2000;42;32.37;33;18.2;54;43.41;129;93.98
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2120;;;;;1;1;1;1
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2210;;;;;9;7.72;9;7.72
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2340;;;;;2;1.09;2;1.09
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2430;;0.75;1;0.3;;;1;1.05
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2450;1;0.6;;;;;1;0.6
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2470;3;2.69;;0.13;10;7.85;13;10.67
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2510;1;1;;;3;2.16;4;3.16
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2520;;;1;0.44;;;1;0.44
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2610;5;2.08;;2.73;;0.5;5;5.31
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N2710;32;25.25;31;14.6;29;23.09;92;62.94
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N3000;4;5.65;2;1.04;26;20.04;32;26.73
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N3111;1;3.03;1;0.3;19;16.42;21;19.75
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N3120;1;1;;;6;2.56;7;3.56
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N3121;1;1;;;;0.67;1;1.67
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N3130;1;0.62;1;0.74;1;0.39;3;1.75
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N9999;52;44.37;37;21.24;91;73.74;180;139.35
Q23;2024;930001433;CMP DE SAINT DENIS;930110051;N999H;52;44.37;37;21.24;91;73.74;180;139.35
Q23;2024;930003355;CENTRE D AUTODIALYSE ISODIALYSE;690054598;N1000;1;0.8;;;;;1;0.8
Q23;2024;930003355;CENTRE D AUTODIALYSE ISODIALYSE;690054598;N1210;1;0.8;;;;;1;0.8
Q23;2024;930003355;CENTRE D AUTODIALYSE ISODIALYSE;690054598;N2000;8;8;;;;;8;8
Q23;2024;930003355;CENTRE D AUTODIALYSE ISODIALYSE;690054598;N2210;8;8;;;;;8;8
Q23;2024;930003355;CENTRE D AUTODIALYSE ISODIALYSE;690054598;N9999;9;8.8;;;;;9;8.8
Q23;2024;930003355;CENTRE D AUTODIALYSE ISODIALYSE;690054598;N999H;9;8.8;;;;;9;8.8
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N1000;1;1;;;;;1;1
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N1210;1;1;;;;;1;1
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N2000;7;7.57;0;1.01;;;7;8.58
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N2120;0;0.88;;;;;0;0.88
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N2210;7;6.52;0;1.01;;;7;7.53
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N2450;0;0.07;;;;;0;0.07
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N2710;0;0.1;;;;;0;0.1
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N5000;0;0.39;;;;;0;0.39
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N511A;0;0.39;;;;;0;0.39
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N9999;8;8.96;0;1.01;;;8;9.97
Q23;2024;930003942;UNITE D AUTODIALYSE D'AULNAY;940000060;N999H;8;8.96;0;1.01;;;8;9.97
