BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;ETP_BUD;ETP_MAD;EFFSAL;ETPSAL;EFFLIB
Q20;2014;020000105;020000055;M9999;2;;12;3;;;;;3.63;0.91;;0.98;;;2.34;1.22;4.54;0;17;4.54;
Q20;2014;020000162;020000063;M1010;9;7;5;2;0;0;0;0;10.23;7.07;0;5.6;1.17;0;3.03;7.5;;;23;17.3;0
Q20;2014;020000162;020000063;M1020;0;3;1;1;0;0;0;0;0.2;3.85;0;2.05;1;0;0.2;0.8;;;5;4.05;0
Q20;2014;020000162;020000063;M1030;5;1;2;0;0;0;0;0;6.42;1;0;6.6;0;0;0.02;0.8;;;8;7.42;0
Q20;2014;020000162;020000063;M1031;4;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;;;4;4;0
Q20;2014;020000162;020000063;M1040;7;1;1;2;0;0;0;0;7.35;2;0;7.47;0.83;0;0.3;0.75;;;11;9.35;0
Q20;2014;020000162;020000063;M1050;0;1;1;0;0;0;0;0;0.05;0.17;0;0;0.17;0;0.05;0;;;2;0.22;0
Q20;2014;020000162;020000063;M1070;3;1;0;1;0;0;0;0;3;1.2;0;4;0;0;0.2;0;;;5;4.2;0
Q20;2014;020000162;020000063;M1090;1;0;0;0;0;0;0;0;1;1;0;1.58;0;0;0.42;0;;;1;2;0
Q20;2014;020000162;020000063;M1100;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;1;1;0
Q20;2014;020000162;020000063;M1110;4;1;0;0;0;0;0;0;4.13;1;0;3.18;1.04;0;0.58;0.33;;;5;5.13;0
Q20;2014;020000162;020000063;M1120;4;0;1;0;0;0;0;0;4.17;0;0;2;0.92;0;1.25;0;;;5;4.17;0
Q20;2014;020000162;020000063;M1130;5;2;1;0;0;0;0;0;5.25;2;0;3.58;1.92;0;1.33;0.42;;;8;7.25;0
Q20;2014;020000162;020000063;M1140;5;5;1;4;0;0;0;0;4.93;7.68;0;8.63;0.08;0;1.15;2.75;;;15;12.61;0
Q20;2014;020000162;020000063;M1150;4;2;0;0;0;0;0;0;4;1.67;0;4.58;0.67;0;0;0.42;;;6;5.67;0
Q20;2014;020000162;020000063;M1160;4;1;4;1;0;0;0;0;3.29;1.6;0;1.84;0;0;2.38;0.67;;;10;4.89;0
Q20;2014;020000162;020000063;M1170;2;1;0;0;0;0;0;0;2;1;0;2.33;0;0;0;0.67;;;3;3;0
Q20;2014;020000162;020000063;M1180;1;1;0;0;0;0;0;0;0.46;1;0;1;0;0;0;0.46;;;2;1.46;0
Q20;2014;020000162;020000063;M1190;1;1;0;0;0;0;0;0;0.17;1;0;0;1.17;0;0;0;;;2;1.17;0
Q20;2014;020000162;020000063;M1200;1;2;3;1;0;0;0;0;0.9;2.16;0;2.4;0;0;0.66;0;;;7;3.06;0
Q20;2014;020000162;020000063;M1320;5;4;1;5;0;0;0;0;4.27;7.6;0;9.18;1;0;1.27;0.42;;;15;11.87;0
Q20;2014;020000162;020000063;M2020;0;0;1;0;0;0;0;0;0.03;0;0;0;0;0;0.03;0;;;1;0.03;0
Q20;2014;020000162;020000063;M2030;6;1;1;0;0;0;0;0;6.68;1;0;5.67;0;0;0.01;2;;;8;7.68;0
Q20;2014;020000162;020000063;M2040;1;0;0;0;0;0;0;0;0.17;0;0;0;0.17;0;0;0;;;1;0.17;0
Q20;2014;020000162;020000063;M2050;4;2;0;3;0;0;0;0;4.92;3.48;0;7.38;0;0;0.6;0.42;;;9;8.4;0
Q20;2014;020000162;020000063;M2070;3;1;0;0;0;0;0;0;2.25;1;0;1;1;0;0.67;0.58;;;4;3.25;0
Q20;2014;020000162;020000063;M2080;1;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0;;;2;2;0
Q20;2014;020000162;020000063;M2100;2;0;0;0;0;0;0;0;1.92;0;0;1.75;0.17;0;0;0;;;2;1.92;0
Q20;2014;020000162;020000063;M2120;3;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;;;3;3;0
Q20;2014;020000162;020000063;M2130;2;0;0;0;0;0;0;0;2.67;0;0;1;0.25;0;0;1.42;;;2;2.67;0
Q20;2014;020000162;020000063;M3011;1;1;0;0;0;0;0;0;1.75;0.17;0;1.75;0;0;0;0.17;;;2;1.92;0
Q20;2014;020000162;020000063;M3012;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;;;2;2;0
Q20;2014;020000162;020000063;M3040;1;1;1;0;0;0;0;0;2.12;1;0;2;0;0;0;1.12;;;3;3.12;0
Q20;2014;020000162;020000063;M3050;2;6;1;1;0;0;0;0;1.97;6.9;0;7.7;0.92;0;0;0.25;;;10;8.87;0
Q20;2014;020000162;020000063;M3060;0;0;1;2;0;0;0;0;0.1;1;0;0;0;0;0;1.1;;;3;1.1;0
Q20;2014;020000162;020000063;M9999;93;48;26;23;0;0;0;0;96.4;59.55;0;105.27;12.48;0;15.15;23.05;155.94;13.3;190;155.95;0
Q20;2014;020000246;020000071;M1010;;;3;1;;;;;2.6;0.42;;;;;3.02;;;;4;3.02;
Q20;2014;020000246;020000071;M1070;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;020000246;020000071;M1100;;;1;;;;;;0.4;;;;;;0.4;;;;1;0.4;
Q20;2014;020000246;020000071;M1190;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;020000246;020000071;M2010;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;020000246;020000071;M2070;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;020000246;020000071;M2080;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;020000246;020000071;M2100;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;020000246;020000071;M3050;;;;1;;;;;;0.42;;;;;;0.42;;;1;0.42;
Q20;2014;020000246;020000071;M9999;;;10;2;;;;;3.6;0.84;;;;;4.02;0.42;4.44;4.44;12;4.44;
Q20;2014;020000303;750814030;M1010;1;1;1;1;;;;;2.13;1.78;;;;;;;;;4;3.91;
Q20;2014;020000303;750814030;M1040;;;1;1;;;;;0.14;0.36;;;;;;;;;2;0.5;
Q20;2014;020000303;750814030;M1070;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;020000303;750814030;M1100;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;020000303;750814030;M1150;2;;;;;;;;2;;;;;;;;;;2;2;
Q20;2014;020000303;750814030;M1160;;;1;;;;;;0.11;;;;;;;;;;1;0.11;
Q20;2014;020000303;750814030;M1180;2;1;1;;;;;;1.71;1;;;;;;;;;4;2.71;
Q20;2014;020000303;750814030;M1190;;;2;;;;;;1.71;;;;;;;;;;2;1.71;
Q20;2014;020000303;750814030;M1320;4;1;;;;;;;4;1;;;;;;;;;5;5;
Q20;2014;020000303;750814030;M2070;;;1;;;;;;0.05;;;;;;;;;;1;0.05;
Q20;2014;020000303;750814030;M3011;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2014;020000303;750814030;M3020;;;1;1;;;;;0.1;0.02;;;;;;;;;2;0.12;
Q20;2014;020000303;750814030;M3040;;;1;;;;;;0.6;;;;;;;;;;1;0.6;
Q20;2014;020000303;750814030;M3050;2;;;;;;;;1.17;0.93;;;;;;;;;2;2.1;
Q20;2014;020000303;750814030;M9999;13;4;9;3;;;;;15.72;6.09;;;;;;;21.81;0.53;29;21.81;
Q20;2014;020000360;020014742;M1030;;;;;1;1;;;;;;;;;;;;;;;2
Q20;2014;020000360;020014742;M1040;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;020000360;020014742;M1090;;;;;;;3;;;;;;;;;;;;;;3
Q20;2014;020000360;020014742;M1120;;;;;;;3;;;;;;;;;;;;;;3
Q20;2014;020000360;020014742;M1150;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;020000360;020014742;M2020;;;;;;;4;;;;;;;;;;;;;;4
Q20;2014;020000360;020014742;M2030;1;;;;1;;1;;1;;;;;;;;;;1;1;2
Q20;2014;020000360;020014742;M2040;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;020000360;020014742;M2070;;;;;;;3;;;;;;;;;;;;;;3
Q20;2014;020000360;020014742;M2080;;;;;;;6;;;;;;;;;;;;;;6
Q20;2014;020000360;020014742;M2100;;;;;1;;1;;;;;;;;;;;;;;2
Q20;2014;020000360;020014742;M2120;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2014;020000360;020014742;M2130;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;020000360;020014742;M3050;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2014;020000360;020014742;M9999;1;1;;;3;1;27;2;1;1;;;;;;;;;2;2;33
Q20;2014;020000386;020000600;M1010;;;1;;;;1;;0.1;;;;;;;;;;1;0.1;1
Q20;2014;020000386;020000600;M3020;;;;1;4;1;;;;0.07;;;;;;;;;1;0.07;5
Q20;2014;020000386;020000600;M3050;;;;1;;;;;;0.89;;;;;;;;;1;0.89;
Q20;2014;020000386;020000600;M9999;;;1;2;4;1;1;;0.1;0.96;;;;;;;;;3;1.06;6
Q20;2014;020000394;020000253;M1010;12;4;2;2;0;0;0;0;13.26;4.74;0;10.18;0;0;3.11;4.71;;;20;18;0
Q20;2014;020000394;020000253;M1030;5;1;2;0;0;0;0;0;6.92;1;0;6;0;0;1.92;0;;;8;7.92;0
Q20;2014;020000394;020000253;M1031;3;1;0;0;0;0;0;0;2.14;1.24;0;2;0;0;1;0.38;;;4;3.38;0
Q20;2014;020000394;020000253;M1040;2;3;1;0;0;0;0;0;1.31;3;0;2;0;0;1.81;0.5;;;6;4.31;0
Q20;2014;020000394;020000253;M1070;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;1;1;0
Q20;2014;020000394;020000253;M1090;4;0;1;0;0;0;0;0;4.59;0;0;2.55;0;0;2.04;0;;;5;4.59;0
Q20;2014;020000394;020000253;M1100;4;2;0;0;0;0;0;0;3.04;2.74;0;3;0;0;2.78;0;;;6;5.78;0
Q20;2014;020000394;020000253;M1110;3;0;0;0;0;0;0;0;2.17;0;0;1;0;0;1.17;0;;;3;2.17;0
Q20;2014;020000394;020000253;M1120;0;0;1;1;0;0;0;0;0.52;0.2;0;0;0;0;0.72;0;;;2;0.72;0
Q20;2014;020000394;020000253;M1130;0;0;2;0;0;0;0;0;1.53;0;0;0;0;0;0.51;1.02;;;2;1.53;0
Q20;2014;020000394;020000253;M1140;1;2;2;0;0;0;0;0;2.1;3.22;0;3;0;0;2.32;0;;;5;5.32;0
Q20;2014;020000394;020000253;M1150;0;0;1;0;0;0;0;0;0.18;0;0;0;0;0;0.1;0.08;;;1;0.18;0
Q20;2014;020000394;020000253;M1160;3;1;2;0;0;0;0;0;4.01;0.69;0;1;0;0;2.46;1.24;;;6;4.7;0
Q20;2014;020000394;020000253;M1190;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;;;2;2;0
Q20;2014;020000394;020000253;M1200;2;1;1;0;0;0;0;0;2.06;1;0;0.58;0;0;1.48;1;;;4;3.06;0
Q20;2014;020000394;020000253;M2010;4;0;0;0;0;0;0;0;4;0;0;3;0.83;0;0;0.17;;;4;4;0
Q20;2014;020000394;020000253;M2030;3;0;0;0;0;0;0;0;3.67;0;0;2.67;0;0;0;1;;;3;3.67;0
Q20;2014;020000394;020000253;M2050;5;0;1;2;0;0;0;0;6.71;0.54;0;3.29;0;0;2.25;1.71;;;8;7.25;0
Q20;2014;020000394;020000253;M2070;0;2;1;0;0;0;0;0;1;2;0;1;1.83;0;0;0.17;;;3;3;0
Q20;2014;020000394;020000253;M2080;0;0;3;0;0;0;0;0;3;0;0;3;0;0;0;0;;;3;3;0
Q20;2014;020000394;020000253;M2100;1;0;2;0;0;0;0;0;2.06;0;0;1;1;0;0.06;0;;;3;2.06;0
Q20;2014;020000394;020000253;M2110;0;0;1;0;0;0;0;0;0.5;0;0;0;0;0;0;0.5;;;1;0.5;0
Q20;2014;020000394;020000253;M3040;0;2;0;0;0;0;0;0;0;1.3;0;1.3;0;0;0;0;;;2;1.3;0
Q20;2014;020000394;020000253;M3050;0;3;0;1;0;0;0;0;0.59;3.26;0;2.93;0;0;0;0.92;;;4;3.85;0
Q20;2014;020000394;020000253;M3060;0;1;2;1;0;0;0;0;1.7;1.9;0;2.6;0;0;0;1;;;4;3.6;0
Q20;2014;020000394;020000253;M9999;53;25;25;7;0;0;0;0;68.06;28.83;0;55.1;3.66;0;23.73;14.4;103.45;0;110;96.89;0
Q20;2014;020000519;020000261;M1010;7;4;3;1;;;;;7.27;4;6.27;1;;;3;1;;;15;11.27;
Q20;2014;020000519;020000261;M1030;3;2;1;;;;;;3.5;2.5;;4;;;1;1;;;6;6;
Q20;2014;020000519;020000261;M1031;2;1;;;;;;;2;1;;1;;;1;1;;;3;3;
Q20;2014;020000519;020000261;M1040;6;;;;;;1;1;6;;;2;;;4;;;;6;6;2
Q20;2014;020000519;020000261;M1070;2;1;;;;;;;2;1;;1;;;1;1;;;3;3;
Q20;2014;020000519;020000261;M1090;2;2;1;1;;;;;2.75;1.63;;3;;1.38;;;;;6;4.38;
Q20;2014;020000519;020000261;M1110;2;3;1;;;;;;2.12;3;;2.12;2;;;1;;;6;5.12;
Q20;2014;020000519;020000261;M1120;;4;;;;;;;;4;;2;;;;2;;;4;4;
Q20;2014;020000519;020000261;M1130;1;1;;;;;;;1;1;;1;1;;;;;;2;2;
Q20;2014;020000519;020000261;M1140;3;4;;1;;;;;3;4.5;;7.5;;;;;;;8;7.5;
Q20;2014;020000519;020000261;M1150;2;3;1;;;;;;2.2;3;;1;2;;2.2;;;;6;5.2;
Q20;2014;020000519;020000261;M1160;3;2;;1;;;;;3;2.2;;2;;;2;1.2;;;6;5.2;
Q20;2014;020000519;020000261;M1200;13;3;4;;;;;;14.79;2.5;;7.5;2;;4.5;3.29;;;20;17.29;
Q20;2014;020000519;020000261;M1320;4;2;;;;;;;4;2;;5;;;1;;;;6;6;
Q20;2014;020000519;020000261;M1330;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;020000519;020000261;M2010;4;1;;;;;;;4;1;;4;;;;1;;;5;5;
Q20;2014;020000519;020000261;M2020;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;020000519;020000261;M2030;5;;;;;;;;5;;;3;;;2;;;;5;5;
Q20;2014;020000519;020000261;M2050;7;2;1;1;;;;;7.5;2.5;;6;2;;1;1;;;11;10;
Q20;2014;020000519;020000261;M2060;;;5;;;;;;0.32;;;;;;;0.32;;;5;0.32;
Q20;2014;020000519;020000261;M2070;1;;1;;;;;;1.5;;;0.5;;;1;;;;2;1.5;
Q20;2014;020000519;020000261;M2080;1;;1;;;;;;1.4;;;1.4;;;;;;;2;1.4;
Q20;2014;020000519;020000261;M2100;1;;2;;;;;;2;;;1.8;;;0.2;;;;3;2;
Q20;2014;020000519;020000261;M3012;;5;;;;;;;;5;;4;1;;;;;;5;5;
Q20;2014;020000519;020000261;M3020;;;;1;;;1;;;0.6;;;;;0.6;;;;1;0.6;1
Q20;2014;020000519;020000261;M3030;;;1;;;;;;0.2;;;;;;;0.2;;;1;0.2;
Q20;2014;020000519;020000261;M3040;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;020000519;020000261;M3050;;3;;1;;;;;;3.8;;3.8;;;;;;;4;3.8;
Q20;2014;020000519;020000261;M3060;1;;;;;;;;1;;;;;;;1;;;1;1;
Q20;2014;020000519;020000261;M3070;;1;;;;;;;;1;;;;;;1;;;1;1;
Q20;2014;020000519;020000261;M9999;71;44;24;7;;;2;1;78.25;46.23;6.27;66.22;10;1.38;24.6;16.01;123.5;0;146;124.48;3
Q20;2014;020000535;020000287;M1010;12;5;2;1;;;1;;14.17;5.57;;4.87;4.26;;6.33;4.28;;;20;19.74;1
Q20;2014;020000535;020000287;M1030;;;3;;;;1;;1.8;;;1.8;;;;;;;3;1.8;1
Q20;2014;020000535;020000287;M1040;2;;1;;;;;;2.23;;;2;;;0.23;;;;3;2.23;
Q20;2014;020000535;020000287;M1050;;;1;;;;1;;0.2;;;;;;0.2;;;;1;0.2;1
Q20;2014;020000535;020000287;M1070;;;;;;;;;0.05;;;;;;0.05;;;;;0.05;
Q20;2014;020000535;020000287;M1090;;1;;;;;2;;;1;;1;;;;;;;1;1;2
Q20;2014;020000535;020000287;M1100;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;020000535;020000287;M1140;1;1;;;;;;;1;1;;1;;;;1;;;2;2;
Q20;2014;020000535;020000287;M1150;4;;1;;;;;;4.6;;;2.6;1;;;1;;;5;4.6;
Q20;2014;020000535;020000287;M1160;;;5;;;;;;3;;;2.4;;;0.6;;;;5;3;
Q20;2014;020000535;020000287;M1200;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2014;020000535;020000287;M2010;2;;1;;;;;;2.03;;;1.93;;;0.1;;;;3;2.03;
Q20;2014;020000535;020000287;M2030;1;;1;;;;1;;1.98;;;1.91;;;;0.07;;;2;1.98;1
Q20;2014;020000535;020000287;M2050;5;1;1;;;;;;5.25;1;;3.6;;;2.65;;;;7;6.25;
Q20;2014;020000535;020000287;M2070;;;2;1;;;2;;0.7;0.1;;0.6;;;0.2;;;;3;0.8;2
Q20;2014;020000535;020000287;M2080;;;2;1;;;2;;0.5;0.2;;0.4;;;0.3;;;;3;0.7;2
Q20;2014;020000535;020000287;M2120;1;;;;;;;;1;;;;;;;1;;;1;1;
Q20;2014;020000535;020000287;M3011;1;1;;;;;;;1;0.96;;1;;;0.96;;;;2;1.96;
Q20;2014;020000535;020000287;M3030;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;020000535;020000287;M3040;;;;;;;;;0.5;;;0.5;;;;;;;;0.5;
Q20;2014;020000535;020000287;M3050;1;;;;;;;;1;0.83;;1.83;;;;;;;1;1.83;
Q20;2014;020000535;020000287;M3060;;;1;;;;;;0.5;;;0.5;;;;;;;1;0.5;
Q20;2014;020000535;020000287;M3070;;;2;;;;;;0.72;;;;;;0.05;0.67;;;2;0.72;
Q20;2014;020000535;020000287;M9999;30;10;23;4;;;10;1;42.23;11.76;;28.94;5.26;;11.77;8.02;90.2;2.15;67;53.99;11
Q20;2014;020000543;020000295;M1010;10;6;;;;;;;9.1;6;;;;;13;2.1;;;16;15.1;
Q20;2014;020000543;020000295;M1040;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;020000543;020000295;M1120;;;;2;;;;;;0.2;;;;;0.2;;;;2;0.2;
Q20;2014;020000543;020000295;M1160;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2014;020000543;020000295;M1200;;;1;;;;;;0.5;;;;;;0.5;;;;1;0.5;
Q20;2014;020000543;020000295;M1320;;;;1;;;;;;0.5;;0.5;;;;;;;1;0.5;
Q20;2014;020000543;020000295;M3020;25;14;;;;;;;22.4;12.4;;30.5;;;1.9;2.4;;;39;34.8;
Q20;2014;020000543;020000295;M3040;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;020000543;020000295;M3050;;1;;2;;;;;;2.1;;1.5;;;;0.6;;;3;2.1;
Q20;2014;020000543;020000295;M9999;35;22;3;5;;;;;32.3;22.2;;33.5;;;15.9;5.1;54.5;0;65;54.5;
Q20;2014;020000915;020003620;M1010;1;4;;;;;;;1;4;;1;1;;2;1;;;5;5;
Q20;2014;020000915;020003620;M1070;;;;1;;;;;;0.4;;;0.4;;;;;;1;0.4;
Q20;2014;020000915;020003620;M1180;1;1;1;;;;;;1.1;1;;2.1;;;;;;;3;2.1;
Q20;2014;020000915;020003620;M1190;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;020000915;020003620;M1200;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;020000915;020003620;M1320;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;020000915;020003620;M3040;;1;;;;;;;;0.5;;0.5;;;;;;;1;0.5;
Q20;2014;020000915;020003620;M3050;;;;2;;;;;;1.36;;1.36;;;;;;;2;1.36;
Q20;2014;020000915;020003620;M9999;5;6;1;3;;;;;5.1;7.26;;7.96;1.4;;2;1;12.36;0.45;15;12.36;
Q20;2014;020001061;020004404;M1010;12;2;3;;;;;;11.45;1.17;;3.6;;;6.33;2.69;;;17;12.62;
Q20;2014;020001061;020004404;M1030;2;;;;;;;;2;0.13;;1.53;;;0.48;0.12;;;2;2.13;
Q20;2014;020001061;020004404;M1031;5;;;;;;;;5.33;0.54;;1.54;;;2.87;1.46;;;5;5.87;
Q20;2014;020001061;020004404;M1040;1;3;2;1;;;3;;2.35;2.57;;2.6;;;1.72;0.6;;;7;4.92;3
Q20;2014;020001061;020004404;M1070;;2;;;;;;;;2;;1;;;;1;;;2;2;
Q20;2014;020001061;020004404;M1090;;2;1;1;;;2;;0.71;2.19;;0.6;;;1.3;1;;;4;2.9;2
Q20;2014;020001061;020004404;M1110;;;1;;;;;;0.25;;;;;;0.25;;;;1;0.25;
Q20;2014;020001061;020004404;M1120;;2;1;;;;;;0.3;1.31;;;;;0.3;1.31;;;3;1.61;
Q20;2014;020001061;020004404;M1130;;;;1;;;;;;0.03;;;;;0.03;;;;1;0.03;
Q20;2014;020001061;020004404;M1140;;3;1;2;;;;;0.82;3.01;;0.56;;;0.24;3.03;;;6;3.83;
Q20;2014;020001061;020004404;M1150;1;1;;;;;1;;1;1.94;;1;;;1.56;0.38;;;2;2.94;1
Q20;2014;020001061;020004404;M1160;1;2;1;;;;6;;1.5;1.97;;2;;;0.25;1.22;;;4;3.47;6
Q20;2014;020001061;020004404;M1190;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2014;020001061;020004404;M1320;1;1;;;;;;;0.84;1;;1.84;;;;;;;2;1.84;
Q20;2014;020001061;020004404;M2010;2;;;1;;;;;2.33;0.33;;2.25;;;;0.41;;;3;2.66;
Q20;2014;020001061;020004404;M2030;2;;2;;;;;;3.19;;;1.8;;;;1.39;;;4;3.19;
Q20;2014;020001061;020004404;M2050;2;2;2;1;;;1;;3.63;1.32;;3.61;;;0.02;1.32;;;7;4.95;1
Q20;2014;020001061;020004404;M2070;;;1;;;;1;;0.52;;;;;;0.18;0.34;;;1;0.52;1
Q20;2014;020001061;020004404;M2080;;;1;;;;1;;0.4;;;0.4;;;;;;;1;0.4;1
Q20;2014;020001061;020004404;M2100;;;1;;;;;;1.45;;;;;;;1.45;;;1;1.45;
Q20;2014;020001061;020004404;M2130;;;;;;;;;0.52;;;0.01;;;;0.51;;;;0.52;
Q20;2014;020001061;020004404;M3012;2;;;1;;;;;2;0.8;;2;;;;0.8;;;3;2.8;
Q20;2014;020001061;020004404;M3030;;;2;;;;;;0.8;;;;;;;0.8;;;2;0.8;
Q20;2014;020001061;020004404;M3040;2;;;;;;;;2;0.02;;2;;;;0.02;;;2;2.02;
Q20;2014;020001061;020004404;M3050;1;2;;;;;;;0.91;1.81;;1.81;;;;0.91;;;3;2.72;
Q20;2014;020001061;020004404;M3060;;;1;;;;;;0.6;;;;;;;0.6;;;1;0.6;
Q20;2014;020001061;020004404;M3070;;;5;;;;1;;0.59;;;;;;;0.59;;;5;0.59;1
Q20;2014;020001061;020004404;M9999;34;22;25;9;;;16;;45.49;22.24;;30.15;;;15.63;21.95;78.42;67.73;90;67.73;16
Q20;2014;020001087;020004495;M1010;5;1;10;0;;;;;9.75;1;0;2.25;0;0;3;5.5;;;16;10.75;
Q20;2014;020001087;020004495;M1030;0;0;1;2;;;;;0.4;0.2;0;0.6;0;0;0;0;;;3;0.6;
Q20;2014;020001087;020004495;M1040;0;0;2;1;;;;;0.5;0.2;0;0.3;0;0;0.4;0;;;3;0.7;
Q20;2014;020001087;020004495;M1050;0;0;0;1;;;;;0;0.2;0;0;0;0;0.2;0;;;1;0.2;
Q20;2014;020001087;020004495;M1070;0;0;2;0;;;;;0.3;0;0;0;0;0;0.3;0;;;2;0.3;
Q20;2014;020001087;020004495;M1090;0;0;1;0;;;;;0.2;0;0;0;0;0;0.2;0;;;1;0.2;
Q20;2014;020001087;020004495;M1100;4;0;0;0;;;;;4;0;0;0;0;0;4;0;;;4;4;
Q20;2014;020001087;020004495;M1110;0;0;1;0;;;;;0.3;0;0;0.3;0;0;0;0;;;1;0.3;
Q20;2014;020001087;020004495;M1140;0;1;1;0;;;;;0.2;1;0;1.2;0;0;0;0;;;2;1.2;
Q20;2014;020001087;020004495;M1160;0;0;4;0;;;;;2;0;0;0;0;0;2;0;;;4;2;
Q20;2014;020001087;020004495;M1200;0;0;1;0;;;;;0.2;0;0;0.2;0;0;0;0;;;1;0.2;
Q20;2014;020001087;020004495;M1320;0;0;1;1;;;;;0.2;0.1;0;0;0;0;0.1;0.2;;;2;0.3;
Q20;2014;020001087;020004495;M2070;0;0;1;0;;;;;0.2;0;0;0;0;0;0.2;0;;;1;0.2;
Q20;2014;020001087;020004495;M2080;0;0;1;0;;;;;0.2;0;0;0;0;0;0.2;0;;;1;0.2;
Q20;2014;020001087;020004495;M2110;0;0;1;0;;;;;0.1;0;0;0;0;0;0.1;0;;;1;0.1;
Q20;2014;020001087;020004495;M3020;2;0;0;0;;;;;2;0;0;0;0;0;1;1;;;2;2;
Q20;2014;020001087;020004495;M3050;0;2;0;0;;;;;0;2;0;0;0;0;0;2;;;2;2;
Q20;2014;020001087;020004495;M9999;11;4;27;5;;;;;20.55;4.7;0;4.85;0;0;11.7;8.7;25.25;0.2;47;25.25;
Q20;2014;020001772;590799995;M1110;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2014;020001772;590799995;M9999;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2014;020001913;590799995;M1110;;;;;;;4;1;;;;;;;;;;;;;5
Q20;2014;020001913;590799995;M9999;;;;;;;4;1;;;;;;;;;;;;;5
Q20;2014;020003877;020000253;M1040;1;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0;0;0;;;1;0.5;0
Q20;2014;020003877;020000253;M1200;1;3;1;0;0;0;0;0;0.64;2.5;0;1.66;0;0;0.48;1;;;5;3.14;0
Q20;2014;020003877;020000253;M9999;2;3;1;0;0;0;0;0;1.14;2.5;0;2.16;0;0;0.48;1;3.64;0;6;3.64;0
Q20;2014;020004156;590805065;M1030;;;;;;;5;1;;;;;;;;;;;;;6
Q20;2014;020004156;590805065;M1040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;020004156;590805065;M3020;;;;;;;5;;;;;;;;;;;;;;5
Q20;2014;020004156;590805065;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2014;020004156;590805065;M9999;;;;1;;;11;1;;0.5;;;;;;;0.5;0;1;0.5;12
Q20;2014;020004297;020005179;M1010;;;1;;;;;;0.3;;;;;;;;;;1;0.3;
Q20;2014;020004297;020005179;M1100;;;1;;;;;;0.1;;;;;;;;;;1;0.1;
Q20;2014;020004297;020005179;M9999;;;2;;;;;;0.4;;;;;;;;0.4;0;2;0.4;
Q20;2014;020004677;020000261;M1320;2;;;;;;;;0.64;;;0.64;;;;;;;2;0.64;
Q20;2014;020004677;020000261;M9999;2;;;;;;;;0.64;;;0.64;;;;;0.64;0.64;2;0.64;
Q20;2014;020005476;020000253;M1200;0;1;1;0;0;0;0;0;0.32;0.25;0;0.57;0;0;0;0;;;2;0.57;0
Q20;2014;020005476;020000253;M3020;0;0;1;0;0;0;0;0;0.1;0;0;0;0;0;0.08;0.02;;;1;0.1;0
