BOR;AN;FI;FI_EJ;CAEH;CAEF;CUIH;CUIF;CAPH;CAPF;CAVH;CAVF;CAUH;CAUF
Q25;2014;590000758;590782637;;;;;1;0;4;3;;
Q25;2014;590000766;590782645;;4;;;;;1;1;;
Q25;2014;590000774;590782652;;1;;;;;;;;
Q25;2014;590000782;590782660;1;;;;;;8;8;;
Q25;2014;590000790;590782678;;;;;;;7;9;;
Q25;2014;590001004;590783239;10;6;;;;;10;6;;
Q25;2014;590001442;590784245;2;4;;;;;;;;
Q25;2014;590001582;590785663;1;2;;;;;1;;;
Q25;2014;590001749;590788956;;;;;1;;3;9;;
Q25;2014;590006607;590780193;;;;;;1;3;2;;
Q25;2014;590008041;590008033;;;;;;2;;;;
Q25;2014;590009148;810002519;;;;;;1;;;;
Q25;2014;590009528;590782165;0;3;0;0;0;0;0;0;0;0
Q25;2014;590016408;590016358;;;;;1;;;;;
Q25;2014;590044632;590782421;;;;;;;;3;;
Q25;2014;590052049;590006268;;;;1;2;3;;;;
Q25;2014;590052056;590051801;2;;;;;;;;;
Q25;2014;590053955;590053955;;;;;1;5;;;;
Q25;2014;590780128;590000063;2;3;;;;;1;2;;
Q25;2014;590780250;590053955;;;;;;2;;;;
Q25;2014;590780268;590053955;;;;;3;4;;;;
Q25;2014;590780284;590051801;14;8;;;5;4;;;;
Q25;2014;590780342;590053955;;;;;;2;;;;
Q25;2014;590781571;590000402;;;;;;1;;;;
Q25;2014;590781951;590053955;;;;;;5;;;;
Q25;2014;590782181;590039863;;;;1;;;;;;
Q25;2014;590782298;590000675;;;;;1;2;;;;
Q25;2014;590782496;590000139;;;;;;2;;;;
Q25;2014;590782694;750034589;;2;;;;;;0;;
Q25;2014;590783171;590000980;1;;;;;;1;2;;
Q25;2014;590785374;620001834;3;4;;;;;;;;
Q25;2014;590785424;930019484;;;;;;2;;1;;
Q25;2014;590786984;620020859;;3;;;;;;2;;
Q25;2014;590787529;590782215;;;;;;;;1;;
Q25;2014;590787586;590780193;;;;;;;;2;;
Q25;2014;590788865;590782421;;;;;;;;3;;
Q25;2014;590790473;620020859;;2;;;;;;1;;
Q25;2014;590790655;590002218;;;;;;2;;;;
Q25;2014;590791091;590780193;;;;;;1;;1;;
Q25;2014;590791323;590782637;1;5;;;;;1;3;;
Q25;2014;590796975;590780193;;;;;6;9;;7;;
Q25;2014;590797346;620020859;;2;;;;;;;;
Q25;2014;590797353;590051801;11;11;;;;1;;;;
Q25;2014;590801106;590782421;;;;;;1;3;1;;
Q25;2014;590804696;590781902;;;;;;;3;;;
Q25;2014;590806360;590003596;;;;;;1;;;;
Q25;2014;590809703;590004552;;;;;;1;;;;
Q25;2014;590810784;590004685;;;;;1;2;;;;
Q25;2014;590811279;590780193;;;;;1;2;1;;;
Q25;2014;590812186;590782421;;;;;;;1;1;;
Q25;2014;590813382;590000386;1;;;;;;;;;
Q25;2014;590815056;590005492;1;;;;;;;;;
Q25;2014;590817441;620003814;;1;;;;;;;;
Q25;2014;590817839;590053955;;;;;;2;;;;
Q25;2014;600000012;600100028;2;9;;;2;3;;;;
Q25;2014;600000046;600100127;1;11;0;0;0;0;0;1;0;0
Q25;2014;600000186;600100648;0;0;0;0;0;1;3;5;0;0
Q25;2014;600000467;600101984;0;0;0;0;0;3;0;0;0;0
Q25;2014;600001184;600108948;1;19;;;;;;5;;
Q25;2014;600003008;600113278;;;;;;;4;4;;
Q25;2014;600010094;600100580;2;6;;;;;;1;;
Q25;2014;600010862;600010854;1;;;;;;;;;
Q25;2014;600100101;750712184;0;0;0;0;0;0;1;0;0;0
Q25;2014;600100184;600010276;;;;;;1;;;;
Q25;2014;600100275;600000111;;;;;1;;;;;
Q25;2014;600100283;750710428;;1;;;;;1;;;
Q25;2014;600100309;750721334;;1;;;;1;;;;
Q25;2014;600100671;750034589;;8;;;2;7;;;;
Q25;2014;600100796;750720609;1;;;;;;;;;
Q25;2014;600100861;440052041;0;0;0;0;0;1;0;0;0;0
Q25;2014;600101687;600010037;;1;;;;;;;;
Q25;2014;600101943;750720609;;;;;;1;5;;;
Q25;2014;600105381;600106611;1;;;;;;;2;;
Q25;2014;600107668;600100721;0;1;0;0;0;0;0;0;0;0
Q25;2014;600113476;600100721;1;0;0;0;0;1;1;1;0;0
Q25;2014;610000028;610780025;2;2;;;;;;;;
Q25;2014;610000051;610780082;8;4;;;;;;;;
Q25;2014;610000069;610780090;;;;;;;1;3;;
Q25;2014;610000077;610780124;2;6;;;;;2;4;;
Q25;2014;610000085;610780132;0;2;0;0;0;0;0;0;0;0
Q25;2014;610000093;610780140;;4;;;;;;;;
Q25;2014;610000101;610780157;2;;;;;;;1;;
Q25;2014;610000119;610780165;4;1;0;0;0;1;2;4;0;0
Q25;2014;610004269;610787038;;1;;;;;;;;
Q25;2014;610780116;610790594;;1;;;;2;1;2;;
Q25;2014;610780199;610000135;;;;;1;;;;;
Q25;2014;610780207;610787061;1;3;;;;;;;;
Q25;2014;610780371;760025734;;;;;;;;4;;
Q25;2014;610780389;610004939;0;1;;;;;1;1;;
Q25;2014;610784050;610780082;;3;1;;;;;;;
Q25;2014;610784423;610787285;4;;;;;;;;;
Q25;2014;620000026;620003814;1;5;;;2;;2;1;;
Q25;2014;620000034;620100057;5;6;;;;1;1;3;;
Q25;2014;620000067;620100081;1;10;;;;;;1;;
Q25;2014;620000117;620100461;;4;;;;;;2;;
Q25;2014;620000224;620100651;7;22;;;;;3;9;;
Q25;2014;620000232;620100669;;;;;;3;1;;;
Q25;2014;620000240;620100677;;;;;;;;6;;
Q25;2014;620000257;620100685;;;;;1;1;;;;
Q25;2014;620000281;620101287;3;22;;;;2;2;1;;
Q25;2014;620000299;620101295;2;15;;;;;;3;;
Q25;2014;620000349;620101360;;;;;;;3;6;;
Q25;2014;620000596;750820680;;;;;;;;2;;
Q25;2014;620000653;620103440;5;9;;;;1;;;;
Q25;2014;620003202;620103432;9;18;;;;;;2;;
Q25;2014;620003350;620001834;4;25;;;;;;;;
Q25;2014;620003376;620001834;21;54;;;1;1;;;;
Q25;2014;620003822;620003814;1;6;;;;;;;;
Q25;2014;620003889;620003848;;1;;;;;;;;
Q25;2014;620024349;620024299;0;0;1;1;0;1;0;0;0;0
Q25;2014;620025346;620001834;19;63;;;;;;;;
Q25;2014;620025387;620025361;;;1;;;;;;;
Q25;2014;620026401;620024158;1;1;;;;;;;;
Q25;2014;620027664;620003814;1;2;;;;;7;4;;
Q25;2014;620100016;750712184;0;0;0;0;0;0;2;0;0;0
Q25;2014;620100099;620014779;;;;;2;2;;;;
Q25;2014;620100495;620000133;;;;;;1;;;;
Q25;2014;620100842;620001834;2;17;;;;;1;1;;
Q25;2014;620106203;620020859;;5;;;;;;;;
Q25;2014;620106625;620020859;1;7;;;;;1;;;
Q25;2014;620117309;620112581;;;;;;2;;;;
Q25;2014;620117606;620020859;1;7;;;;;1;;;
Q25;2014;620118513;620002915;;;;;2;1;;;;
Q25;2014;630000016;630180032;;3;;;;;2;;;
Q25;2014;630000131;630003168;;3;;;1;1;4;2;;
Q25;2014;630000149;630780302;1;8;;;;;2;;;
Q25;2014;630000404;630780989;13;44;;;;;8;3;;
Q25;2014;630000412;630780997;4;14;;;;;1;4;;
Q25;2014;630000420;630781003;;4;;;;;;;;
Q25;2014;630000438;630781011;5;3;0;0;0;0;2;2;0;0
Q25;2014;630000446;630781029;4;5;;;;1;;7;;
Q25;2014;630000479;630781110;3;12;0;0;0;0;0;;0;0
Q25;2014;630000487;630781136;1;1;;;;;1;;;
Q25;2014;630000560;630781367;;;1;11;1;;;;;
Q25;2014;630010296;630001188;1;1;;;;;;;;
Q25;2014;630010510;750043994;;;;;;4;;;;
Q25;2014;630011823;870015336;1;2;;;;;;;;
Q25;2014;630780179;630011534;;;;;;;;1;;
Q25;2014;630780195;630786754;2;2;;;2;;2;8;;
Q25;2014;630780401;630000172;;;;;;3;;;;
Q25;2014;630780526;630009991;;;;;;;;5;;
Q25;2014;630780559;870015336;1;6;;;;;;2;;
Q25;2014;630781268;630780989;1;29;;;;;;;;
Q25;2014;630781755;630011518;;;;;;1;;;;
Q25;2014;630781771;630780989;;1;;;;;;;;
Q25;2014;630781821;750043994;;;;;;1;;;;
Q25;2014;630781839;630000826;;;;;1;2;;;;
Q25;2014;630783348;750050916;1;2;;;;;;;;
Q25;2014;630783538;630780989;1;2;;;;;1;5;;
Q25;2014;630784742;630000990;;1;;;;;;;;
Q25;2014;630785756;630001188;1;6;;;;;;;;
Q25;2014;630790384;630786754;;;;;;;;2;;
Q25;2014;640000162;640780417;0;1;0;0;0;1;3;7;0;0
Q25;2014;640000402;640780813;;2;;;;;;;;
Q25;2014;640000410;640780821;8;16;;;1;;4;2;;
Q25;2014;640000428;640780839;;17;;;;;;;;
Q25;2014;640000436;640780862;;;;;;;6;4;;
Q25;2014;640000600;640781290;23;108;;;1;1;7;12;;
Q25;2014;640003836;640791976;1;3;;;;;;;;
Q25;2014;640007019;640007019;;;;;;1;;1;;
Q25;2014;640015921;640780821;2;4;;;;;;;;
Q25;2014;640017646;640017638;;2;;;;;;;;
Q25;2014;640780185;640000089;3;7;;;;;;;;
Q25;2014;640780482;640012209;;;;;;1;;;;
Q25;2014;640780490;640000212;;;;;;2;;;;
Q25;2014;640780631;640000295;;;;;1;1;;;;
Q25;2014;640780672;640000337;;;;;;1;;;;
Q25;2014;640780748;640000360;;;;;1;;;;;
Q25;2014;640780755;640780417;0;1;0;0;0;0;1;1;0;0
Q25;2014;640780904;750721334;1;;;;;;;1;;
Q25;2014;640780946;640000469;;;;;2;2;;;;
Q25;2014;640781225;640000568;;;;;;3;;;;
Q25;2014;640781340;640000642;1;;;;;;;;;
Q25;2014;640781365;750052292;;;;;;1;;;;
Q25;2014;640784278;640780417;0;0;0;0;0;0;1;3;0;0
Q25;2014;640786281;640791976;1;3;;;;;;;;
Q25;2014;640787149;640001681;;1;;;;;1;1;;
Q25;2014;640787156;640001699;;;;;;;;1;;
Q25;2014;640789624;640016614;1;;;;;;;;;
Q25;2014;640792305;640000626;;;;;;;1;;;
Q25;2014;650000045;650780158;2;2;0;0;0;0;0;0;0;0
Q25;2014;650000052;650780166;1;4;;;;;8;4;;
Q25;2014;650000060;650780174;;1;;;;;;;;
Q25;2014;650000078;650780190;;2;;;;;;;;
Q25;2014;650000417;650783160;1;8;;;1;;7;5;;
Q25;2014;650780141;650783160;;;;;;;;2;;
Q25;2014;650780182;650783160;;;;;;;;4;;
Q25;2014;650780323;650000128;2;1;;;;;;;;
Q25;2014;650780398;750005068;;;;;;1;;;;
Q25;2014;650784218;650780174;3;9;;;;;2;5;;
Q25;2014;650786668;650780166;;;;;;;;2;;
Q25;2014;660000084;660780180;2;9;;;;4;;;;
Q25;2014;660000092;660780198;;1;;;3;1;1;1;;
Q25;2014;660000167;660780271;2;6;0;0;1;0;2;3;0;0
Q25;2014;660000365;660000365;;;;;1;;;;;
Q25;2014;660000605;660786799;1;;;;1;1;1;5;;
Q25;2014;660005166;660786542;1;3;;;1;1;2;3;;
Q25;2014;660006990;340019363;;;;;;;3;3;;
Q25;2014;660007261;340019363;;;;;;;2;;;
Q25;2014;660780172;660786799;;;;;;;;3;;
Q25;2014;660780321;590799730;3;2;;;;;;;;
Q25;2014;660780370;660786799;;;;;;;7;3;;
Q25;2014;660780610;660000274;;;;;;2;;;;
Q25;2014;660780784;660000407;;;;;3;12;1;;;
Q25;2014;660781287;660000621;;;;;;2;;;;
Q25;2014;660790163;660790155;;;;;1;1;;;;
Q25;2014;670000025;670780055;;2;;;1;2;;;;
Q25;2014;670000033;670780063;0;0;0;0;2;0;0;0;0;0
Q25;2014;670000041;670780071;;4;;;;;;1;;
Q25;2014;670000058;670013366;0;3;;;;;1;2;;
Q25;2014;670000157;670780337;;;;;;;8;9;;
Q25;2014;670000165;670780345;0;3;;;;;1;4;;
Q25;2014;670000173;670780352;;3;;;;;1;1;;
Q25;2014;670000215;680000643;4;38;;;;;;;;
Q25;2014;670000249;680000643;;6;;;;;;;;
Q25;2014;670000272;670780543;;3;;;;;1;2;;
Q25;2014;670000306;670780584;;;;;;1;;4;;
Q25;2014;670000348;670780642;;6;;;;;1;2;;
Q25;2014;670000371;670780675;1;5;;;;;;1;;
Q25;2014;670002278;750043994;;;;;;6;;;;
Q25;2014;670013325;670013317;;;;;;1;;;;
Q25;2014;670014992;670780139;1;;;;;;;;;
Q25;2014;670016237;670016211;;3;;;;;1;1;;
Q25;2014;670780121;670013754;2;7;;;;1;;;;
Q25;2014;670780162;670000108;;;;;;;1;;;
Q25;2014;670780170;670000116;;;;;1;;;;;
Q25;2014;670780188;670014604;;;5;3;2;;;;;
Q25;2014;670780212;670014604;;;;;;1;3;7;;
Q25;2014;670780378;670000785;5;17;;;1;;;;;
Q25;2014;670780501;670792415;1;;;;;;;;;
Q25;2014;670780550;670013754;;9;;;;;;;;
Q25;2014;670780592;670013754;;3;;;;;;1;;
Q25;2014;670780600;750050759;;10;;;;;;;;
Q25;2014;670780873;670013754;2;3;;;;;;;;
Q25;2014;670780915;670013754;;5;;;;;;;;
Q25;2014;670781129;670013754;3;5;;;;;;;;
Q25;2014;670783273;670780055;;;;;2;1;;;;
Q25;2014;670792027;670792340;;;;;;;;1;;
Q25;2014;670797539;670014604;;;;;;1;1;3;;
Q25;2014;670798420;670792340;;;;;;;;1;;
Q25;2014;670798636;670014604;;;;;;2;2;1;;
Q25;2014;680000031;680000171;;3;;;;;;;;
Q25;2014;680000122;680000346;;6;;;;;;;;
Q25;2014;680000130;680000353;;3;;;;1;;;;
Q25;2014;680000189;680000643;2;19;;;;;;;;
Q25;2014;680000221;670781293;;1;;;1;;;;;
Q25;2014;680000312;680015963;1;;;;;;;;;
Q25;2014;680000320;680000643;5;23;;;;;2;3;;
Q25;2014;680000494;680000643;5;26;;;;;3;4;;
Q25;2014;680000544;680000395;1;1;0;0;0;2;1;0;0;0
Q25;2014;680000577;680000411;1;;;;1;;;2;;
Q25;2014;680000601;680000437;2;6;;;;;;;;
Q25;2014;680000627;680000486;2;;;;;;;;;
Q25;2014;680000684;680000973;;;;;3;1;;;;
Q25;2014;680000700;680001005;;;;;;;;3;;12
Q25;2014;680000726;680012648;0;1;;;;;;;;
Q25;2014;680000742;680001054;7;9;0;0;0;0;0;0;0;0
Q25;2014;680000767;680001088;;1;;;;1;;;;
Q25;2014;680000833;680001138;;1;;;;;;1;;
Q25;2014;680000874;680001179;2;9;0;0;3;1;0;0;0;0
Q25;2014;680000882;680016011;5;18;;;;;;1;;
Q25;2014;680001195;680016011;12;49;;;;3;1;8;;
Q25;2014;680001237;670013754;2;2;0;0;0;0;0;0;0;0
Q25;2014;680001252;680001112;1;2;;;;;;;;
Q25;2014;680001294;680000890;;;;;;1;;;;
Q25;2014;680001310;670013754;;1;;;;;;;;
Q25;2014;680001617;680016011;;4;;;;;;;;
Q25;2014;680003324;680014495;7;32;;;;;;5;;
Q25;2014;680004546;680000486;5;7;;;3;;;1;;
Q25;2014;690000013;690780036;1;1;;;;;4;2;;
Q25;2014;690000039;690780051;1;4;;;;;1;2;;
Q25;2014;690000047;690780069;;2;;;;;;;;
Q25;2014;690000054;690780077;1;1;;;;;;;;
Q25;2014;690000062;690780085;1;12;;;;;;;1;8
Q25;2014;690000088;690780101;;;;;4;2;;;;
Q25;2014;690000096;690780119;;;;;;;2;2;;
Q25;2014;690000401;920028560;;1;;;;;1;1;;
Q25;2014;690000575;690782222;;;;;;;2;5;;
Q25;2014;690000583;690782230;;1;;;;;3;2;;
Q25;2014;690000591;690782248;1;7;;;;;1;5;;
Q25;2014;690000609;690010749;;2;;;;1;;;;
Q25;2014;690000633;690010749;;2;;;;;;;;
Q25;2014;690000773;690782925;;1;;;;;1;16;;
Q25;2014;690000880;690783220;;;;;2;4;4;3;;
Q25;2014;690001524;690787338;1;1;;;;;;;;
Q25;2014;690002092;010783009;;5;;;;;;;;
Q25;2014;690006721;010783009;1;2;;;;;;;;
Q25;2014;690012109;690027008;0;0;0;0;0;1;0;0;0;0
Q25;2014;690022009;690796552;0;0;0;0;1;0;0;0;0;0
Q25;2014;690022058;690002225;;;;;;1;;;;
Q25;2014;690022959;690000732;;;;;1;1;;;;
Q25;2014;690023239;690000146;;1;;;;;;;;
Q25;2014;690023411;690000252;;;;;2;3;;;;
Q25;2014;690780358;690000195;;;;;1;;;;;
Q25;2014;690780416;690031190;;;;;;1;;;;
Q25;2014;690780499;690000278;;;;;;1;;;;
Q25;2014;690780507;750052276;;;;;;1;;;;
Q25;2014;690780523;750047938;;;;;1;;;;;
Q25;2014;690780648;690036900;;;;;1;3;;;;
Q25;2014;690780655;690000377;;;;;2;1;;;;
Q25;2014;690781737;750721334;;;;;;1;;;;
Q25;2014;690782172;690782172;;;;;;;;1;;
Q25;2014;690783154;690781810;;;;;;2;;;;
Q25;2014;690784137;690781810;;;;;;4;;;;
Q25;2014;690784152;690781810;;;;;;2;;;;
Q25;2014;690784186;690781810;;;;;;2;;;;
Q25;2014;690784244;750721334;0;0;0;0;0;1;0;0;0;0
Q25;2014;690788930;690001623;;;;;1;1;;;1;
Q25;2014;690793468;690002068;;;;;;2;;;;
Q25;2014;690796727;690796727;1;;;;1;3;1;;;
Q25;2014;690801709;690802715;1;6;0;0;0;0;0;0;0;0
Q25;2014;690805361;690805353;;;;;3;3;;;;
Q25;2014;700000011;700780026;;7;;;;1;;2;;
Q25;2014;700000029;700004591;3;23;;;;;1;6;;
Q25;2014;700000045;250006335;;;;;;;;1;;
Q25;2014;700000698;250017803;;;;;;1;;;;
Q25;2014;700780042;250006335;1;7;;;;;2;5;;
Q25;2014;700780059;700004591;2;7;;;;;;1;;
Q25;2014;700780075;700004096;0;3;;;;;;;;
Q25;2014;700780208;700004591;4;5;;;;;;;;
Q25;2014;710010067;710780644;0;1;0;0;0;0;1;0;0;0
Q25;2014;710010786;710781451;;;;;;;8;2;;
Q25;2014;710780917;710000274;;;;;;1;;;;
Q25;2014;710781139;750721334;1;;;;;1;1;3;;
Q25;2014;710781535;210010294;1;3;;;;;;4;;
Q25;2014;710781824;710000464;0;0;0;0;0;1;0;0;0;0
Q25;2014;710972282;710781451;;1;;;;;;;;
Q25;2014;710972365;710780644;;2;;;;;;1;;
Q25;2014;710978107;710781592;;1;;;;;2;;;
Q25;2014;710978123;710781063;;;3;7;;;2;2;;
Q25;2014;710978131;710781089;;1;;;;;;;;
Q25;2014;710978156;710780214;1;2;0;0;0;0;0;0;0;0
Q25;2014;710978164;710780438;;12;;;;;;;;
Q25;2014;710978180;710781360;;6;;;;;;1;;
Q25;2014;710978198;710781386;;1;;;;;;3;;
Q25;2014;710978206;710780156;;4;;;;;;2;;
Q25;2014;710978214;710781345;;2;;;;;;;;
Q25;2014;710978230;710781329;7;19;;;;;3;5;;
Q25;2014;710978248;710781451;;1;;;;;;;;
Q25;2014;710978255;710781568;1;1;0;0;0;0;1;2;0;0
Q25;2014;710978263;710780958;1;3;;;;;12;6;;
Q25;2014;710978271;710781014;;;;;;;;1;;
Q25;2014;710978289;710780263;6;14;;;;;;;;
Q25;2014;710978313;710976705;3;19;;;;1;1;6;;
Q25;2014;710978347;710781204;;;;;;;;2;;
Q25;2014;720000033;720000025;;;;;;;5;10;;
Q25;2014;720000199;720000595;;;;;4;5;;;;
Q25;2014;720000314;720000090;1;;;;;;2;4;;
Q25;2014;720000389;720012749;;3;;;;2;;;;
Q25;2014;720000413;720008390;;;;;2;;;;;
Q25;2014;720000470;610780082;1;1;;;;2;;;;
Q25;2014;720000520;720000140;1;7;;;;;;1;;
Q25;2014;720000819;720002062;2;1;0;0;0;0;0;0;0;0
Q25;2014;720001437;720006022;0;0;;;;;4;3;;
Q25;2014;720001569;720007244;;2;;;;;;2;;
Q25;2014;720005909;720000025;;;;;;;1;;;
Q25;2014;720016179;720016724;1;4;;;;;1;2;;
Q25;2014;720016823;720012749;;;;;;;;1;;
Q25;2014;720017748;720000561;;;;;1;;;;;
Q25;2014;720018100;750720575;;;;;;1;;;;
Q25;2014;730000031;730000015;5;2;;;;2;;;;
Q25;2014;730000080;730780103;;2;;;;;;3;;
Q25;2014;730000304;730780582;;4;;;;;6;5;;
Q25;2014;730004298;730010048;;;;;1;;;;;
Q25;2014;730780459;730000221;;;;;;1;;;;
Q25;2014;730780988;730002698;0;0;0;0;0;1;0;0;0;0
Q25;2014;740000062;740780168;1;4;;;;3;1;1;;
Q25;2014;740000237;740781133;1;0;0;0;1;5;0;1;0;0
Q25;2014;740000302;740781133;0;1;0;0;1;6;0;0;0;0
Q25;2014;740000328;740790381;0;0;0;0;0;4;1;1;0;0
Q25;2014;740000401;740781893;1;;;;;;;1;;
Q25;2014;740001847;740780168;;1;;;;1;;;;
Q25;2014;740014345;740000617;;;;;1;4;;;;
Q25;2014;740014519;750050924;;;;;1;;;;;
Q25;2014;740014683;740780168;;2;;;;;;;;
Q25;2014;740780135;750050924;;;;;1;1;;;;
Q25;2014;740780143;750005068;;;;;;3;;;;
Q25;2014;740780184;750052334;;;;;;1;;;;
Q25;2014;740780192;740780168;3;6;;;;;;;;
Q25;2014;740780416;740000112;0;0;0;0;0;3;0;0;0;0
Q25;2014;740780424;740000120;;;;;1;;;;;
Q25;2014;740780952;740000179;;;;;;1;;;;
Q25;2014;740780986;740000195;;;;1;;2;;;;
Q25;2014;740781141;740790258;;;;;3;3;2;0;;
Q25;2014;740781224;740001839;;1;;;;;1;;;
Q25;2014;750000499;750140014;0;0;0;0;4;0;0;0;0;0
Q25;2014;750000507;750040628;;;;;1;1;;;;
Q25;2014;750000523;750150120;1;22;;;2;5;2;1;;
Q25;2014;750000549;750150229;;;;;3;2;;;;
Q25;2014;750006348;910140011;;;;;;1;;;;
Q25;2014;750023749;750034308;;;;;1;1;;;;
Q25;2014;750038739;750043994;;;;;1;1;;;;
Q25;2014;750039448;750720914;4;2;;;;;1;1;;
Q25;2014;750041543;750712184;0;0;0;0;0;1;0;0;0;0
Q25;2014;750047128;750047110;;;;;;1;;;;
Q25;2014;750051872;750051872;;;;;1;2;;;;
Q25;2014;750052037;750052037;1;9;;;;;;;;
Q25;2014;750100018;750712184;0;0;0;0;0;1;0;0;0;0
Q25;2014;750100042;750712184;0;0;0;0;2;2;5;7;0;0
Q25;2014;750100075;750712184;0;0;0;0;0;3;2;3;0;0
Q25;2014;750100091;750712184;0;0;0;0;0;5;2;6;0;0
Q25;2014;750100109;750712184;0;0;0;0;0;0;3;6;0;0
Q25;2014;750100125;750712184;0;0;0;0;7;5;26;8;0;0
Q25;2014;750100166;750712184;0;0;0;0;2;7;9;7;0;0
Q25;2014;750100208;750712184;0;0;0;0;3;0;7;10;0;0
Q25;2014;750100216;750712184;0;0;0;0;0;0;1;2;0;0
Q25;2014;750100232;750712184;0;0;0;0;2;4;1;0;0;0
Q25;2014;750100273;750712184;0;0;0;0;0;0;3;8;0;0
Q25;2014;750100299;750712184;0;0;0;0;0;1;1;2;0;0
Q25;2014;750150104;750720476;2;2;;;3;3;;;;
Q25;2014;750150146;750720609;1;;;;1;;;;;
Q25;2014;750150237;750006728;1;5;;;;1;;1;;
Q25;2014;750150260;750006728;2;1;;;;;;1;;
Q25;2014;750150286;750015968;;;;;;2;1;;;
Q25;2014;750150302;750806853;;;;;;;1;;;
Q25;2014;750150310;750806853;;;;;;2;;;;
Q25;2014;750150344;750720468;;;;;;2;;;;
Q25;2014;750160012;750813321;0;0;0;0;1;3;0;0;0;0
Q25;2014;750170102;750721391;1;;;;;1;;;;
Q25;2014;750170243;750720922;;;;;;;1;;;
Q25;2014;750300071;750000598;;;;;1;7;;;;
Q25;2014;750300089;750000606;;;;;1;;;;;
Q25;2014;750300121;750052037;;;;;1;2;;;;
Q25;2014;750300139;750000655;;;;;1;1;;;;
Q25;2014;750300154;750000671;;;;;3;4;;;;
Q25;2014;750300360;750026569;;;;;;6;;;;
Q25;2014;750300410;750000770;;;;;;2;;;;
Q25;2014;750300550;750000812;;;;;;1;;;;
Q25;2014;750300592;750000820;;;;;;3;;;;
Q25;2014;750300667;750000838;;;;;;1;;;;
Q25;2014;750300741;750000861;;;;;2;4;;;;
Q25;2014;750300766;750056145;0;0;;;;4;;;;
Q25;2014;750300774;750000895;;;;;;3;;;;
Q25;2014;750300840;750000903;;;;;;2;;;;
Q25;2014;750300915;750000960;;;;;1;;;;;
Q25;2014;750310013;750043994;;;;;;1;;;;
Q25;2014;750710782;750001190;;1;;;;;;;;
Q25;2014;750719361;750719361;;;;;;2;;;;
Q25;2014;750790164;750008310;;;;;;2;;;;
Q25;2014;750801441;750712184;0;0;0;0;1;0;0;2;0;0
Q25;2014;750803447;750712184;0;0;0;0;1;7;4;9;0;0
Q25;2014;750803454;750712184;0;0;0;0;0;6;4;4;0;0
Q25;2014;750806226;750712184;0;0;0;0;0;0;4;1;0;0
Q25;2014;750814824;330030859;;;;;;1;;;;
Q25;2014;750825184;950000760;;;;;;;1;;;
Q25;2014;750826141;750825960;;;;;;1;;1;;
Q25;2014;760000018;760780023;10;2;0;0;0;0;2;3;0;0
Q25;2014;760000026;760780031;;5;;;;;1;;;
Q25;2014;760000034;760780049;2;11;;;;;;3;;
Q25;2014;760000042;760780056;11;41;;;;;2;3;;
Q25;2014;760000059;760780064;0;6;;;;;0;3;;
Q25;2014;760000133;760780213;3;13;;;;;;5;;
Q25;2014;760000158;760780239;35;45;;;1;6;;;;
Q25;2014;760000166;760780247;7;38;;;1;;1;1;;
Q25;2014;760000174;760780254;1;6;;;;;;1;;
Q25;2014;760000182;760780262;3;6;;;;;;1;;
Q25;2014;760000190;760780270;2;7;;;;;0;8;;
Q25;2014;760000356;760780726;0;2;;;;;;;;
Q25;2014;760000364;760780734;4;22;0;0;0;0;3;2;0;0
Q25;2014;760000372;760780742;4;33;;;;;1;1;;
Q25;2014;760000380;760780759;4;15;;;;;1;1;;
Q25;2014;760000398;760780742;;4;;;;;;;;
Q25;2014;760000463;760024042;5;14;;;;2;6;3;;
Q25;2014;760000620;760782227;6;3;;;;;1;;;
Q25;2014;760000802;760782425;2;;;;;;;;;
Q25;2014;760004143;760004143;1;;;;;;;;;
Q25;2014;760021329;760000448;1;2;;;;1;;;;
Q25;2014;760025312;760000315;;;;;3;;;;;
Q25;2014;760780510;760000257;;;;;;4;;;;
Q25;2014;760780676;750808529;;1;;;;;;;;
Q25;2014;760780692;760025734;;3;;;;;;;;
Q25;2014;760780791;760000414;0;;0;;1;2;0;0;0;0
Q25;2014;760780825;760000430;;;;;;1;;1;;
Q25;2014;760781054;930019484;1;;;;;;;;;
Q25;2014;760781070;760780726;;;;;;1;;;;
Q25;2014;760783035;750721334;2;7;;;;;;;;
Q25;2014;760800938;760780023;1;0;0;0;0;0;0;0;0;0
Q25;2014;760805770;760780726;;;;;1;;13;15;;
Q25;2014;760806950;760780734;0;4;0;0;0;0;0;0;0;0
Q25;2014;770000131;770110013;2;8;;;1;3;;;;
Q25;2014;770000149;770110021;5;;;;;;;;;
Q25;2014;770000156;770110054;1;;;;;;;;;
Q25;2014;770000164;770110062;2;26;;;;;;;;
Q25;2014;770000172;770110070;4;9;;;;3;;;;
Q25;2014;770000180;770130011;0;0;0;0;0;0;2;1;0;0
Q25;2014;770000214;770130052;;1;;;;1;1;;;
Q25;2014;770000420;770700029;;2;;;;3;;;;
Q25;2014;770016467;750043994;;;;;;1;;;;
Q25;2014;770019032;770170017;;;;1;4;3;;;;
Q25;2014;770150027;750720575;;3;;;;;;;;
Q25;2014;770150043;750808529;;;;;;1;;;;
Q25;2014;770300135;770000289;;;;;1;;;;;
Q25;2014;770300192;770000313;;;;;1;1;;;;
Q25;2014;770630028;750042590;;;;;;;1;;;
Q25;2014;770700011;750042590;;;;;;1;2;1;;
