BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2014;010000024;010780054;112AX;;;;3;6;357;;;;;
DIALYSE;2014;010000024;010780054;112BA;;;;16;78;9320;;;;;
DIALYSE;2014;010000024;010780054;1130X;;;;14;24;4910;;;;;
DIALYSE;2014;010000024;010780054;1140X;;;;12;0;1143;;;;;
DIALYSE;2014;010000024;010780054;1150A;;;;1;4;312;;;;;
DIALYSE;2014;010000024;010780054;122BA;;;;5;3;;;;51;;
DIALYSE;2014;010000024;010780054;TOT;0;;;;;;756;;;24;4
DIALYSE;2014;010006526;690796552;1130X;;;;10;9;1108;;;;;
DIALYSE;2014;010006526;690796552;1140X;;;;;3;366;;;;;
DIALYSE;2014;010006526;690796552;TOT;1;1;10;;;;;;;;
DIALYSE;2014;010780294;690000278;112AX;;;;1;1;90;;;;;
DIALYSE;2014;010780294;690000278;112BA;;;;12;43;6878;;;;;
DIALYSE;2014;010780294;690000278;1130X;;;;5;9;1492;;;;;
DIALYSE;2014;010780294;690000278;1140X;;;;6;6;905;;;;;
DIALYSE;2014;010780294;690000278;TOT;0;;;;;;;;;;
DIALYSE;2014;010789006;670005834;112AX;;;;2;4;364;;;;;
DIALYSE;2014;010789006;670005834;1130X;;;;12;31;4899;;;;;
DIALYSE;2014;010789006;670005834;1140X;;;;6;7;1144;;;;;
DIALYSE;2014;010789006;670005834;1150A;;;;;1;634;;;;;
DIALYSE;2014;010789006;670005834;121AA;;;;;7;;;;322;;
DIALYSE;2014;010789006;670005834;121CA;;;;5;5;;;;257;;
DIALYSE;2014;010789006;670005834;TOT;0;;;;;;;;;;
DIALYSE;2014;020000162;020000063;112BA;;;;30;121;18300;;;;;
DIALYSE;2014;020000162;020000063;TOT;0;;;;;;1633;2;;61;1
DIALYSE;2014;020000394;020000253;112AX;;;;2;1;30;;;;;
DIALYSE;2014;020000394;020000253;112BA;;;;12;111;5927;;;;;
DIALYSE;2014;020000394;020000253;TOT;0;;;;;;287;1;;18;2
DIALYSE;2014;020000519;020000261;112AX;;;;1;1;1;;;;;
DIALYSE;2014;020000519;020000261;112BA;;;;12;70;9506;;;;;
DIALYSE;2014;020000519;020000261;1140X;;;;17;13;;;;;;
DIALYSE;2014;020000519;020000261;122AX;;;;2;1;;;;1;;
DIALYSE;2014;020000519;020000261;122BA;;;;1;1;;;;50;;
DIALYSE;2014;020000519;020000261;TOT;0;;;;;;610;1;;33;1
DIALYSE;2014;020001772;590799995;1130X;;;;6;24;3628;;;;;
DIALYSE;2014;020001772;590799995;1140X;;;;6;4;882;;;;;
DIALYSE;2014;020001913;590799995;1140X;;;;6;19;3055;;;;;
DIALYSE;2014;020006441;590799995;1130X;;;;8;14;2227;;;;;
DIALYSE;2014;020006441;590799995;1140X;;;;6;5;192;;;;;
DIALYSE;2014;020012613;590799995;1140X;;;;5;6;768;;;;;
DIALYSE;2014;020012860;590799995;1130X;;;;8;62;9022;;;;;
DIALYSE;2014;020012860;590799995;1140X;;;;8;4;1255;;;;;
DIALYSE;2014;030000061;030780092;112BA;;;;12;43;6038;;;;;
DIALYSE;2014;030000061;030780092;TOT;0;;;;;;275;1;;7;
DIALYSE;2014;030000079;030780100;112BA;;;;10;41;6127;;;;;
DIALYSE;2014;030000079;030780100;122BA;;;;2;0;;;;298;;
DIALYSE;2014;030000079;030780100;TOT;0;;;;;;563;1;;;
DIALYSE;2014;030000087;030780118;112BA;;;;15;39;8250;;;;;
DIALYSE;2014;030000087;030780118;1130X;;;;4;16;2973;;;;;
DIALYSE;2014;030000087;030780118;1140X;;;;6;12;1820;;;;;
DIALYSE;2014;030000087;030780118;1150A;;;;2;;;;;;;
DIALYSE;2014;030000087;030780118;121AA;;;;;5;;;;8566;;
DIALYSE;2014;030000087;030780118;121CA;;;;;4;;;;8885;;
DIALYSE;2014;030000087;030780118;122AX;;;;;5;;;;433;;
DIALYSE;2014;030000087;030780118;122BA;;;;;2;;;;755;;
DIALYSE;2014;030000087;030780118;TOT;0;;;;;;308;;;30;28
DIALYSE;2014;030003669;630000990;112AX;;;;1;1;302;;;;;
DIALYSE;2014;030003669;630000990;1130X;;;;9;22;3594;;;;;
DIALYSE;2014;030003669;630000990;1140X;;;;6;12;2130;;;;;
DIALYSE;2014;030003669;630000990;1150A;;;;;1;450;;;;;
DIALYSE;2014;030003669;630000990;121AA;;;;;9;;;;274;;
DIALYSE;2014;030003669;630000990;121CA;;;;1;5;;;;267;;
DIALYSE;2014;030003669;630000990;122AX;;;;;0;;;;8;;
DIALYSE;2014;030003669;630000990;TOT;0;;;;;;;;;;
DIALYSE;2014;030003719;630000990;112AX;;;;;0;89;;;;;
DIALYSE;2014;030003719;630000990;1130X;;;;8;12;1000;;;;;
DIALYSE;2014;030003719;630000990;1140X;;;;0;0;638;;;;;
DIALYSE;2014;030003768;630000990;1130X;;;;4;14;2988;;;;;
DIALYSE;2014;030003768;630000990;1140X;;;;6;16;1826;;;;;
DIALYSE;2014;030003768;630000990;121AA;;;;;30;;;;1219;;
DIALYSE;2014;030003768;630000990;121CA;;;;22;24;;;;1274;;
DIALYSE;2014;030003768;630000990;TOT;0;;;;;;;;;;
DIALYSE;2014;040003113;330029208;1130X;;;;4;0;438;;;;;
DIALYSE;2014;040003113;330029208;1140X;;;;2;0;16;;;;;
DIALYSE;2014;040784860;330029208;112BA;;;;20;68;10203;;;;;
DIALYSE;2014;040784860;330029208;1130X;;;;8;13;2020;;;;;
DIALYSE;2014;040784860;330029208;1140X;;;;2;6;1125;;;;;
DIALYSE;2014;040784860;330029208;TOT;1;2;8;;;;0;2;;;
DIALYSE;2014;040787541;330029208;1130X;;;;4;3;437;;;;;
DIALYSE;2014;040787541;330029208;1140X;;;;4;6;906;;;;;
DIALYSE;2014;050000231;050000116;112BA;;;;8;20;3617;;;;;
DIALYSE;2014;050000231;050000116;TOT;0;;;;;;153;;;;
DIALYSE;2014;050000348;050002948;112AX;;;;1;1;29;;;;;
DIALYSE;2014;050000348;050002948;112BA;;;;11;44;6112;;;;;
DIALYSE;2014;050000348;050002948;112BE;;;;1;1;130;;;;;
DIALYSE;2014;050000348;050002948;122AX;;;;1;0;;;;6;;
DIALYSE;2014;050000348;050002948;122BA;;;;1;0;;;;3;;
DIALYSE;2014;050000348;050002948;TOT;0;;;;;;330;1;;18;0
DIALYSE;2014;050003359;380793802;1130X;;;;3;1;415;;;;;
DIALYSE;2014;050003359;380793802;1140X;;;;3;5;702;;;;;
DIALYSE;2014;050006022;380793802;1130X;;;;8;5;961;;;;;
DIALYSE;2014;050006022;380793802;1140X;;;;8;8;1534;;;;;
DIALYSE;2014;060000544;060780988;112BA;;;;15;59;8738;;;;;
DIALYSE;2014;060000544;060780988;121AA;;;;;1;;;;41;;
DIALYSE;2014;060000544;060780988;121CA;;;;;;;;;18;;
DIALYSE;2014;060000544;060780988;122AX;;;;;;;;;9;;
DIALYSE;2014;060000544;060780988;122BA;;;;1;1;;;;59;;
DIALYSE;2014;060000544;060780988;AUTRE;;;;;;27;;;;;
DIALYSE;2014;060000544;060780988;TOT;0;;;;;;489;2;;32;10
DIALYSE;2014;060010949;060790540;1130X;;;;12;31;5642;;;;;
DIALYSE;2014;060019676;060790540;1140X;;;;5;17;1617;;;;;
DIALYSE;2014;060019676;060790540;TOT;0;;;;;;;0;;72;15
DIALYSE;2014;060019684;060790540;1140X;;;;5;5;901;;;;;
DIALYSE;2014;060019684;060790540;TOT;0;;;;;;;;;72;15
DIALYSE;2014;060021276;060790540;112BA;;;;15;64;9521;;;;;
DIALYSE;2014;060021276;060790540;1130X;;;;16;75;9763;;;;;
DIALYSE;2014;060021276;060790540;TOT;0;;;;;;0;1;;72;15
DIALYSE;2014;060022845;060790797;1130X;;;;14;36;5289;;;;;
DIALYSE;2014;060785003;060785011;112BA;;;;22;114;15597;;;;;
DIALYSE;2014;060785003;060785011;122AX;;;;2;7;;;;7;;
DIALYSE;2014;060785003;060785011;122BA;;;;;2;;;;;;
DIALYSE;2014;060785003;060785011;TOT;0;;;;;;734;2;;38;7
DIALYSE;2014;060788957;060785011;TOT;0;;;;;;10;;;;
DIALYSE;2014;060789195;060785011;112BE;;;;2;2;385;;;;;
DIALYSE;2014;060789195;060785011;TOT;0;;;;;;357;;;1;
DIALYSE;2014;060791860;060790797;112AX;;;;2;0;0;;;;;
DIALYSE;2014;060791860;060790797;112BA;;;;35;174;25859;;;;;
DIALYSE;2014;060791860;060790797;TOT;0;;;;;;0;2;;;
DIALYSE;2014;060792090;060790540;1150A;;;;2;2;316;;;;;
DIALYSE;2014;060792090;060790540;121AA;;;;;23;;;;946;;
DIALYSE;2014;060792090;060790540;121CA;;;;0;11;;;;344;;
DIALYSE;2014;060792090;060790540;TOT;0;;;;;;;1;;72;15
DIALYSE;2014;060792736;060790540;1140X;;;;10;30;3521;;;;;
DIALYSE;2014;060792736;060790540;TOT;0;;;;;;;;;72;15
DIALYSE;2014;060792736;060790540;VACAN;;;;;0;323;;;;;
DIALYSE;2014;060792850;060790797;1150A;;;;1;1;148;;;;;
DIALYSE;2014;060792900;060790797;1140X;;;;14;21;3173;;;;;
DIALYSE;2014;060792926;060022951;112BA;;;;19;63;10467;;;;;
DIALYSE;2014;060792926;060022951;TOT;0;;;;;;0;;;36;0
DIALYSE;2014;060801016;060790540;1140X;;;;5;14;2375;;;;;
DIALYSE;2014;060801016;060790540;TOT;0;;;;;;;;;72;15
DIALYSE;2014;070000179;070780358;112AX;;;;6;4;4;;;;;
DIALYSE;2014;070000179;070780358;112BA;;;;13;54;8015;;;;;
DIALYSE;2014;070000179;070780358;1130X;;;;8;28;4084;;;;;
DIALYSE;2014;070000179;070780358;1140X;;;;6;;;;;;;
DIALYSE;2014;070000179;070780358;121AA;;;;;5;;;;42;;
DIALYSE;2014;070000179;070780358;121CA;;;;2;2;;;;20;;
DIALYSE;2014;070000179;070780358;122AX;;;;2;1;;;;44;;
DIALYSE;2014;070000179;070780358;122BA;;;;2;7;;;;431;;
DIALYSE;2014;070000179;070780358;AUTRE;;;;;;3;;;;;
DIALYSE;2014;070000179;070780358;TOT;0;;;;;;1234;;;42;6
DIALYSE;2014;070000179;070780358;VACAN;;;;1;;;;;;;
DIALYSE;2014;070004726;380793802;112BA;;;;12;31;4952;;;;;
DIALYSE;2014;070004726;380793802;1130X;;;;6;10;1603;;;;;
DIALYSE;2014;070004726;380793802;122AX;;;;3;3;;;;108;;
DIALYSE;2014;070004726;380793802;TOT;0;;;;;;;1;;9;2
DIALYSE;2014;070786231;690796552;1140X;;;;6;6;1231;;;;;
DIALYSE;2014;070786231;690796552;VACAN;;;;;;57;;;;;
DIALYSE;2014;070786249;690796552;112AX;;;;2;7;397;;;;;
DIALYSE;2014;070786249;690796552;1140X;;;;6;11;1710;;;;;
DIALYSE;2014;070786249;690796552;VACAN;;;;;;5;;;;;
DIALYSE;2014;080000425;080000615;112AX;;;;2;2;174;;;;;
DIALYSE;2014;080000425;080000615;112BA;;;;18;91;13077;;;;;
DIALYSE;2014;080000425;080000615;TOT;0;;;;;;1035;1;;42;8
DIALYSE;2014;080005846;510000953;1140X;;;;10;9;1325;;;;;
DIALYSE;2014;080005846;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2014;080006034;510000953;1140X;;;;12;21;2945;;;;;
DIALYSE;2014;080006034;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2014;080008568;510000953;1130X;;;;10;20;3107;;;;;
DIALYSE;2014;080008568;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2014;090000175;090781774;112BA;;;;12;54;6838;;;;;
DIALYSE;2014;090000175;090781774;121AA;;;;;4;;;;230;;
DIALYSE;2014;090000175;090781774;121CA;;;;0;4;;;;165;;
DIALYSE;2014;090000175;090781774;122BA;;;;0;0;;;;26;;
DIALYSE;2014;090000175;090781774;AUTRE;;;;;;5;;;;;
DIALYSE;2014;090000175;090781774;TOT;0;;;;;;849;2;;;3
DIALYSE;2014;090002833;310000633;1140X;;;;12;34;4047;;;;;
DIALYSE;2014;090002833;310000633;VACAN;;;;;23;152;;;;;
DIALYSE;2014;090784125;310000633;1140X;;;;6;3;441;;;;;
DIALYSE;2014;090784125;310000633;VACAN;;;;;0;41;;;;;
DIALYSE;2014;090784679;310000633;1140X;;;;6;7;1295;;;;;
DIALYSE;2014;090784679;310000633;VACAN;;;;;0;310;;;;;
DIALYSE;2014;100000090;100000017;112AX;;;;2;1;111;;;;;
DIALYSE;2014;100000090;100000017;112BA;;;;17;80;10559;;;;;
DIALYSE;2014;100000090;100000017;TOT;0;;;;;;1100;;;;
DIALYSE;2014;100005958;510000953;1140X;;;;16;22;3138;;;;;
DIALYSE;2014;100005958;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2014;100006550;510000953;1140X;;;;19;29;4261;;;;;
DIALYSE;2014;100006550;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2014;100009133;510000953;1130X;;;;12;38;5292;;;;;
DIALYSE;2014;100009133;510000953;1150A;;;;;;91;;;;;
DIALYSE;2014;110000023;110780061;112AX;;;;3;3;396;;;;;
DIALYSE;2014;110000023;110780061;112BA;;;;22;76;11665;;;;;
DIALYSE;2014;110000023;110780061;122AX;;;;1;1;;;;102;;
DIALYSE;2014;110000023;110780061;122BA;;;;1;0;;;;11;;
DIALYSE;2014;110000023;110780061;AUTRE;;;;;0;201;;;;;
DIALYSE;2014;110000023;110780061;TOT;0;;;;;;1128;2;;42;8
DIALYSE;2014;110004413;340000264;1140X;;;;13;13;1950;;;;;
DIALYSE;2014;110004413;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;110004421;340000264;1140X;;;;8;7;1006;;;;;
DIALYSE;2014;110004421;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;110004439;340000264;1140X;;;;19;17;2599;;;;;
DIALYSE;2014;110004439;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;110005311;340000264;1130X;;;;13;33;4538;;;;;
DIALYSE;2014;110007259;110000114;1130X;;;;8;20;3648;;;;;
DIALYSE;2014;110007259;110000114;VACAN;;;;;;169;;;;;
DIALYSE;2014;110780228;110000114;112AX;;;;4;1;115;;;;;
DIALYSE;2014;110780228;110000114;112BA;;;;20;79;11450;;;;;
DIALYSE;2014;110780228;110000114;121AA;;;;;4;;;;25;;
DIALYSE;2014;110780228;110000114;121CA;;;;3;0;;;;26;;
DIALYSE;2014;110780228;110000114;122AX;;;;1;1;;;;13;;
DIALYSE;2014;110780228;110000114;122BA;;;;3;31;;;;52;;
DIALYSE;2014;110780228;110000114;TOT;0;;;;;;395;2;;40;10
DIALYSE;2014;110780228;110000114;VACAN;;;;1;;364;;;;;
DIALYSE;2014;120000039;120780044;112AX;;;;1;1;6;;;;;
DIALYSE;2014;120000039;120780044;112BA;;;;18;57;7844;;;;;
DIALYSE;2014;120000039;120780044;1150A;;;;1;1;;;;;;
DIALYSE;2014;120000039;120780044;121AA;;;;;16;;;;720;;
DIALYSE;2014;120000039;120780044;121CA;;;;;2;;;;52;;
DIALYSE;2014;120000039;120780044;122AX;;;;;;;;;1;;
DIALYSE;2014;120000039;120780044;122BA;;;;;2;;;;350;;
DIALYSE;2014;120000039;120780044;TOT;0;;;;;;1177;2;;45;10
DIALYSE;2014;120000039;120780044;VACAN;;;;;;33;;;;;
DIALYSE;2014;120001748;340000264;1130X;;;;11;31;4961;;;;;
DIALYSE;2014;120001748;340000264;TOT;1;1;;;;;0;;;;1
DIALYSE;2014;120005228;310000633;1140X;;;;12;18;2906;;;;;
DIALYSE;2014;120005228;310000633;VACAN;;;;;0;273;;;;;
DIALYSE;2014;120787254;340000264;1140X;;;;11;1;155;;;;;
DIALYSE;2014;120787254;340000264;TOT;0;;;;;;;1;;;
DIALYSE;2014;120787429;310000633;1140X;;;;7;15;2479;;;;;
DIALYSE;2014;120788088;310000633;1140X;;;;6;8;1482;;;;;
DIALYSE;2014;130000409;130041916;112BA;;;;16;54;7828;;;;;
DIALYSE;2014;130000409;130041916;TOT;0;;;;;;1272;2;;17;
DIALYSE;2014;130000409;130041916;VACAN;;;;3;;;;;;;
DIALYSE;2014;130002835;130789316;112BA;;;;12;49;7143;;;;;
DIALYSE;2014;130002835;130789316;1130X;;;;12;16;1827;;;;;
DIALYSE;2014;130002835;130789316;122AX;;;;2;0;;;;3;;
DIALYSE;2014;130002835;130789316;TOT;0;;;;;;482;2;;42;5
DIALYSE;2014;130008287;130006810;1140X;;;;18;35;5421;;;;;
DIALYSE;2014;130024268;130006794;112AX;;;;1;5;198;;;;;
DIALYSE;2014;130024268;130006794;112BA;;;;18;30;4037;;;;;
DIALYSE;2014;130024268;130006794;1130X;;;;18;16;2212;;;;;
DIALYSE;2014;130024268;130006794;TOT;0;;;;;;;2;;20;0
DIALYSE;2014;130034002;130006562;1130X;;;;8;22;1505;;;;;
DIALYSE;2014;130034002;130006562;1140X;;;;6;11;3051;;;;;
DIALYSE;2014;130034002;130006562;VACAN;;;;;;8;;;;;
DIALYSE;2014;130034044;130006562;1130X;;;;12;12;1636;;;;;
DIALYSE;2014;130034044;130006562;1140X;;;;12;32;4492;;;;;
DIALYSE;2014;130034044;130006562;TOT;0;;;;;;;0;;13;
DIALYSE;2014;130034044;130006562;VACAN;;;;;;50;;;;;
DIALYSE;2014;130034077;130007156;1140X;;;;12;5;853;;;;;
DIALYSE;2014;130034077;130007156;TOT;0;;;;;;;2;;;
DIALYSE;2014;130034093;130006562;1130X;;;;8;3;199;;;;;
DIALYSE;2014;130034093;130006562;1140X;;;;6;4;720;;;;;
DIALYSE;2014;130034093;130006562;TOT;0;;;;;;;1;;3;
DIALYSE;2014;130034531;130001787;112BA;;;;16;95;12087;;;;;
DIALYSE;2014;130034531;130001787;1130X;;;;16;17;2143;;;;;
DIALYSE;2014;130034531;130001787;121CA;;;;1;1;;;;16;;
DIALYSE;2014;130034531;130001787;122AX;;;;1;1;;;;8;;
DIALYSE;2014;130034531;130001787;TOT;0;;;;;;0;1;;22;1
DIALYSE;2014;130034531;130001787;VACAN;;;;0;0;187;;;;;
DIALYSE;2014;130034556;130016058;1140X;;;;12;11;1676;;;;;
DIALYSE;2014;130034614;130006810;1140X;;;;15;31;5159;;;;;
DIALYSE;2014;130034614;130006810;121AA;;;;;5;;;;291;;
DIALYSE;2014;130034614;130006810;121CA;;;;12;12;;;;618;;
DIALYSE;2014;130034614;130006810;121CE;;;;2;2;;;;86;;
DIALYSE;2014;130034614;130006810;TOT;0;;;;;;;;;;15
DIALYSE;2014;130035215;130001415;112BA;;;;12;21;3014;;;;;
DIALYSE;2014;130035215;130001415;TOT;0;;;;;;;;;;
DIALYSE;2014;130035223;130001415;1140X;;;;16;19;2550;;;;;
DIALYSE;2014;130035223;130001415;TOT;0;;;;;;;1;;;
DIALYSE;2014;130035959;130006810;1130X;;;;8;39;4687;;;;;
DIALYSE;2014;130036650;130016058;1140X;;;;12;19;2388;;;;;
DIALYSE;2014;130038003;130029218;112BA;;;;24;103;16262;;;;;
DIALYSE;2014;130038003;130029218;1130X;;;;12;27;4168;;;;;
DIALYSE;2014;130038003;130029218;1150A;;;;1;0;0;;;;;
DIALYSE;2014;130038003;130029218;TOT;0;;;;;;0;;;;0
DIALYSE;2014;130038045;130006562;1140X;;;;6;9;1497;;;;;
DIALYSE;2014;130038045;130006562;TOT;0;;;;;;;;;;5
DIALYSE;2014;130038045;130006562;VACAN;;;;;;52;;;;;
DIALYSE;2014;130781867;130000813;1140X;;;;18;15;2761;;;;;
DIALYSE;2014;130781867;130000813;TOT;0;;;;;;0;0;;8;0
DIALYSE;2014;130783236;130786049;112BA;;;;72;;29416;;;;;
DIALYSE;2014;130783236;130786049;122AX;;;;1;10;;;;398;;
DIALYSE;2014;130783236;130786049;TOT;0;;;;;;2677;;;;
DIALYSE;2014;130783293;130786049;TOT;0;;;;;;729;;;;
DIALYSE;2014;130783327;130001415;112BA;;;;39;18;23069;;;;;
DIALYSE;2014;130783327;130001415;1130X;;;;20;14;2162;;;;;
DIALYSE;2014;130783327;130001415;121AA;;;;;6;;;;255;;
DIALYSE;2014;130783327;130001415;121CA;;;;1;6;;;;212;;
DIALYSE;2014;130783327;130001415;122AX;;;;1;4;;;;130;;
DIALYSE;2014;130783327;130001415;122BA;;;;1;1;;;;46;;
DIALYSE;2014;130783327;130001415;TOT;0;;;;;;330;1;;7;6
DIALYSE;2014;130784481;130001787;112AX;;;;1;3;365;;;;;
DIALYSE;2014;130784481;130001787;112BA;;;;64;327;52035;;;;;
DIALYSE;2014;130784481;130001787;1130X;;;;5;11;1327;;;;;
DIALYSE;2014;130784481;130001787;122BA;;;;4;4;;;;1610;;
DIALYSE;2014;130784481;130001787;TOT;0;;;;;;0;3;;99;0
DIALYSE;2014;130784481;130001787;VACAN;;;;;89;383;;;;;
DIALYSE;2014;130802549;130006562;1150A;;;;2;2;313;;;;;
DIALYSE;2014;130802549;130006562;TOT;0;;;;;;;;;1;
DIALYSE;2014;130804297;130786049;112BA;;;;;;111;;;;;
DIALYSE;2014;130804297;130786049;112BE;;;;6;;668;;;;;
DIALYSE;2014;130804297;130786049;121CE;;;;4;;;;;;;
DIALYSE;2014;130804297;130786049;122BE;;;;2;9;;;;;;
DIALYSE;2014;130804297;130786049;TOT;0;;;;;;75;;;;
DIALYSE;2014;130806029;130006794;112AX;;;;1;0;80;;;;;
DIALYSE;2014;130806029;130006794;1130X;;;;24;25;4185;;;;;
DIALYSE;2014;130806029;130006794;1140X;;;;10;8;1561;;;;;
DIALYSE;2014;130806029;130006794;TOT;0;;;;;;;2;;9;0
DIALYSE;2014;130806078;130016058;1130X;;;;24;21;3315;;;;;
DIALYSE;2014;130806078;130016058;1140X;;;;24;55;7638;;;;;
DIALYSE;2014;130806078;130016058;TOT;1;1;10;;;;0;0;;0;0
DIALYSE;2014;130806318;130006794;121AA;;;;;3;;;;149;;
DIALYSE;2014;130806318;130006794;121CA;;;;4;2;;;;82;;
DIALYSE;2014;130806318;130006794;TOT;0;;;;;;;;;3;
DIALYSE;2014;130806417;130006810;1140X;;;;8;10;1461;;;;;
DIALYSE;2014;130809809;130007156;112AX;;;;1;1;11;;;;;
DIALYSE;2014;130809809;130007156;112BA;;;;24;112;16022;;;;;
DIALYSE;2014;130809809;130007156;1130X;;;;12;240;3651;;;;;
DIALYSE;2014;130809809;130007156;1150A;;;;1;0;0;;;;;
DIALYSE;2014;130809809;130007156;TOT;0;;;;;;0;2;;;0
DIALYSE;2014;130810104;130001415;1150A;;;;1;1;180;;;;;
DIALYSE;2014;130810104;130001415;TOT;0;;;;;;;1;;;
DIALYSE;2014;130811680;130029218;1140X;;;;10;6;816;;;;;
DIALYSE;2014;130811797;130006562;1140X;;;;6;19;2281;;;;;
DIALYSE;2014;130811797;130006562;TOT;0;;;;;;;0;;10;
DIALYSE;2014;130811797;130006562;VACAN;;;;;;54;;;;;
DIALYSE;2014;140000027;140000035;112BA;;;;15;55;6887;;;;;
DIALYSE;2014;140000027;140000035;1130X;;;;8;8;1083;;;;;
DIALYSE;2014;140000027;140000035;121AA;;;;;5;;;;;;
DIALYSE;2014;140000027;140000035;121CA;;;;;9;;;;;;
DIALYSE;2014;140000027;140000035;122AX;;;;1;0;;;;49;;
DIALYSE;2014;140000027;140000035;122BA;;;;1;2;;;;32;;
DIALYSE;2014;140000027;140000035;TOT;0;;;;;;727;1;;;
DIALYSE;2014;140002254;140000852;1130X;;;;8;20;2972;;;;;
DIALYSE;2014;140002254;140000852;1140X;;;;12;61;8545;;;;;
DIALYSE;2014;140002254;140000852;1150A;;;;11;11;2916;;;;;
DIALYSE;2014;140002254;140000852;121AA;;;;;26;;;;1184;;
DIALYSE;2014;140002254;140000852;121CA;;;;18;18;;;;868;;
DIALYSE;2014;140002254;140000852;TOT;0;;;;;;;;;;
DIALYSE;2014;140004383;140000100;112AX;;;;2;4;539;;;;;
DIALYSE;2014;140004383;140000100;112BA;;;;16;86;11996;;;;;
DIALYSE;2014;140004383;140000100;112BE;;;;1;1;116;;;;;
DIALYSE;2014;140004383;140000100;1130X;;;;12;20;2670;;;;;
DIALYSE;2014;140004383;140000100;122AX;;;;4;2;;;;37;;
DIALYSE;2014;140004383;140000100;122BA;;;;2;7;;;;275;;
DIALYSE;2014;140004383;140000100;TOT;0;;;;;;1357;;;60;21
DIALYSE;2014;140017237;140003278;112BA;;;;18;94;13328;;;;;
DIALYSE;2014;140017237;140003278;TOT;0;;;;;;1;;;;
DIALYSE;2014;140027434;140000852;1140X;;;;10;29;3100;;;;;
DIALYSE;2014;140027434;140000852;121AA;;;;;6;;;;255;;
DIALYSE;2014;140027434;140000852;121CA;;;;12;12;;;;532;;
DIALYSE;2014;140027434;140000852;TOT;0;;;;;;;;;;
DIALYSE;2014;150001758;630000990;112AX;;;;0;1;193;;;;;
DIALYSE;2014;150001758;630000990;1140X;;;;10;17;3546;;;;;
DIALYSE;2014;150780732;150000271;112AX;;;;2;0;24;;;;;
DIALYSE;2014;150780732;150000271;112BA;;;;18;74;10469;;;;;
DIALYSE;2014;150780732;150000271;1140X;;;;17;;1838;;;;;
DIALYSE;2014;150780732;150000271;TOT;0;;;;;;0;;;;
DIALYSE;2014;160000253;160000451;112AX;;;;2;2;288;;;;;
DIALYSE;2014;160000253;160000451;112BA;;;;21;88;11640;;;;;
DIALYSE;2014;160000253;160000451;1140X;;;;;;42;;;;;
DIALYSE;2014;160000253;160000451;122AX;;;;1;2;;;;50;;
DIALYSE;2014;160000253;160000451;122BA;;;;;1;;;;113;;
DIALYSE;2014;160000253;160000451;TOT;0;;;;;;574;1;;38;4
DIALYSE;2014;160000253;160000451;VACAN;;;;0;1;48;;;;;
DIALYSE;2014;160006110;860000348;112AX;;;;1;1;55;;;;;
DIALYSE;2014;160006110;860000348;1130X;;;;11;39;5419;;;;;
DIALYSE;2014;160006110;860000348;1140X;;;;6;20;2868;;;;;
DIALYSE;2014;160006110;860000348;121AA;;;;;8;;;;433;;
DIALYSE;2014;160006110;860000348;121CA;;;;7;1;;;;168;;
DIALYSE;2014;160006110;860000348;TOT;0;;;;;;;;;37;5
DIALYSE;2014;160012159;860000348;1130X;;;;8;8;981;;;;;
DIALYSE;2014;160012159;860000348;1140X;;;;6;8;1431;;;;;
DIALYSE;2014;170000087;170023279;112AX;;;;4;2;102;;;;;
DIALYSE;2014;170000087;170023279;112BA;;;;18;80;12912;;;;;
DIALYSE;2014;170000087;170023279;122AX;;;;0;15;;;;41;;
DIALYSE;2014;170000087;170023279;TOT;0;;;;;;1032;;;;
DIALYSE;2014;170000103;170780175;112AX;;;;2;2;104;;;;;
DIALYSE;2014;170000103;170780175;112BA;;;;14;68;10306;;;;;
DIALYSE;2014;170000103;170780175;121AA;;;;;12;;;;;;
DIALYSE;2014;170000103;170780175;121CA;;;;2;1;;;;1;;
DIALYSE;2014;170000103;170780175;122AX;;;;;;;;;1;;
DIALYSE;2014;170000103;170780175;122BA;;;;;4;;;;52;;
DIALYSE;2014;170000103;170780175;TOT;0;;;;;;145;1;;39;6
DIALYSE;2014;170785059;170000988;1130X;;;;8;24;2733;;;;;
DIALYSE;2014;170785059;170000988;1140X;;;;6;18;2707;;;;;
DIALYSE;2014;170785059;170000988;1150A;;;;1;1;155;;;;;
DIALYSE;2014;170785059;170000988;121AA;;;;;;;;;965;;
DIALYSE;2014;170785059;170000988;121CA;;;;7;7;;;;298;;
DIALYSE;2014;170785059;170000988;122BA;;;;18;2;;;;94;;
DIALYSE;2014;170785059;170000988;TOT;0;;;;;;;;;27;15
DIALYSE;2014;170785059;170000988;VACAN;;;;;;639;;;;;
DIALYSE;2014;170792212;170000988;1130X;;;;8;35;4546;;;;;
