BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;EFF_LIB
Q21;2014;830000279;830100517;2400;0.6;;;;
Q21;2014;830000279;830100517;2500;0.52;;;0.16;
Q21;2014;830000279;830100517;9999;49.65;;;3.3;
Q21;2014;830000287;830100525;1000;3;;1.8;;
Q21;2014;830000287;830100525;2000;97.91;;1.59;12.66;
Q21;2014;830000287;830100525;2100;87.89;;1.59;12.66;
Q21;2014;830000287;830100525;2200;8.92;;;;
Q21;2014;830000287;830100525;2400;0.5;;;;
Q21;2014;830000287;830100525;2500;0.6;;;;
Q21;2014;830000287;830100525;9999;100.91;;3.39;12.66;
Q21;2014;830000295;830100533;1000;1.42;;;;
Q21;2014;830000295;830100533;2000;85.25;;4.44;10.93;
Q21;2014;830000295;830100533;2100;85.25;;4.44;10.93;
Q21;2014;830000295;830100533;9999;86.67;;4.44;10.93;
Q21;2014;830000303;830100541;2000;18.59;;;;
Q21;2014;830000303;830100541;2400;18.59;;;;
Q21;2014;830000303;830100541;9999;18.59;;;;
Q21;2014;830000311;830100566;1000;5.22;;0.4;0;
Q21;2014;830000311;830100566;2000;129.9;;1.07;27.39;2
Q21;2014;830000311;830100566;2100;116.85;;1.02;26.39;2
Q21;2014;830000311;830100566;2200;13.05;;0.05;1;
Q21;2014;830000311;830100566;9999;135.12;;1.47;27.39;2
Q21;2014;830000337;830100590;2000;22.43;;0.4;2.66;
Q21;2014;830000337;830100590;2100;21.03;;0.4;2.66;
Q21;2014;830000337;830100590;2500;1.4;;;;
Q21;2014;830000337;830100590;9999;22.43;;0.4;2.66;
Q21;2014;830000345;830100616;1000;3.6;;;;
Q21;2014;830000345;830100616;2000;264.6;;;50.62;
Q21;2014;830000345;830100616;2100;241.84;;;50.46;
Q21;2014;830000345;830100616;2200;22.76;;;0.16;
Q21;2014;830000345;830100616;9999;268.2;;;50.62;
Q21;2014;830000600;830101200;1000;5.64;0;;0;0
Q21;2014;830000600;830101200;2000;37.73;0;;1.33;0
Q21;2014;830000600;830101200;2100;4.51;0;;0.99;0
Q21;2014;830000600;830101200;2200;33.22;0;;0.34;0
Q21;2014;830000600;830101200;9999;43.37;0;;1.33;0
Q21;2014;830009528;830100566;2000;0.95;;;;
Q21;2014;830009528;830100566;2100;0.95;;;;
Q21;2014;830009528;830100566;9999;0.95;;;;
Q21;2014;830012498;830014049;2000;0.4;;;;
Q21;2014;830012498;830014049;2300;0.4;;;;
Q21;2014;830012498;830014049;9999;0.4;;;;
Q21;2014;830012548;830002119;2000;4.62;;;;
Q21;2014;830012548;830002119;2100;4.62;;;;
Q21;2014;830012548;830002119;9999;4.62;;;;
Q21;2014;830012589;830003695;2000;0.75;;;;4
Q21;2014;830012589;830003695;2100;0.75;;;;4
Q21;2014;830012589;830003695;9999;0.75;;;;4
Q21;2014;830012688;830012639;2000;0.68;;;;3
Q21;2014;830012688;830012639;2100;0.68;;;;3
Q21;2014;830012688;830012639;9999;0.68;;;;3
Q21;2014;830013629;130002041;2000;0.6;;;;1
Q21;2014;830013629;130002041;2500;0.6;;;;1
Q21;2014;830013629;130002041;9999;0.6;;;;1
Q21;2014;830013819;830002119;2000;0.28;;;;
Q21;2014;830013819;830002119;2100;0.28;;;;
Q21;2014;830013819;830002119;9999;0.28;;;;
Q21;2014;830015970;830003695;2000;0.2;;;;2
Q21;2014;830015970;830003695;2100;0.2;;;;2
Q21;2014;830015970;830003695;9999;0.2;;;;2
Q21;2014;830016556;830000451;2000;0.85;;;;6
Q21;2014;830016556;830000451;2400;0.85;;;;6
Q21;2014;830016556;830000451;9999;0.85;;;;6
Q21;2014;830016671;830003695;2000;;;;;4
Q21;2014;830016671;830003695;2100;;;;;4
Q21;2014;830016671;830003695;9999;;;;;4
Q21;2014;830017372;750721235;2000;6.36;;;;
Q21;2014;830017372;750721235;2400;3.34;;;;
Q21;2014;830017372;750721235;2500;3.02;;;;
Q21;2014;830017372;750721235;9999;6.36;;;;
Q21;2014;830017497;830004958;2000;3.7;;;;2
Q21;2014;830017497;830004958;2200;3.7;;;;2
Q21;2014;830017497;830004958;9999;3.7;;;;2
Q21;2014;830017505;830002119;2000;1.74;;;;
Q21;2014;830017505;830002119;2100;1.74;;;;
Q21;2014;830017505;830002119;9999;1.74;;;;
Q21;2014;830019600;830000063;2000;0.51;;;;
Q21;2014;830019600;830000063;2300;0.51;;;;
Q21;2014;830019600;830000063;9999;0.51;;;;
Q21;2014;830100012;750712184;1000;1;0;0;0.15;
Q21;2014;830100012;750712184;2000;16.38;0.02;0;0.07;
Q21;2014;830100012;750712184;2100;0.29;0;0;0;
Q21;2014;830100012;750712184;2400;16.09;0.02;0;0.07;
Q21;2014;830100012;750712184;9999;17.38;0.02;0;0.22;
Q21;2014;830100087;750043994;2000;5.36;;;;1
Q21;2014;830100087;750043994;2400;5.36;;;;1
Q21;2014;830100087;750043994;9999;5.36;;;;1
Q21;2014;830100103;830000022;2000;3.31;;;;82
Q21;2014;830100103;830000022;2100;3.31;;;;82
Q21;2014;830100103;830000022;9999;3.31;;;;82
Q21;2014;830100251;830000063;1000;0.13;;;;
Q21;2014;830100251;830000063;2000;1.58;;;;63
Q21;2014;830100251;830000063;2100;1.58;;;;63
Q21;2014;830100251;830000063;9999;1.71;;;;63
Q21;2014;830100319;750052425;1000;1.35;;;;
Q21;2014;830100319;750052425;2000;;;;;91
Q21;2014;830100319;750052425;2100;;;;;91
Q21;2014;830100319;750052425;9999;1.35;;;;91
Q21;2014;830100327;830000105;2000;;;;;54
Q21;2014;830100327;830000105;2100;;;;;54
Q21;2014;830100327;830000105;9999;;;;;54
Q21;2014;830100368;830000147;2000;1.12;;;;48
Q21;2014;830100368;830000147;2100;1.12;;;;48
Q21;2014;830100368;830000147;9999;1.12;;;;48
Q21;2014;830100392;830000154;2000;2.2;;;;57
Q21;2014;830100392;830000154;2100;1.7;;;;57
Q21;2014;830100392;830000154;2300;0.5;;;;
Q21;2014;830100392;830000154;9999;2.2;;;;57
Q21;2014;830100418;830000170;2000;1;;;;37
Q21;2014;830100418;830000170;2100;1;;;;37
Q21;2014;830100418;830000170;9999;1;;;;37
Q21;2014;830100434;830000196;2000;3.7;;;;132
Q21;2014;830100434;830000196;2100;3.7;;;;132
Q21;2014;830100434;830000196;9999;3.7;;;;132
Q21;2014;830100442;830000204;2000;0.5;;;;8
Q21;2014;830100442;830000204;2200;0.5;;;;8
Q21;2014;830100442;830000204;9999;0.5;;;;8
Q21;2014;830100459;830000212;1000;1.13;;;;
Q21;2014;830100459;830000212;2000;;;;;63
Q21;2014;830100459;830000212;2100;;;;;63
Q21;2014;830100459;830000212;9999;1.13;;;;63
Q21;2014;830100475;830000238;2000;0.86;;;;61
Q21;2014;830100475;830000238;2100;0.86;;;;61
Q21;2014;830100475;830000238;9999;0.86;;;;61
Q21;2014;830100491;830000212;2000;0.55;;;;58
Q21;2014;830100491;830000212;2100;0.55;;;;58
Q21;2014;830100491;830000212;9999;0.55;;;;58
Q21;2014;830100558;690781810;1000;2.73;0.3;;0.72;
Q21;2014;830100558;690781810;2000;27.78;0.06;;4.29;
Q21;2014;830100558;690781810;2100;17.93;0.06;;3.29;
Q21;2014;830100558;690781810;2200;0.02;;;;
Q21;2014;830100558;690781810;2400;9.83;;;1;
Q21;2014;830100558;690781810;9999;30.51;0.36;;5.01;
Q21;2014;830100574;750821092;1000;24.49;1;;6.43;
Q21;2014;830100574;750821092;2000;87.35;6.96;;56.66;
Q21;2014;830100574;750821092;2100;83.27;6.54;;54.93;
Q21;2014;830100574;750821092;2200;4.08;0.42;;1.73;
Q21;2014;830100574;750821092;9999;111.84;7.96;;63.09;
Q21;2014;830100608;830100616;2000;39.04;;;7;
Q21;2014;830100608;830100616;2100;20.54;;;6;
Q21;2014;830100608;830100616;2200;16.71;;;1;
Q21;2014;830100608;830100616;2400;0.29;;;;
Q21;2014;830100608;830100616;2500;1.5;;;;
Q21;2014;830100608;830100616;9999;39.04;;;7;
Q21;2014;830100624;830000352;2000;7;;;;
Q21;2014;830100624;830000352;2400;7;;;;
Q21;2014;830100624;830000352;9999;7;;;;
Q21;2014;830100632;250002284;2000;4.3;;;;
Q21;2014;830100632;250002284;2400;4.3;;;;
Q21;2014;830100632;250002284;9999;4.3;;;;
Q21;2014;830100681;750005068;2000;11.4;;;;
Q21;2014;830100681;750005068;2400;11.4;;;;
Q21;2014;830100681;750005068;9999;11.4;;;;
Q21;2014;830100756;750043994;2000;2.27;;;;4
Q21;2014;830100756;750043994;2200;2.13;;;;4
Q21;2014;830100756;750043994;2400;0.14;;;;
Q21;2014;830100756;750043994;9999;2.27;;;;4
Q21;2014;830100764;440052041;2000;6.34;;;2;6
Q21;2014;830100764;440052041;2400;5.58;;;2;6
Q21;2014;830100764;440052041;2500;0.76;;;;
Q21;2014;830100764;440052041;9999;6.34;;;2;6
Q21;2014;830100806;750043994;2000;4.87;;;;6
Q21;2014;830100806;750043994;2400;4.87;;;;6
Q21;2014;830100806;750043994;9999;4.87;;;;6
Q21;2014;830100814;750043994;2000;5.08;;1.08;1;16
Q21;2014;830100814;750043994;2400;5.08;;1.08;1;16
Q21;2014;830100814;750043994;9999;5.08;;1.08;1;16
Q21;2014;830100822;830000477;2000;3.88;;;;1
Q21;2014;830100822;830000477;2400;3.88;;;;1
Q21;2014;830100822;830000477;9999;3.88;;;;1
Q21;2014;830100855;830000493;2000;7.27;0;0;0;15
Q21;2014;830100855;830000493;2100;;;;;8
Q21;2014;830100855;830000493;2400;7.27;;;;7
Q21;2014;830100855;830000493;9999;7.27;0;0;0;15
Q21;2014;830100863;830000501;2000;1.2;;;;2
Q21;2014;830100863;830000501;2400;1.2;;;;2
Q21;2014;830100863;830000501;9999;1.2;;;;2
Q21;2014;830100871;830000519;2000;0.93;;;;
Q21;2014;830100871;830000519;2400;0.93;;;;
Q21;2014;830100871;830000519;9999;0.93;;;;
Q21;2014;830100889;830000527;2000;0.26;0;0;0;0
Q21;2014;830100889;830000527;2400;0.26;0;0;0;0
Q21;2014;830100889;830000527;9999;0.26;0;0;0;0
Q21;2014;830101010;830000568;2000;1.48;;;;
Q21;2014;830101010;830000568;2400;1.48;;;;
Q21;2014;830101010;830000568;9999;1.48;;;;
Q21;2014;830101408;830000659;2000;1;;;;8
Q21;2014;830101408;830000659;2400;1;;;;8
Q21;2014;830101408;830000659;9999;1;;;;8
Q21;2014;830200507;830013678;2000;3.46;;;;
Q21;2014;830200507;830013678;2400;3.46;;;;
Q21;2014;830200507;830013678;9999;3.46;;;;
Q21;2014;830200515;830001012;2000;0.6;;;;7
Q21;2014;830200515;830001012;2200;0.6;;;;7
Q21;2014;830200515;830001012;9999;0.6;;;;7
Q21;2014;830200523;830210084;2000;19.92;;;;2
Q21;2014;830200523;830210084;2100;19.92;;;;2
Q21;2014;830200523;830210084;9999;19.92;;;;2
Q21;2014;830202743;830100616;2000;4.75;;;;
Q21;2014;830202743;830100616;2100;1.13;;;;
Q21;2014;830202743;830100616;2400;3.14;;;;
Q21;2014;830202743;830100616;2500;0.48;;;;
Q21;2014;830202743;830100616;9999;4.75;;;;
Q21;2014;830206298;830100517;2000;0.6;;;;
Q21;2014;830206298;830100517;2400;0.6;;;;
Q21;2014;830206298;830100517;9999;0.6;;;;
Q21;2014;830206397;830017893;2000;2;;;;
Q21;2014;830206397;830017893;2400;2;;;;
Q21;2014;830206397;830017893;9999;2;;;;
Q21;2014;830206983;830008819;1000;0.59;0;0;0;
Q21;2014;830206983;830008819;2000;1.89;0;0;0;
Q21;2014;830206983;830008819;2100;1.01;0;0;0;
Q21;2014;830206983;830008819;2400;0.88;0;0;0;
Q21;2014;830206983;830008819;9999;2.48;0;0;0;
Q21;2014;830207114;830001855;2000;2.8;;0.1;;
Q21;2014;830207114;830001855;2300;2.8;;0.1;;
Q21;2014;830207114;830001855;9999;2.8;;0.1;;
Q21;2014;830208351;830002119;2000;1.67;;;;
Q21;2014;830208351;830002119;2100;1.67;;;;
Q21;2014;830208351;830002119;9999;1.67;;;;
Q21;2014;830210977;830002119;2000;0.57;;;;
Q21;2014;830210977;830002119;2100;0.57;;;;
Q21;2014;830210977;830002119;9999;0.57;;;;
Q21;2014;830212734;830008819;2000;0.7;;;;0
Q21;2014;830212734;830008819;2500;0.7;;;;0
Q21;2014;830212734;830008819;9999;0.7;;;;0
Q21;2014;830212783;830002432;2000;0.54;;;;12
Q21;2014;830212783;830002432;2500;0.54;;;;12
Q21;2014;830212783;830002432;9999;0.54;;;;12
Q21;2014;830213617;830002119;2000;1.47;;;;
Q21;2014;830213617;830002119;2100;1.47;;;;
Q21;2014;830213617;830002119;9999;1.47;;;;
Q21;2014;830213880;830100566;2000;2.4;;;;
Q21;2014;830213880;830100566;2400;1.9;;;;
Q21;2014;830213880;830100566;2500;0.5;;;;
Q21;2014;830213880;830100566;9999;2.4;;;;
Q21;2014;830213989;830100525;2000;0.6;;;;
Q21;2014;830213989;830100525;2500;0.6;;;;
Q21;2014;830213989;830100525;9999;0.6;;;;
Q21;2014;830215687;830003521;2000;0.68;;;;3
Q21;2014;830215687;830003521;2100;0.68;;;;3
Q21;2014;830215687;830003521;9999;0.68;;;;3
Q21;2014;830215919;920000395;2000;2.8;;;;
Q21;2014;830215919;920000395;2200;2.8;;;;
Q21;2014;830215919;920000395;9999;2.8;;;;
Q21;2014;830216495;830003695;2000;0.25;;;;
Q21;2014;830216495;830003695;2100;0.25;;;;
Q21;2014;830216495;830003695;9999;0.25;;;;
Q21;2014;840000202;130037815;2000;1.8;;;;
Q21;2014;840000202;130037815;2400;1.8;;;;
Q21;2014;840000202;130037815;9999;1.8;;;;
Q21;2014;840000285;840000608;2000;1.23;;;;68
Q21;2014;840000285;840000608;2100;1.23;;;;68
Q21;2014;840000285;840000608;9999;1.23;;;;68
Q21;2014;840000327;840000640;2000;0.62;;;;7
Q21;2014;840000327;840000640;2100;0.62;;;;7
Q21;2014;840000327;840000640;9999;0.62;;;;7
Q21;2014;840000343;840000012;1000;;;;;4
Q21;2014;840000343;840000012;2000;24.05;;;5.52;3
Q21;2014;840000343;840000012;2100;19.55;;;5.01;3
Q21;2014;840000343;840000012;2400;1.2;;;0.51;
Q21;2014;840000343;840000012;2500;3.3;;;;
Q21;2014;840000343;840000012;9999;24.05;;;5.52;7
Q21;2014;840000350;840000657;1000;1.5;;;;
Q21;2014;840000350;840000657;2000;16.25;;;11;38
Q21;2014;840000350;840000657;2100;15.7;;;11;38
Q21;2014;840000350;840000657;2200;0.55;;;;
Q21;2014;840000350;840000657;9999;17.75;;;11;38
Q21;2014;840000376;840000038;2000;0.66;;;;11
Q21;2014;840000376;840000038;2400;0.66;;;;11
Q21;2014;840000376;840000038;9999;0.66;;;;11
Q21;2014;840000392;840000046;1000;0.9;;;;
Q21;2014;840000392;840000046;2000;32.65;;0.14;6.46;
Q21;2014;840000392;840000046;2100;32.39;;0.14;6.46;
Q21;2014;840000392;840000046;2500;0.26;;;;
Q21;2014;840000392;840000046;9999;33.55;;0.14;6.46;
Q21;2014;840000400;840000673;2000;1;;;;54
Q21;2014;840000400;840000673;2100;1;;;;54
Q21;2014;840000400;840000673;9999;1;;;;54
Q21;2014;840000418;840004659;2000;31.87;;;4;
Q21;2014;840000418;840004659;2100;30.77;;;4;
Q21;2014;840000418;840004659;2400;0.5;;;;
Q21;2014;840000418;840004659;2500;0.6;;;;
Q21;2014;840000418;840004659;9999;31.87;;;4;
Q21;2014;840000426;840000061;2000;0.3;;;;2
Q21;2014;840000426;840000061;2100;0.15;;;;1
Q21;2014;840000426;840000061;2400;0.15;;;;1
Q21;2014;840000426;840000061;9999;0.3;;;;2
Q21;2014;840000434;840000079;1000;0.89;;;;
Q21;2014;840000434;840000079;2000;0.87;;;;2
Q21;2014;840000434;840000079;2100;0.67;;;;1
Q21;2014;840000434;840000079;2400;0.2;;;;1
Q21;2014;840000434;840000079;9999;1.76;;;;2
Q21;2014;840000467;840003651;2000;1.03;;;;
Q21;2014;840000467;840003651;2100;1.03;;;;
Q21;2014;840000467;840003651;9999;1.03;;;;
Q21;2014;840000483;840000087;1000;1;;0.4;;
Q21;2014;840000483;840000087;2000;62.22;;7.25;6.45;2
Q21;2014;840000483;840000087;2100;60.22;;7.05;6.45;2
Q21;2014;840000483;840000087;2400;1.25;;;;
Q21;2014;840000483;840000087;2500;0.75;;0.2;;
Q21;2014;840000483;840000087;9999;63.22;;7.65;6.45;2
Q21;2014;840000491;130041916;2000;23.66;;0.6;0.84;
Q21;2014;840000491;130041916;2100;20.64;;0.6;0.84;
Q21;2014;840000491;130041916;2400;1.33;;;;
Q21;2014;840000491;130041916;2500;1.69;;;;
Q21;2014;840000491;130041916;9999;23.66;;0.6;0.84;
Q21;2014;840000509;840000707;2000;2.02;;;;10
Q21;2014;840000509;840000707;2200;2.02;;;;10
Q21;2014;840000509;840000707;9999;2.02;;;;10
Q21;2014;840000517;840000103;2000;0.9;;;;
Q21;2014;840000517;840000103;2100;0.9;;;;
Q21;2014;840000517;840000103;9999;0.9;;;;
Q21;2014;840000525;840000111;2000;10.31;;;;
Q21;2014;840000525;840000111;2100;7.23;;;;
Q21;2014;840000525;840000111;2400;3.08;;;;
Q21;2014;840000525;840000111;9999;10.31;;;;
Q21;2014;840000533;840000129;2000;6.57;;;;
Q21;2014;840000533;840000129;2100;5.72;;;;
Q21;2014;840000533;840000129;2400;0.85;;;;
Q21;2014;840000533;840000129;9999;6.57;;;;
Q21;2014;840000541;840000137;1000;12.62;;;1;
Q21;2014;840000541;840000137;2000;85.98;;;9.66;
Q21;2014;840000541;840000137;2200;85.98;;;9.66;
Q21;2014;840000541;840000137;9999;98.6;;;10.66;
Q21;2014;840000558;840004659;2000;3.1;;;;
Q21;2014;840000558;840004659;2400;3.1;;;;
Q21;2014;840000558;840004659;9999;3.1;;;;
Q21;2014;840001861;840006597;1000;3.73;0;0;0;0
Q21;2014;840001861;840006597;2000;232.07;0;7.85;53.52;15
Q21;2014;840001861;840006597;2100;221.26;0;7.85;52.68;15
Q21;2014;840001861;840006597;2400;10.06;0;0;0.84;0
Q21;2014;840001861;840006597;2500;0.75;0;0;0;0
Q21;2014;840001861;840006597;9999;235.8;0;7.85;53.52;15
Q21;2014;840007579;840000012;2000;3.3;;;;
Q21;2014;840007579;840000012;2500;3.3;;;;
Q21;2014;840007579;840000012;9999;3.3;;;;
Q21;2014;840007850;840002844;2000;0.84;;;;
Q21;2014;840007850;840002844;2100;0.84;;;;
Q21;2014;840007850;840002844;9999;0.84;;;;
Q21;2014;840011043;840002844;2000;0.55;;;;4
Q21;2014;840011043;840002844;2100;0.55;;;;4
Q21;2014;840011043;840002844;9999;0.55;;;;4
Q21;2014;840011340;840003164;2000;2;;;;
Q21;2014;840011340;840003164;2300;2;;;;
Q21;2014;840011340;840003164;9999;2;;;;
Q21;2014;840012538;840002844;2000;0.1;;;;
Q21;2014;840012538;840002844;2100;0.1;;;;
Q21;2014;840012538;840002844;9999;0.1;;;;
Q21;2014;840012546;840002844;2000;0.1;;;;
Q21;2014;840012546;840002844;2100;0.1;;;;
Q21;2014;840012546;840002844;9999;0.1;;;;
Q21;2014;840013270;840003651;2000;1.03;;;;
Q21;2014;840013270;840003651;2100;1.03;;;;
Q21;2014;840013270;840003651;9999;1.03;;;;
Q21;2014;840013312;840003685;1000;1;;;;
Q21;2014;840013312;840003685;2000;;;;;28
Q21;2014;840013312;840003685;2100;;;;;28
Q21;2014;840013312;840003685;9999;1;;;;28
Q21;2014;840013445;840014658;2000;1;;;;58
Q21;2014;840013445;840014658;2100;1;;;;58
Q21;2014;840013445;840014658;9999;1;;;;58
Q21;2014;840014088;920000395;2000;5.5;;;;
Q21;2014;840014088;920000395;2400;5.5;;;;
Q21;2014;840014088;920000395;9999;5.5;;;;
Q21;2014;840014849;750043994;2000;5;;;;3
Q21;2014;840014849;750043994;2400;5;;;;3
Q21;2014;840014849;750043994;9999;5;;;;3
Q21;2014;840015200;130006794;2000;0.3;;;;
Q21;2014;840015200;130006794;2100;0.3;;;;
Q21;2014;840015200;130006794;9999;0.3;;;;
Q21;2014;840017172;840017164;2000;0.7;;;;40
Q21;2014;840017172;840017164;2100;0.7;;;;40
Q21;2014;840017172;840017164;9999;0.7;;;;40
Q21;2014;840017214;840018667;2000;3.37;;;;
Q21;2014;840017214;840018667;2400;3.37;;;;
Q21;2014;840017214;840018667;9999;3.37;;;;
Q21;2014;840017222;840002844;2000;4.02;;;;
Q21;2014;840017222;840002844;2100;4.02;;;;
Q21;2014;840017222;840002844;9999;4.02;;;;
Q21;2014;840017230;840002844;2000;0.09;;;;
Q21;2014;840017230;840002844;2100;0.09;;;;
Q21;2014;840017230;840002844;9999;0.09;;;;
Q21;2014;840017461;840002844;2000;0.45;;;;3
Q21;2014;840017461;840002844;2100;0.45;;;;3
Q21;2014;840017461;840002844;9999;0.45;;;;3
Q21;2014;840018337;840006597;2000;3.3;;;;
Q21;2014;840018337;840006597;2100;3.3;;;;
Q21;2014;840018337;840006597;9999;3.3;;;;
Q21;2014;840019079;840019053;2000;;;;;4
Q21;2014;840019079;840019053;2100;;;;;4
Q21;2014;840019079;840019053;9999;;;;;4
Q21;2014;850000118;850013244;2000;4;;;;69
Q21;2014;850000118;850013244;2100;3.5;;;;68
Q21;2014;850000118;850013244;2400;0.5;;;;1
Q21;2014;850000118;850013244;9999;4;;;;69
Q21;2014;850000126;850022948;2000;0.57;;;;34
Q21;2014;850000126;850022948;2100;0.57;;;;34
Q21;2014;850000126;850022948;9999;0.57;;;;34
Q21;2014;850000134;850013269;2000;0.67;;;;24
Q21;2014;850000134;850013269;2100;0.67;;;;24
Q21;2014;850000134;850013269;9999;0.67;;;;24
Q21;2014;850000142;850000019;1000;8.71;;;;
Q21;2014;850000142;850000019;2000;236.74;;;84.28;
Q21;2014;850000142;850000019;2100;231.05;;;81.04;
Q21;2014;850000142;850000019;2400;5.12;;;3.22;
Q21;2014;850000142;850000019;2500;0.57;;;0.02;
Q21;2014;850000142;850000019;9999;245.45;;;84.28;
Q21;2014;850000175;850009010;1000;1.64;;0.05;;
Q21;2014;850000175;850009010;2000;61.88;;1.36;11.51;
Q21;2014;850000175;850009010;2100;55.41;;1.36;11.35;
Q21;2014;850000175;850009010;2200;6.47;;;0.16;
Q21;2014;850000175;850009010;9999;63.52;;1.41;11.51;
Q21;2014;850000183;850000035;2000;4.28;;;;
Q21;2014;850000183;850000035;2200;2.28;;;;
Q21;2014;850000183;850000035;2400;2;;;;
Q21;2014;850000183;850000035;9999;4.28;;;;
Q21;2014;850000191;850000043;2000;5.35;;;;
Q21;2014;850000191;850000043;2100;5.29;;;;
Q21;2014;850000191;850000043;2400;0.06;;;;
Q21;2014;850000191;850000043;9999;5.35;;;;
Q21;2014;850000209;850000019;1000;0.59;;;;
Q21;2014;850000209;850000019;2000;28.52;;;8.19;
Q21;2014;850000209;850000019;2100;23.11;;;6.37;
Q21;2014;850000209;850000019;2400;4.98;;;1.82;
Q21;2014;850000209;850000019;2500;0.43;;;;
Q21;2014;850000209;850000019;9999;29.11;;;8.19;
Q21;2014;850000225;850000019;1000;0.4;;;;
Q21;2014;850000225;850000019;2000;12.58;;;4.61;
Q21;2014;850000225;850000019;2100;11.67;;;4.61;
Q21;2014;850000225;850000019;2400;0.91;;;;
Q21;2014;850000225;850000019;9999;12.98;;;4.61;
Q21;2014;850000233;850009010;2000;3.03;;;;
Q21;2014;850000233;850009010;2100;1.61;;;;
Q21;2014;850000233;850009010;2400;1.06;;;;
Q21;2014;850000233;850009010;2500;0.36;;;;
Q21;2014;850000233;850009010;9999;3.03;;;;
Q21;2014;850000241;850000084;2000;51.56;;;15.16;
Q21;2014;850000241;850000084;2100;49.56;;;15.16;
Q21;2014;850000241;850000084;2400;2;;;;
Q21;2014;850000241;850000084;9999;51.56;;;15.16;
Q21;2014;850000258;850000092;1000;0.85;;;;
Q21;2014;850000258;850000092;2000;47.99;;0.5;7.83;
Q21;2014;850000258;850000092;2200;47.99;;0.5;7.83;
Q21;2014;850000258;850000092;9999;48.84;;0.5;7.83;
Q21;2014;850000357;440041895;2000;4.5;;;;
Q21;2014;850000357;440041895;2400;4.5;;;;
Q21;2014;850000357;440041895;9999;4.5;;;;
Q21;2014;850000399;750005068;2000;4.2;;;;
Q21;2014;850000399;750005068;2400;4.2;;;;
Q21;2014;850000399;750005068;9999;4.2;;;;
Q21;2014;850000647;850011453;1000;0.72;0.72;;;
Q21;2014;850000647;850011453;2000;4;0;;1;
Q21;2014;850000647;850011453;2100;1.4;0;;1;
Q21;2014;850000647;850011453;2400;1.6;;;;
Q21;2014;850000647;850011453;2500;1;;;;
Q21;2014;850000647;850011453;9999;4.72;0.72;;1;
Q21;2014;850001116;850020280;2000;0.24;;;;
Q21;2014;850001116;850020280;2500;0.24;;;;
Q21;2014;850001116;850020280;9999;0.24;;;;
Q21;2014;850002130;850007048;2000;1;;;;
Q21;2014;850002130;850007048;2400;1;;;;
Q21;2014;850002130;850007048;9999;1;;;;
Q21;2014;850002395;850013244;1000;0.2;;;;
Q21;2014;850002395;850013244;2000;1;;;;1
Q21;2014;850002395;850013244;2400;1;;;;1
Q21;2014;850002395;850013244;9999;1.2;;;;1
Q21;2014;850002403;750721334;2000;4;0;0;0;0
Q21;2014;850002403;750721334;2400;4;0;0;0;0
Q21;2014;850002403;750721334;9999;4;0;0;0;0
Q21;2014;850003377;850009010;2000;0.58;;;;
Q21;2014;850003377;850009010;2500;0.58;;;;
Q21;2014;850003377;850009010;9999;0.58;;;;
Q21;2014;850005224;850007048;2000;1.24;;;;
Q21;2014;850005224;850007048;2400;1.24;;;;
Q21;2014;850005224;850007048;9999;1.24;;;;
Q21;2014;850006008;850005968;2000;3.31;;;;
Q21;2014;850006008;850005968;2300;3.31;;;;
Q21;2014;850006008;850005968;9999;3.31;;;;
Q21;2014;850009333;440002590;2000;0.07;;;;
Q21;2014;850009333;440002590;2100;0.07;;;;
Q21;2014;850009333;440002590;9999;0.07;;;;
Q21;2014;850009630;850000035;1000;0.4;;;;
Q21;2014;850009630;850000035;2000;30.4;;;9.66;
Q21;2014;850009630;850000035;2100;30.4;;;9.66;
Q21;2014;850009630;850000035;9999;30.8;;;9.66;
Q21;2014;850009762;440002590;2000;0.07;;;;
Q21;2014;850009762;440002590;2100;0.07;;;;
Q21;2014;850009762;440002590;9999;0.07;;;;
Q21;2014;850011271;440002590;2000;0.07;;;;
Q21;2014;850011271;440002590;2100;0.07;;;;
Q21;2014;850011271;440002590;9999;0.07;;;;
Q21;2014;850021049;850000084;2000;0.04;;;;
Q21;2014;850021049;850000084;2500;0.04;;;;
Q21;2014;850021049;850000084;9999;0.04;;;;
Q21;2014;850021866;850000092;2000;0.45;;;;
Q21;2014;850021866;850000092;2500;0.45;;;;
Q21;2014;850021866;850000092;9999;0.45;;;;
Q21;2014;850022013;850000100;2000;0.8;;;;
Q21;2014;850022013;850000100;2400;0.5;;;;
Q21;2014;850022013;850000100;2500;0.3;;;;
Q21;2014;850022013;850000100;9999;0.8;;;;
Q21;2014;850022047;440002590;2000;0.07;;;;
Q21;2014;850022047;440002590;2100;0.07;;;;
Q21;2014;850022047;440002590;9999;0.07;;;;
Q21;2014;850023151;440002590;2000;0.07;;;;
Q21;2014;850023151;440002590;2100;0.07;;;;
Q21;2014;850023151;440002590;9999;0.07;;;;
Q21;2014;850025156;440002590;2000;2.17;;;;
Q21;2014;850025156;440002590;2100;2.17;;;;
Q21;2014;850025156;440002590;9999;2.17;;;;
Q21;2014;860000017;860780048;2000;64;3;3.5;36;
Q21;2014;860000017;860780048;2200;64;3;3.5;36;
Q21;2014;860000017;860780048;9999;64;3;3.5;36;
