BOR;AN;FI;ORG_E5;ORG_A1;ORG_A2;ORG_A3;FI_EJ;ORG_A4;ORG_A5;ORG_A6;ORG_A7;ORG_A8;ORG_A9;ORG_A10;ORG_A11;ORG_B1;ORG_C1;ORG_D1;ORG_B2;ORG_C2;ORG_D2;ORG_B3;ORG_C3;ORG_D3;ORG_B4;ORG_C4;ORG_D4;ORG_B5;ORG_C5;ORG_D5;ORG_B6;ORG_C6;ORG_D6;ORG_B7;ORG_C7;ORG_D7;ORG_B8;ORG_C8;ORG_D8;ORG_B9;ORG_C9;ORG_D9;ORG_B10;ORG_C10;ORG_D10;ORG_B11;ORG_C11;ORG_D11;ORG_A12;ORG_A13;ORG_A14;ORG_A15
ORG;2014;670000397;;0;0;0;670780691;0;0;0;0;0;0;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;B;;;;;;;
ORG;2014;670000405;;;1;;670780709;;;;;;;2;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;B;;D;;;;0.1;2.4;;6.1
ORG;2014;670000413;;;;;670780717;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;D;;;;0.1;;0.4;
ORG;2014;670002187;;;;;670000652;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;670002278;;1;;;750043994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;670013895;;;;;670000652;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;670014042;;;;;670013754;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;
ORG;2014;670014455;;;;;670000652;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;670016153;;;;;670013754;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;
ORG;2014;670780121;;;;;670013754;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;E;;;;;0.3;1.4;6;2.8
ORG;2014;670780170;;0;0;0;670000116;0;0;0;0;0;0;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;E;;;;0;0;0;0
ORG;2014;670780378;;;1;;670000785;;;;2;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
ORG;2014;670780386;;;1;;670000199;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;670781129;;;;;670013754;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;E;;;;;;;0.5;
ORG;2014;670781574;;;;;670000652;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;670795921;;;;;670000652;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;670799667;;;;;670000652;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;680000031;;;;;680000171;;1;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;680000122;;;;;680000346;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;0.54;;6.26
ORG;2014;680000544;;;3;;680000395;1;;;;1;;96;;;;;B;A;;;;;C;;;;;;;;;;;;C;;;;;;C;;;;;;0.1;;10.59;1.95
ORG;2014;680000577;;;;;680000411;1;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;680000601;;;;3;680000437;;;;;5;;24;7;;;;;;;A;B;;;;;;;;;;;;;;C;D;;;;;C;A;D;G;;;0.05;2.74;0.85;2.59
ORG;2014;680000627;;1;4;;680000486;1;1;;;;;271;;C;;;A;D;E;;;;C;;;B;;;;;;;;;;;;;;;C;A;D;;;;1;20;0;4.06
ORG;2014;680000684;;;1;;680000973;;;;;1;;25;;;;;D;;;;;;;;;;;;;;;;;;C;;;;;;C;;;;;;1.5;10.4;9.7;2.55
ORG;2014;680000726;;0;0;1;680012648;0;0;1;0;1;;2;;;;;;;;B;;;;;;;;;B;;;;;;C;;;;;;C;B;;;;;0;0;0.2;0
ORG;2014;680000742;;0;0;0;680001054;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;A;D;;;;0;;;
ORG;2014;680000767;;;1;;680001088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;680000833;;;;;680001138;;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;D;;;;;;;
ORG;2014;680000874;;;;;680001179;;;2;;;;100;;;;;;;;;;;;;;;;;B;C;;;;;;;;;;;C;A;E;;;;1.2;7.4;13.5;1.3
ORG;2014;680001294;;;;;680000890;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;;;;
ORG;2014;680001328;;;3;;750005068;;;;1;;;3;;;;;A;B;;;;;;;;;;;;;;B;;;;;;;;;A;C;;;;;0.1;0.6;;2
ORG;2014;680003324;;;1;;680014495;;;1;;1;;28;;;;;B;;;;;;;;;;;;B;;;;;;C;;;;;;C;;;;;;;1.6;;
ORG;2014;680004058;;;;;670013754;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;
ORG;2014;680010824;;;;;670000652;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;680013778;;;;;670000652;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;680020088;;1;;;680020062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;690000013;;;2;;690780036;;;;;;;;;;;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;690000047;;;;;690780069;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;B;;;;0;0.4;;2.2
ORG;2014;690000054;;;1;;690780077;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0;0;0
ORG;2014;690000096;;;;;690780119;1;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;4.1;;
ORG;2014;690000575;;;2;;690782222;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.89;2.02;2.4
ORG;2014;690000583;;;2;;690782230;;;;1;;;;;;;;A;B;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;690000591;;0;;;690782248;;;;1;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;690000609;;;1;;690010749;;;;;;;15;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;A;C;G;;;;;;0.07;
ORG;2014;690000625;;;;;690782271;1;;;1;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;2.95;2
ORG;2014;690000633;;;1;;690010749;;;;;;;15;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;A;C;G;;;;;;;
ORG;2014;690000773;;;1;;690782925;;;2;;;;4;;;;;B;;;;;;;;;;;;B;;;;;;;;;;;;A;;;;;;0;0;0;0
ORG;2014;690000880;;;2;;690783220;;;;1;;;;;;;;B;D;E;;;;;;;;;;;;;D;;;;;;;;;;;;;;;1;15;46.2;41.7
ORG;2014;690001524;;;;;690787338;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;A;;;;0;0;0;0
ORG;2014;690004718;;;;;690796552;;;;1;;;4;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;;;;;0.5;;;
ORG;2014;690007539;;;11;;690781810;;;4;2;;;506;;;;;A;E;D;;;;;;;;;;A;E;;B;E;;;;;;;;;;;;;;;;;
ORG;2014;690011838;;;1;;690000724;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;690012109;;;1;;690027008;;;;;;;15;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;1;1;;
ORG;2014;690019849;;;11;;690781810;;;4;2;;;506;;;;;A;E;D;;;;;;;;;;A;E;;B;E;;;;;;;;;;;;;;;;;
ORG;2014;690022009;;;;;690796552;;;;1;;;3;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;C;;;;;;0.5;0.45;;
ORG;2014;690022108;;;1;;690000724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;3;9
ORG;2014;690034558;;1;1;;690006598;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;23;1
ORG;2014;690780150;;;1;;690000104;;;;;;;3;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;;;;
ORG;2014;690780200;;;;;690000112;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;;;;;0.05;;;
ORG;2014;690780358;;;1;;690000195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;690780382;;1;;;690006598;;;;;;;36;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;23.4;3.1
ORG;2014;690780499;;;;;690000278;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;690780648;;;1;;690036900;;;;1;;;;;;;;C;;;;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;
ORG;2014;690781836;;;;;690006598;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;B;C;;;;0;0.5;1;2
ORG;2014;690782081;;1;;;750005068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
ORG;2014;690782172;;;;;690782172;;;;;;;9;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;690782834;;;2;;690000724;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;3
ORG;2014;690783154;;1;11;;690781810;;;4;1;;;506;;E;;;A;E;D;;;;;;;;;;A;E;;B;;;;;;;;;A;E;C;;;;2;;6.9;6.75
ORG;2014;690784061;;1;1;;690006598;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;23;1
ORG;2014;690784137;;;11;;690781810;;;4;2;;;506;;;;;A;E;D;;;;;;;;;;A;E;;B;;;;;;;;;;;;;;;;;;
ORG;2014;690784152;;;12;;690781810;;;4;2;;;;;;;;A;E;D;;;;;;;;;;A;E;;B;D;;;;;;;;;;;;;;;;;
ORG;2014;690784186;;;12;;690781810;;;4;2;;;506;;;;;A;E;D;;;;;;;;;;A;E;;B;E;;;;;;;;;;;;;;;;;
ORG;2014;690784194;;;11;;690781810;;;4;1;;;;;;;;A;E;D;;;;;;;;;;A;E;;B;;;;;;;;;;;;;;;;;;
ORG;2014;690784202;;;11;;690781810;;;4;1;;;506;;;;;A;E;D;;;;;;;;;;A;E;;B;;;;;;;;;;;;;;;;;;
ORG;2014;690787429;;;11;;690781810;;;4;1;;;;;;;;A;E;D;;;;;;;;;;A;E;;B;;;;;;;;;;;;;;;;;;
ORG;2014;690787452;;;11;;690781810;;;4;1;;;;;;;;A;E;D;;;;;;;;;;A;E;;B;;;;;;;;;;;;;;;;;;
ORG;2014;690787460;;;;;690782222;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;690790480;;;;;690006598;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;690799283;;;;;690796552;;;;1;;;1;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;C;;;;;;0.5;;;
ORG;2014;690802251;;;;;690782222;1;;;;;;;;;;;;;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;690804018;;;;;690796552;;;;1;;;2;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;C;;;;;;0.5;;;
ORG;2014;690805361;;0;0;0;690805353;0;0;0;0;0;0;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.3;0.08;0;0
ORG;2014;690807599;;;;;690006598;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;B;C;;;;0;0;0;0
ORG;2014;700000011;;;;;700780026;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;A;A;;;;0.5;;;0.2
ORG;2014;700000045;;;;;250006335;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;700003577;;;;;670005834;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;0.6;3.25;
ORG;2014;700004377;;;;;250006335;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;0;0;0;0
ORG;2014;700780075;;1;2;;700004096;;;2;;;;49;;A;;;C;;;;;;;;;;;;A;;;;;;;;;;;;C;A;;;;;;;;
ORG;2014;700780174;;;;;700000052;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;0.1;;;
ORG;2014;700784341;;1;;;700004096;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;700784887;;;;;750018699;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;1;
ORG;2014;710006859;;;1;;710000118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;
ORG;2014;710010067;;;1;;710780644;;1;;2;;;40;;;;;;;;;;;;;;A;C;;;;;D;A;;;;;;;;A;C;B;;;;0.1;3.21;0.5;3.5
ORG;2014;710010166;;;;;670005834;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;1.9;1.6;
ORG;2014;710010786;;;1;;710781451;1;;1;1;;;10;1;;;;B;;;;;;A;C;;;;;B;;;D;;;;;;;;;D;C;;A;;;0.1;;0.4;0.5
ORG;2014;710780081;;;;;710010695;;;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;710780917;;;1;;710000274;;;;1;;;;;;;;C;;;;;;;;;;;;;;;E;;;;;;;;;;;;;;;;0.3;;1
ORG;2014;710781139;;;1;;750721334;;;;;;;20;8;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;D;A;B;C;;1;;0.5;
ORG;2014;710781535;;;;;210010294;;1;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;710970658;;;;;670005834;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;0.9;7.1;2
ORG;2014;710971326;;;;;670005834;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;1.9;1.6;
ORG;2014;710972365;;;;;710780644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;
ORG;2014;710973504;;;;;670005834;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;1;4.3;1.6
ORG;2014;710974502;;;;;670005834;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;1;1;
ORG;2014;710974510;;;;;670005834;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;;0.8;1;
ORG;2014;710974528;;;;;670005834;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;0.9;7.1;2
ORG;2014;710977307;;;;;710977299;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;A;;;;0.1;0;0;0
ORG;2014;710978107;;;2;;710781592;;;1;;;;1;;;;;B;B;;;;;;;;;;;B;;;;;;;;;;;;C;;;;;;;;0.3;
ORG;2014;710978131;;;;;710781089;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;710978156;;;;2;710780214;;;;;;;;;;;;;;;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;710978164;;1;;;710780438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2
ORG;2014;710978198;;;1;;710781386;;;;;;;5;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;C;A;D;;;;0;;;
ORG;2014;710978230;;;1;;710781329;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0
ORG;2014;710978255;;;3;;710781568;;1;;;;;;;;;;A;B;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;0.75;;;
ORG;2014;710978263;;;3;;710780958;1;;1;1;1;;;;C;;;B;A;C;;;;H;;;;;;B;;;D;;;A;;;;;;;;;;;;0.5;4.95;19.96;21.41
ORG;2014;710978271;;1;;;710781014;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;710978289;;1;;;710780263;;;;1;;;;;D;;;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;710978313;;;;;710976705;;1;;1;;;100;;;;;;;;;;;;;;C;;;;;;D;;;;;;;;;C;;;;;;;4.6;27.08;11
ORG;2014;710978347;;;3;;710781204;;;;1;1;;176;1;;;;C;G;;;;;;;;;;;;;;D;;;C;;;;;;A;C;D;E;;;;;;
ORG;2014;720000033;;0;2;0;720000025;1;0;2;2;1;0;700;;;;;A;B;;;;;H;;;;;;B;;;D;;;C;;;;;;C;D;E;;;;1;10.33;9.55;6.29
ORG;2014;720000041;;;1;;720000058;;;1;;;;;;;;;B;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;
ORG;2014;720000124;;;;;720000066;1;;;;1;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1.3;2.38
ORG;2014;720000199;;1;;;720000595;;;;;;;1;;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;;
ORG;2014;720000231;;;1;;720000637;;;;;;;18;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;720000314;;;;;720000090;1;;;;;;3;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;C;C;C;;;;;;;
ORG;2014;720000413;;;;;720008390;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;;0.39;;
ORG;2014;720000470;;;1;;610780082;;;1;;;;;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;0;;0;0
ORG;2014;720000520;;;1;;720000140;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;3.6;
ORG;2014;720000744;;;;1;720000454;;;;;;;44;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;C;D;A;;;;;1.49;3.15;0.73
ORG;2014;720000801;;;;;720002054;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;720000819;;;;;720002062;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;720001437;;;1;;720006022;1;1;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;0.5;2.5;0.1
ORG;2014;720001569;;;;;720007244;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;720003441;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;720016138;;;;;720008390;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;;0.22;;
ORG;2014;720016179;;;1;;720016724;;;;1;;;15;;;;;B;;;;;;;;;;;;;;;C;;;;;;;;;A;B;C;;;;0.21;1.45;2.2;0.05
ORG;2014;720016690;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;720016831;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;720017235;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;720017748;;;1;;720000561;;;;;;;25;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;720017755;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;720017839;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;730000031;;;;1;730000015;;1;;1;1;;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;
ORG;2014;730000049;;;2;;730002839;1;;;1;;;;;;;;A;D;;;;;H;;;;;;;;;C;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;730000080;;2;;;730780103;;;;;;;;;C;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;730000098;;;1;;730780111;;;;2;;;49;;;;;B;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;0;;;
ORG;2014;730000247;;;;;730780525;1;;;2;;;36;;;;;;;;;;;A;;;;;;;;;A;D;;;;;;;;C;;;;;;1;;;
ORG;2014;730000262;;;2;;730002839;1;;;1;;;;;;;;A;D;;;;;H;;;;;;;;;C;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;730000270;;;1;;730780558;;1;;1;;;;;;;;B;;;;;;;;;A;;;;;;A;;;;;;;;;;;;;;;;;;
ORG;2014;730000288;;0;0;0;730780566;;0;0;0;0;0;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0;0.54;0.3
ORG;2014;730000304;;;;;730780582;;1;;1;;;34;;;;;;;;;;;;;;A;;;;;;A;;;;;;;;;C;A;G;;;;1;1.1;11;13
ORG;2014;730000924;;;;;690796552;;;;1;;;2;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;;;;;0.5;1.8;0.2;
ORG;2014;730004298;;;;;730010048;;;;2;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;;;;;;;0.4;;0.5;0.1
ORG;2014;730005709;;;;;380793802;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;730780459;;;;;730000221;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;
ORG;2014;730780574;;0;0;0;730000296;0;0;0;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;C;;;G;;;;;;;;;0;0;0;0
ORG;2014;730780681;;;;;750721334;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;;;;
ORG;2014;730780988;;;;;730002698;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;;;;;0;0.05;;
ORG;2014;730785011;;;;;690796552;;;;1;;;2;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;;;;;0.5;0.1;0.05;
ORG;2014;730785466;;;;;380793802;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;730786233;;;;;690796552;;;;1;;;2;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;;;;;0.5;0.1;0.04;
ORG;2014;730786464;;;;;380793802;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;730790235;;;;;380793802;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;740000237;;;8;1;740781133;1;;1;1;4;;209;;;;;C;A;B;C;;;H;;;;;;G;;;D;;;C;;;;;;C;D;G;;;;2;8.39;46.63;6.56
ORG;2014;740000278;;0;2;0;740781182;;;1;1;1;;;;;;;B;B;;;;;;;;;;;B;;;A;;;A;;;;;;;;;;;;0;;;
ORG;2014;740000294;;;;;740781208;1;;;;1;;10;;;;;;;;;;;C;B;A;;;;;;;;;;C;;;;;;C;;;;;;0.1;0.85;0;0
ORG;2014;740000302;;;3;;740781133;1;;1;2;3;;35;;;;;A;C;;;;;C;A;;;;;G;;;D;;;C;;;;;;C;A;;;;;0.25;;10.8;
ORG;2014;740000328;;;2;2;740790381;1;;;1;;;;;;;;D;C;;B;;;;;;;;;;;;D;;;;;;;;;;;;;;;3;;5.2;
ORG;2014;740000401;;;1;;740781893;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;740000583;;;1;;740785035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;1.37;2.48;1
ORG;2014;740001847;;;;;740780168;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;;;;
ORG;2014;740010475;;0;0;0;740000203;0;0;0;0;0;0;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;740010889;;;;;690796552;;;;1;;;2;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;;;;;0.5;;;
ORG;2014;740011481;;;;;740781133;1;;;;;;21;;;;;;;;;;;C;A;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;740012646;;;;;690796552;;;;1;;3;;;;;;;;;;;;;;;;;;;;;B;;;;;;A;C;;;;;;;;0.5;;0.05;0.5
ORG;2014;740013412;;;;;740781133;1;;;;;;10;;;;;;;;;;;C;A;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;740014345;;;3;;740000617;;;;1;;;20;;;;;C;D;E;;;;;;;;;;;;;A;;;;;;;;;C;;;;;;;;;
ORG;2014;740014683;;;;;740780168;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;D;;;;;0;0;0;0
ORG;2014;740780143;;0;0;0;750005068;0;0;0;0;0;0;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;740780184;;;;;750052334;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;740780192;;;;;740780168;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;;;;
ORG;2014;740780416;;;1;;740000112;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;0.5;0
ORG;2014;740781141;;;3;2;740790258;1;;;1;;;14;;;;;D;A;B;D;B;;C;;;;;;;;;D;;;;;;;;;;;;;;;1;7.02;71.75;7.41
ORG;2014;740781166;;;;;740001839;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;740781224;;;6;;740001839;1;;1;3;;;63;;;;;C;B;D;;;;G;;;;;;B;;;A;D;;;;;;;;;;;;;;0;5.48;30.44;5.1
ORG;2014;740788641;;;;;690796552;;;;1;;;1;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;C;;;;;;0.5;;1.5;
ORG;2014;740789532;;;;;740781208;;;;;;;;;;;;;;;;;;C;A;B;;;;;;;;;;C;;;;;;C;;;;;;;;;
ORG;2014;740789649;;;;;690796552;;;;1;;;2;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;C;;;;;;0.5;;;
