BOR;AN;FI;GRP;RS;FI_ET;RS_ET
ST;2014;510000102;02;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000466;CENTRE HOSPITALIER D'ARGONNE
ST;2014;510000128;02;CENTRE HOSPITALIER DE FISMES;510024466;CENTRE HOSPITALIER DE FISMES
ST;2014;510000136;08;INSTITUT JEAN GODINOT;510000516;INSTITUT JEAN GODINOT
ST;2014;510000953;06;A R P D D;080005846;UNITE D'AUTODIALYSE DE SEDAN
ST;2014;510000953;06;A R P D D;080006034;UNITE D AUTO DIALYSE DE CHARLEVILLE
ST;2014;510000953;06;A R P D D;080008568;UNITE DE DIALYSE MEDICALISEE DE CHARLEVILLE-MEZIER
ST;2014;510000953;06;A R P D D;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY
ST;2014;510000953;06;A R P D D;100006550;UNITE D'AUTODIALYSE DE ROSIERES PRES TROYES
ST;2014;510000953;06;A R P D D;100009133;UNITE DE DIALYSE MEDICALISEE ROSIERES
ST;2014;510000953;06;A R P D D;510009491;UNITE DE DIALYSE MEDICALISEE DE REIMS
ST;2014;510000953;06;A R P D D;510010184;UNITE D'AUTODIALYSE DE CHALONS
ST;2014;510000953;06;A R P D D;510010192;UNITE D'AUTODIALYSE DE VITRY
ST;2014;510000953;06;A R P D D;510010754;UNITE D'AUTODIALYSE DE REIMS Champ de Mars
ST;2014;510000953;06;A R P D D;510011463;UNITE D'AUTODIALYSE D'EPERNAY
ST;2014;510000953;06;A R P D D;520000753;UNITE D'AUTODIALYSE DE SAINT-DIZIER
ST;2014;510000953;06;A R P D D;520003161;UNITE D'AUTODIALYSE DE CHAUMONT
ST;2014;510000953;06;A R P D D;520004052;UNITE DE DIALYSE MEDICALISEE SAINT-DIZIER
ST;2014;510007081;08;SCP DE RADIOTHERAPIE-ONCOLOGIE;510024490;SCP RADIOTHERAPIE ET ONCOLOGIE MEDICAL
ST;2014;510018559;02;POLE DE SANTE CHALONNAIS;510022908;POLE DE SANTE CHALONNAIS CH CHALONS
ST;2014;510019938;02;GCS DER ET PERTHOIS;510019979;GCS DER ET PERTHOIS HAD VITRY LE FRANC
ST;2014;520003781;02;GCS POLE DE CANCERO DU SUD HAUT MARNAI;520004060;POLE CANCERO SUD HTE MARNE CH CHAUMONT
ST;2014;520003781;02;GCS POLE DE CANCERO DU SUD HAUT MARNAI;520004086;POLE CANCERO SUD HTE MARNE CH LANGRES
ST;2014;520003781;02;GCS POLE DE CANCERO DU SUD HAUT MARNAI;520004094;POLE CANCERO SUD HTE MARNE CMC CHAUMON
ST;2014;520780024;02;HOPITAL LOCAL DE BOURBONNE-LES-BAINS;520000019;CENTRE HOSPITALIER DE BOURBONNE-LES-BAINS
ST;2014;520780032;02;CENTRE HOSPITALIER DE CHAUMONT;520000027;CENTRE HOSPITALIER DE CHAUMONT
ST;2014;520780032;02;CENTRE HOSPITALIER DE CHAUMONT;520782939;USLD DU CH DE CHAUMONT
ST;2014;520780040;02;HOPITAL DE JOINVILLE;520000035;HOPITAL DE JOINVILLE
ST;2014;520780057;02;CENTRE HOSPITALIER DE LANGRES;520000043;CENTRE HOSPITALIER DE LANGRES
ST;2014;520780065;02;CENTRE HOSPITALIER DE MONTIER-EN-DER;520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER
ST;2014;520780073;02;CENTRE HOSPITALIER;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ
ST;2014;520780081;02;CH DE LA HAUTE-MARNE;520000076;HOPITAL ANDRE BRETON - CH HAUTE MARNE
ST;2014;520780099;02;HOPITAL LOCAL DE WASSY;520000084;HOPITAL SAINT-CHARLES
ST;2014;530000025;02;CENTRE HOSPITALIER  DU HAUT ANJOU;490532173;CH HAUT ANJOU SITE SEGRE
ST;2014;530000025;02;CENTRE HOSPITALIER  DU HAUT ANJOU;530000017;CENTRE HOSPITALIER DU HAUT ANJOU
ST;2014;530000025;02;CENTRE HOSPITALIER  DU HAUT ANJOU;530032788;USLD CH HAUT ANJOU  CHATEAU GONTIER
ST;2014;530000058;02;HOPITAL LOCAL ERNEE;530000140;CENTRE HOSPITALIER D'ERNEE
ST;2014;530000066;02;HOPITAL LOCAL EVRON;530000165;HOPITAL LOCAL EVRON
ST;2014;530000074;02;CENTRE HOSPITALIER DU NORD MAYENNE;530000173;CENTRE HOSPITALIER NORD MAYENNE
ST;2014;530000074;02;CENTRE HOSPITALIER DU NORD MAYENNE;530031384;USLD CHNM LES JARDINS D'ARCADIE
ST;2014;530000371;02;CENTRE HOSPITALIER DE LAVAL;530000264;CENTRE HOSPITALIER DE LAVAL
ST;2014;530002591;02;HOPITAL LOCAL VILLAINES LA JUHEL;530000611;HOPITAL LOCAL VILLAINES LA JUHEL
ST;2014;530007202;02;HOPITAL LOCAL DU SUD- OUEST MAYENNAIS;530000132;HOPITAL LOCAL DE CRAON
ST;2014;530007202;02;HOPITAL LOCAL DU SUD- OUEST MAYENNAIS;530000181;HOPITAL LOCAL DE RENAZE
ST;2014;530007210;02;SIH EN SANTE MENTALE;530007285;SIH EN SANTE MENTALE
ST;2014;540000049;02;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL
ST;2014;540000049;02;CENTRE HOSPITALIER SAINT CHARLES TOUL;540008364;USLD CH TOUL
ST;2014;540000056;02;CENTRE PSYCHOTHERAPIQUE NANCY;540014073;CHS CENTRE PSYCHOTHERAPIQUE DE NANCY
ST;2014;540000080;02;CENTRE HOSPITALIER DE LUNEVILLE;540000155;CENTRE HOSPITALIER DE LUNEVILLE
ST;2014;540000106;02;CENTRE HOSPITALIER DE PONT A MOUSSON;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON
ST;2014;540000114;02;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT
ST;2014;540000767;02;CENTRE HOSPITALIER DE BRIEY;540001070;CENTRE HOSPITALIER MAILLOT BRIEY
ST;2014;540000767;02;CENTRE HOSPITALIER DE BRIEY;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;540000981;CTRE D'EDUC ET AUTODIAL MEDIC ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;540008380;CENTRE D'AUTODIAL. ET UNITE MEDICALISEE
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;540018876;CTRE D'AUTODIALYSE A ESSEY (ALTIR)
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;540019023;CENTRE D'AUTODIALYSE DE L'ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;550002885;CENTRE D'AUTODIALYSE ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;550005219;CENTRE D'AUTODIALYSE ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;570003905;CENTRE D'AUTODIALYSE ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;570011635;CENTRE D'AUTODIALYSE ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;570022830;CENTRE D'AUTODYALISE ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;570027029;CENTRE AUTODIAL UDM SARREGUEMINES ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;880001458;CENTRE D'AUTODIALYSE ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;880001730;CENTRE D'AUTODIALYSE ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;880785019;CENTRE D'AUTODIALYSE ALTIR
ST;2014;540001112;06;ALTIR- ASS LOR TRAITEMENT INSUF RENALE;880785548;CENTRE D'AUTODIALYSE ALTIR
ST;2014;540003019;08;INSTITUT DE CANCEROLOGIE DE LORRAINE;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE
ST;2014;540003399;02;HL INTERCOM POMPEY LAY ST CHRISTOPHE;540000270;HOPITAL LOCAL DE POMPEY
ST;2014;540019007;02;CENTRE HOSPITALIER 3H SANTE;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE
ST;2014;540019007;02;CENTRE HOSPITALIER 3H SANTE;540006665;USLD BLAMONT CH 3H SANTE
ST;2014;540020112;02;SYNDICAT INTERHOSPITALIER SINCAL;540000163;CENTRE CHIRURGICAL EMILE GALLÉ
ST;2014;540020963;08;SEL DU CENTRE D'ONCOLOGIE DE GENTILLY;540023256;SEL DU CENTRE D'ONCOLOGIE DE GENTILLY
ST;2014;540023264;02;CHU DE NANCY;540000015;CHU NANCY - MATERNITE
ST;2014;540023264;02;CHU DE NANCY;540001138;HOPITAL CENTRAL CHU NANCY
ST;2014;540023264;02;CHU DE NANCY;540002698;HOPITAUX DE BRABOIS CHU NANCY
ST;2014;540023264;02;CHU DE NANCY;540003043;HOPITAL SAINT JULIEN CHU NANCY
ST;2014;540023264;02;CHU DE NANCY;540006459;USLD ST JULIEN CHU NANCY
ST;2014;540023264;02;CHU DE NANCY;540013232;USLD ST STANISLAS CHU NANCY
ST;2014;540023264;02;CHU DE NANCY;540020054;CMP/CATTP/HOP JOUR AD-SITE TOUL (CHU)
ST;2014;550000046;02;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY
ST;2014;550000095;02;CHS DE FAINS VEEL;550000251;CHS DE FAINS-VEEL
ST;2014;550003354;02;CENTRE HOSPITALIER DE  BAR LE DUC;550000434;CENTRE HOSPITALIER DE BAR-LE-DUC
ST;2014;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550000012;CH VERDUN SAINT MIHIEL - HOPITAL SAINT NICOLAS
ST;2014;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550000186;CH VERDUN SAINT MIHIEL - UNITE D'HOSP. ADOLESCENTS
ST;2014;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550000202;CH VERDUN SAINT MIHIEL - STE-ANNE
ST;2014;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550003362;CH DE VERDUN SAINT MIHIEL - HOPITAL DESANDROUINS
ST;2014;550006795;02;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;550003370;CH VERDUN SAINT MIHIEL - USLD
ST;2014;560000044;02;CENTRE HOSPITALIER DE PLOERMEL;560000192;CENTRE HOSPITALIER DE PLOERMEL
ST;2014;560000077;02;CENTRE HOSPITALIER DE JOSSELIN;560000283;CENTRE HOSPITALIER JOSSELIN
ST;2014;560000085;02;CENTRE HOSPITALIER LE PALAIS;560000291;CENTRE HOSPITALIER LE PALAIS
ST;2014;560000259;02;CH GUEMENE/SCORFF;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF
ST;2014;560002032;02;EPSM DU MORBIHAN;560000382;ETABLISSEMENT PUBLIC DE SANTE MENTALE
ST;2014;560002032;02;EPSM DU MORBIHAN;560010092;USLD - EPSM MORBIHAN
ST;2014;560002065;02;CENTRE HOSPITALIER MALESTROIT;560000408;CENTRE HOSPITALIER MALESTROIT
ST;2014;560002198;02;CENTRE HOSPITALIER LE FAOUET;560000465;CENTRE HOSPITALIER LE FAOUET
ST;2014;560002206;02;CENTRE HOSPITALIER CARENTOIR;560000473;CENTRE HOSPITALIER CARENTOIR
ST;2014;560002214;02;CENTRE HOSPITALIER DE PORT LOUIS;560015422;CH PORT LOUIS
ST;2014;560002222;02;CH DE BASSE-VILAINE;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE
ST;2014;560002677;02;EPSM JEAN-MARTIN CHARCOT;560000697;EPSM JEAN-MARTIN CHARCOT
ST;2014;560002677;02;EPSM JEAN-MARTIN CHARCOT;560012122;LONG SEJOUR - EPSM JM CHARCOT CAUDAN
ST;2014;560005746;02;CH BRETAGNE SUD;560000135;CHBS - HOPITAL DU SCORFF
ST;2014;560005746;02;CH BRETAGNE SUD;560000275;CHBS - SITE DE KERLIVIO
ST;2014;560005746;02;CH BRETAGNE SUD;560003980;CHBS - SITE DE KERBERNES
ST;2014;560014748;02;CH DU CENTRE BRETAGNE;220000194;Centre Hospitalier du Centre Bretagne- site de Plémet
ST;2014;560014748;02;CH DU CENTRE BRETAGNE;220000483;Centre Hospitalier du Centre Bretagne- site de Loudéac
ST;2014;560014748;02;CH DU CENTRE BRETAGNE;560000143;CHCB- SITE KÉRIO
ST;2014;560014748;02;CH DU CENTRE BRETAGNE;560014219;Centre Hospitalier du Centre Bretagne- site de Kervenoael
ST;2014;560023178;08;SELARL CENTRE D'ONCOLOGIE ST YVES;560018038;CENTRE SAINT YVES - SITE CHBA
ST;2014;560023178;08;SELARL CENTRE D'ONCOLOGIE ST YVES;560023228;CENTRE D'ONCOLOGIE SAINT-YVES
ST;2014;560023210;02;CH BRETAGNE ATLANTIQUE;560000127;HOPITAL CHUBERT- VANNES
ST;2014;560023210;02;CH BRETAGNE ATLANTIQUE;560000200;HOPITAL LE PRATEL - AURAY
ST;2014;570000034;02;C.R.S. SAINT LUC;570000109;C.R.S. SAINT LUC - NIDERVILLER
ST;2014;570000034;02;C.R.S. SAINT LUC;570000380;C.R.S. SAINT LUC - ABRESCHVILLER
ST;2014;570000133;02;CENTRE HOSPITALIER DE LORQUIN;570000885;CENTRE HOSPITALIER DE LORQUIN
ST;2014;570000141;02;CHS DE SARREGUEMINES;570000893;CHS DE SARREGUEMINES
ST;2014;570000158;02;CENTRE HOSPITALIER ROBERT PAX;570000661;HOPITAL SAINT JOSEPH DE BITCHE
ST;2014;570000158;02;CENTRE HOSPITALIER ROBERT PAX;570000901;CENTRE HOSPITALIER ROBERT PAX
ST;2014;570000430;02;CH LE SECQ DE CREPY - BOULAY;570000968;CH -LE SECQ DE CREPY- - BOULAY
ST;2014;570000497;02;HOPITAL SAINT JACQUES DE DIEUZE;570000992;HOPITAL SAINT JACQUES - DIEUZE
ST;2014;570000513;02;CENTRE HOSPITALIER SPECIALISE DE JURY;570001016;CENTRE HOSPITALIER SPECIALISE DE JURY
ST;2014;570002204;08;SCP FAURE - GEORGE - METHLIN - NABET;570015248;CENTRE PRIVE DE RADIOTHERAPIE DE METZ SELARL DE MEDECINS
ST;2014;570005165;02;CHR METZ-THIONVILLE HOPITAL DE MERCY;570000281;CHR METZ-THIONVILLE HOPITAL D'HAYANGE
ST;2014;570005165;02;CHR METZ-THIONVILLE HOPITAL DE MERCY;570000349;CHR METZ-THIONVILLE - HOPITAL BEL AIR
ST;2014;570005165;02;CHR METZ-THIONVILLE HOPITAL DE MERCY;570005215;CENTRE -FELIX MARECHAL- - METZ
ST;2014;570005165;02;CHR METZ-THIONVILLE HOPITAL DE MERCY;570015750;HOPITAL DE JOUR ENFANTS
ST;2014;570005165;02;CHR METZ-THIONVILLE HOPITAL DE MERCY;570026682;CHR METZ-THIONVILLE - HOPITAL DE MERCY
ST;2014;570011387;02;ETS PUBLIC DEPARTEMENTAL DE SANTE;570012369;ETABLISSEMENT PUBLIC DEPARTEMENTAL DE SANTE DE GORZE
ST;2014;570013797;06;ASA - ASSOCIATION SAINT ANDRE;570004002;CENTRE D'AUTODIALYSE FREYMING
ST;2014;570013797;06;ASA - ASSOCIATION SAINT ANDRE;570010082;AUTODIALYSE - DIALYSE A DOMICILE ASA
ST;2014;570013797;06;ASA - ASSOCIATION SAINT ANDRE;570015636;CENTRE D'AUTODIALYSE DE MOULINS
ST;2014;570015099;02;CENTRE HOSPITALIER DE SARREBOURG;570000117;CH DE SARREBOURG - HÔPITAL ST NICOLAS
ST;2014;570015099;02;CENTRE HOSPITALIER DE SARREBOURG;570000125;CH DE SARREBOURG - HÔPITAL DE HOFF
ST;2014;570025254;02;UNISANTE+;570000059;CH MARIE-MADELEINE - FORBACH
ST;2014;570025254;02;UNISANTE+;570000687;CENTRE HOSPITALIER LEMIRE  SAINT AVOLD
ST;2014;580780039;02;C.H. DE L'AGGLOMÉRATION DE NEVERS;580004836;CENTRE COLBERT
ST;2014;580780039;02;C.H. DE L'AGGLOMÉRATION DE NEVERS;580005163;CATTP CH NEVERS
ST;2014;580780039;02;C.H. DE L'AGGLOMÉRATION DE NEVERS;580971646;USLD POUGUES-LES-EAUX CH NEVERS
ST;2014;580780039;02;C.H. DE L'AGGLOMÉRATION DE NEVERS;580972628;CTRE CURE MÉD. -PIGNELIN--MOYEN SÉJOUR
ST;2014;580780039;02;C.H. DE L'AGGLOMÉRATION DE NEVERS;580972693;C.H DE L'AGGLOMÉRATION DE NEVERS
ST;2014;580780047;02;CH CHATEAU-CHINON;580972651;CH CHATEAU-CHINON
ST;2014;580780054;02;HÔPITAL LOCAL LES CYGNES LORMES;580972610;CENTRE HOSPITALIER LES CYGNES LORMES
ST;2014;580780070;02;CH CLAMECY;580972669;CH CLAMECY
ST;2014;580780088;02;CH COSNE-COURS-SUR-LOIRE;580972677;CH COSNE-COURS-SUR-LOIRE
ST;2014;580780096;02;CH DECIZE;580972685;CH DECIZE
ST;2014;580780757;02;CENTRE LONG SEJOUR STPIERRE LE MOUTIER;580972719;CENTRE DE LONG SÉJOUR ST-PIERRE-LE-M.
ST;2014;580780971;02;CH PIERRE LÔO EPSM DE LA NIEVRE;180004533;CHS CTRE READAP.SOCIO-PROFESSIONNEL
ST;2014;580780971;02;CH PIERRE LÔO EPSM DE LA NIEVRE;580972636;CENTRE HOSPITALIER PIERRE LÔO
ST;2014;580781136;02;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE
ST;2014;580970978;02;CENTRE DE LONG SÉJOUR;580972701;USLD CENTRE LUZY
ST;2014;590001467;06;DIALSAMBRE;590034815;CTRE D'AUTODIALYSE PONT/SAMBRE
ST;2014;590001467;06;DIALSAMBRE;590784484;NEPHROCARE MAUBEUGE
ST;2014;590001467;06;DIALSAMBRE;590811006;CTRE D'AUTODIALYSE MAUBEUGE
ST;2014;590001467;06;DIALSAMBRE;590813747;CTRE D'AUTODIALYSE FOURMIES
ST;2014;590003281;08;RADIOTHÉRAPIE ONCOLOGIE MEDICALE;590804712;CENTRE RADIOTHERAPIE ONCOLOGIE GRAY
ST;2014;590006268;08;GROUPE MEDICAL DES DENTELLIERES;590052049;GROUPE MEDICAL DES DENTELLIERES
ST;2014;590006318;08;IRIDIS-NORD;590817755;CENTRE DE RADIOTHERAPIE DE DUNKERQUE
ST;2014;590008249;08;SCM BOURGOGNE;590008298;SCM BOURGOGNE
ST;2014;590008629;08;SELARL GR IMAG ET CANCERO PT ST VAAST;590047957;CENTRE D'ONCOL ET DE RADIOTH GALILEE
ST;2014;590034740;02;EPSM AGGLOME LILLOISE LOMMELET;590001418;EPSM AGGL LILLOISE ST-ANDRE
ST;2014;590053120;02;GROUPE HOSPITALIER LOOS HAUBOURDIN;590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN
ST;2014;590780052;02;CH SOMAIN;590000014;CH SOMAIN
ST;2014;590780052;02;CH SOMAIN;590047718;HOPITAL DE JOUR ALCOOLOGIE
ST;2014;590780185;02;EPS LES ERABLES (CH LA BASSEE);590000097;CH LA BASSEE
ST;2014;590780193;02;CHR LILLE;590000105;CHR LILLE
ST;2014;590780193;02;CHR LILLE;590006607;HOP JEANNE DE FLANDRE CHR LILLE
ST;2014;590780193;02;CHR LILLE;590045407;HAD CHRU LILLE
ST;2014;590780193;02;CHR LILLE;590784864;HOP CALMETTE CHR LILLE
ST;2014;590780193;02;CHR LILLE;590784898;HOP SWYNGHEDAUW CHR LILLE
ST;2014;590780193;02;CHR LILLE;590787586;HOP CARDIOLOGIQUE CHR LILLE
ST;2014;590780193;02;CHR LILLE;590791091;CSPA LES BATELIERS CHRU LILLE
ST;2014;590780193;02;CHR LILLE;590796975;HOP SALENGRO - HOPITAL B CHR LILLE
ST;2014;590780193;02;CHR LILLE;590811279;HOP CLAUDE HURIEZ CHR LILLE
ST;2014;590780227;02;CH SECLIN;590000121;CH SECLIN
ST;2014;590780334;08;CLCC OSCAR LAMBRET LILLE;590000188;CLCC OSCAR LAMBRET LILLE
ST;2014;590781415;02;CH DUNKERQUE;590000337;CH DUNKERQUE
ST;2014;590781415;02;CH DUNKERQUE;590046538;CH DUNKERQUE ACTIVITES SITE PGS
ST;2014;590781605;02;CH CAMBRAI;590000428;CH CAMBRAI
ST;2014;590781621;02;CH LE CATEAU-CAMBRESIS;590000436;CH LE CATEAU
ST;2014;590781639;02;CH JEUMONT;590000444;CH JEUMONT
ST;2014;590781647;02;CH HAUTMONT;590000451;CH HAUTMONT
ST;2014;590781662;02;CH FOURMIES;590000469;CH FOURMIES
ST;2014;590781670;02;CH LE QUESNOY;590000477;CH LE QUESNOY
ST;2014;590781795;02;CH AVESNES SUR HELPE;590000527;CH AVESNES
ST;2014;590781803;02;CH DE SAMBRE AVESNOIS;590000535;CH SAMBRE AVESNOIS MAUBEUGE
ST;2014;590781811;02;CH FELLERIES-LIESSIES;590000543;CH FELLERIES-LIESSIES
ST;2014;590781902;02;CH TOURCOING;590791729;RESIDENCE MALATRAY CH TOURCOING
ST;2014;590781902;02;CH TOURCOING;590804696;HOPITAL GUY CHATILIEZ CH TOURCOING
ST;2014;590782165;02;CH DENAIN;590000592;CH DENAIN
ST;2014;590782165;02;CH DENAIN;590009528;HJ ENFANTS BRITTEN DENAIN - CH DENAIN
ST;2014;590782207;02;CH SAINT- AMAND-LES-EAUX;590000600;CH SAINT- AMAND LES EAUX
ST;2014;590782215;02;CH DE  VALENCIENNES;590000618;CH VALENCIENNES
ST;2014;590782215;02;CH DE  VALENCIENNES;590787529;CENTRE DE PSYCHIATRIE DE ST SAULVE
ST;2014;590782215;02;CH DE  VALENCIENNES;590812749;USLD CH VALENCIENNES
ST;2014;590782421;02;C.H DE ROUBAIX;590033429;CENTRE D'EVEIL REGIONAL CH ROUBAIX
ST;2014;590782421;02;C.H DE ROUBAIX;590044632;USLD ISABEAU DE ROUBAIX CH ROUBAIX
ST;2014;590782421;02;C.H DE ROUBAIX;590788865;CTRE CURE VERT PRE CH ROUBAIX
ST;2014;590782421;02;C.H DE ROUBAIX;590791562;MATERNITE PAUL GELLE CH ROUBAIX
ST;2014;590782421;02;C.H DE ROUBAIX;590801106;HOPITAL VICTOR PROVO
ST;2014;590782421;02;C.H DE ROUBAIX;590812186;HOP LA FRATERNITE CH ROUBAIX
ST;2014;590782439;02;CH WATTRELOS;590000691;CH WATTRELOS
ST;2014;590782637;02;CH ARMENTIERES;590000758;CH ARMENTIERES
ST;2014;590782637;02;CH ARMENTIERES;590791323;CTRE CONVALESCENCE CH ARMENTIÈRES SSR
ST;2014;590782645;02;HOPITAL GENERAL. DE BAILLEUL;590000766;CH BAILLEUL
ST;2014;590782652;02;C.H. D'HAZEBROUCK;590000774;CH HAZEBROUCK
ST;2014;590782652;02;C.H. D'HAZEBROUCK;590025458;HAD GROUP COOPERATION SANITAIRE HAZEBR
ST;2014;590782660;02;EPSM LILLE METROPOLE;590000782;E.P.S.M LILLE METROPOLE
ST;2014;590782678;02;EPSM DES FLANDRES;590000790;EPSM DES FLANDRES
ST;2014;590782678;02;EPSM DES FLANDRES;590040267;SSR MONTS DE FLANDRE EPSM FLANDRES
ST;2014;590783239;02;CH DOUAI;590001004;CENTRE HOSPITALIER DE DOUAI
ST;2014;590784245;02;CH ZUYDCOOTE;590001442;CH ZUYDCOOTE
ST;2014;590785663;02;CH INTERCOMMUNAL WASQUEHAL;590001582;CH INTERCOMMUNAL WASQUEHAL
ST;2014;590799995;06;SANTELYS ASSOCIATION;020001772;CENTRE D AUTODIALYSE CHAUNY
ST;2014;590799995;06;SANTELYS ASSOCIATION;020001913;CENTRE D AUTODIALYSE LAON
ST;2014;590799995;06;SANTELYS ASSOCIATION;020006441;CENTRE DE DIALYSE DE COURMELLES
ST;2014;590799995;06;SANTELYS ASSOCIATION;020012613;CENTRE D AUTODIALYSE BRASLES
ST;2014;590799995;06;SANTELYS ASSOCIATION;020012860;CENTRE D AUTODIALYSE SAINT QUENTIN
ST;2014;590799995;06;SANTELYS ASSOCIATION;590015418;CTRE D'AUTODIALYSE SANTELYS CAUDRY
ST;2014;590799995;06;SANTELYS ASSOCIATION;590023438;CENTRE D'AUTODIALYSE A COUDEKERQUE BRA
ST;2014;590799995;06;SANTELYS ASSOCIATION;590024618;UNITE D'AUTODIALYSE SANTELYS DE ROUBAIX GRAND RUE
ST;2014;590799995;06;SANTELYS ASSOCIATION;590024659;UNITE D'AUTODIALYSE SANTELYS ROUBAIX DELORY
ST;2014;590799995;06;SANTELYS ASSOCIATION;590031738;CENTRE D'AUTODIALYSE SANTELYS LOOS
ST;2014;590799995;06;SANTELYS ASSOCIATION;590035200;CTRE AUTODIALYSE SANTÉLYS FACHES-THUM
ST;2014;590799995;06;SANTELYS ASSOCIATION;590040317;CENTRE D'AUTODIALYSE SANTÉLYS D'IWUY
ST;2014;590799995;06;SANTELYS ASSOCIATION;590040325;CTRE D'AUTODIALYSE SANTÉLYS LA BASSÉE
ST;2014;590799995;06;SANTELYS ASSOCIATION;590044640;CENTRE D'AUTODIALYSE DE LILLE
ST;2014;590799995;06;SANTELYS ASSOCIATION;590045514;CENTRE D'AUTODIALYSE SANTELYS TOURCOING
ST;2014;590799995;06;SANTELYS ASSOCIATION;590045951;UNITE D'AUTODIALYSE DE MERIGNIES
ST;2014;590799995;06;SANTELYS ASSOCIATION;590046744;CENTRE D'AUTODIALYSE D'HAZEBROUCK
ST;2014;590799995;06;SANTELYS ASSOCIATION;590046751;CENTRE D'AUTODIALYSE DE DOURLERS
ST;2014;590799995;06;SANTELYS ASSOCIATION;590046769;CENTRE D'AUTODIALYSE DE HOUPLINES
ST;2014;590799995;06;SANTELYS ASSOCIATION;590047361;UNITE D'AUTODIALYSE FLERS/ESCREBIEUX
ST;2014;590799995;06;SANTELYS ASSOCIATION;590047866;UNITE D'AUTODIALYSE DE GRAVELINES
ST;2014;590799995;06;SANTELYS ASSOCIATION;590047874;UNITÉ DE DIALYSE MÉDICALISÉE PROVILLE
ST;2014;590799995;06;SANTELYS ASSOCIATION;590784914;CTRE DIALYSE DOMICILE
ST;2014;590799995;06;SANTELYS ASSOCIATION;590813341;CENTRE D'AUTODIALYSE MONS EN BL
ST;2014;590799995;06;SANTELYS ASSOCIATION;600002067;CENTRE DE DIALYSE DE SENLIS
ST;2014;590799995;06;SANTELYS ASSOCIATION;600008734;CENTRE D AUTODIALYSE FLEURINES
ST;2014;590799995;06;SANTELYS ASSOCIATION;600109748;CENTRE DE DIALYSE DE BEAUVAIS
ST;2014;590799995;06;SANTELYS ASSOCIATION;620010058;CENTRE D'AUTODIALYSE DE COQUELLES
ST;2014;590799995;06;SANTELYS ASSOCIATION;620011338;UNITE D'AUTODIALYSE BERCK 2
ST;2014;590799995;06;SANTELYS ASSOCIATION;620026997;UNITE D'AUTODIALYSE DE ST LEONARD
ST;2014;590799995;06;SANTELYS ASSOCIATION;800010159;CENTRE D AUTODIALYSE CORBIE
ST;2014;590799995;06;SANTELYS ASSOCIATION;800010324;CENTRE DE DIALYSE D'AMIENS
ST;2014;600002109;08;SCP DOC CIUPA GAY ET PELLAE COSSET;600002158;CTRE RADIOTHERAPIE ONCOLOGIE MEDICALE
ST;2014;600006258;02;GCS UNICCIC;600006308;GCS UNICCIC - IMPLANTATION
ST;2014;600010201;06;SARL LA DIALOISE;600110399;CENTRE D AUTODIALYSE NOYON
