BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2014;620000653;620103440;1;0;0;6817;5639;8502;1;;;;6129;0;5483;0;707;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620003202;620103432;1;0;1;1794;1522;2295;1;;;;1514;0;1508;0;179;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;1468;0;0;0;0;0;0;0;0;0;0;0;;3;;0.2;;;;;;;;;;;;;;;;
CANCERO;2014;620003376;620001834;1;0;0;804;158;5225;1;;;;63;0;63;0;63;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620006049;620000331;1;0;0;469;194;1927;0;;;;122;0;122;0;19;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620008698;620004515;0;1;0;18920;18920;18920;0;;;;;;;;;;;;2;0;;855;18920;;;;790;;3;3;9;4;7;0;;;1;;2;3;3;9.8;4;8.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620009738;620003269;0;1;0;18557;18557;18557;0;;;;;;;;;;;;2;0;;867;18557;;;;838;;4;3;9;3;8;;;;;;;4;3;9;3;7.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620025346;620001834;0;0;0;114;20;1293;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620026690;620027839;0;1;0;29025;29025;46077;0;;;;;;;;;;;;3;0;0;1270;27755;0;0;0;1295;0;3;2;10;2;;1;3;;;;2;4.5;2;10;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620100099;620014779;1;1;1;7558;6405;7830;1;;;;6305;0;5951;0;779;0;0;0;2;1;;0;0;15;0;0;14;0;3;;;;;0;;;;;;3;;;;;;22;;;0;5949;0;0;0;0;0;0;0;0;0;0;4;;;;4;;;;;;;;;;;;;;;;
CANCERO;2014;620100487;620000125;0;0;0;194;59;999;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620100735;620000265;1;0;0;2937;2548;3041;1;;;;2519;0;2513;0;286;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620100750;620000273;1;0;1;2924;2725;1901;1;;;;2692;0;2690;0;341;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2692;0;0;0;0;0;0;0;0;0;0;;;4;;0.6;;3;;;;;;;1;;;2.2;;0.35;;
CANCERO;2014;620101311;620027763;1;0;1;1242;1010;1751;1;;;;1002;0;995;0;135;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1013;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;2;;1;1;;0.86;;0.2;0.2;
CANCERO;2014;620101501;620000364;1;0;0;607;299;2659;0;620100099;;;255;0;253;0;44;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620105981;620000968;1;0;0;4;0;218;0;620000257;;;0;11;0;15;0;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620106088;620000976;0;0;0;85;35;151;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;620118513;620002915;1;0;1;4083;3616;4832;1;;;;3673;0;3609;0;496;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;3536;0;0;0;0;0;0;0;0;0;0;;;6;1;1.2;0.2;2;;;;;;;1;1;;2;;0.2;0.2;
CANCERO;2014;630000404;630780989;1;0;1;5150;4148;9157;1;;;;4373;0;4097;0;537;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;209;1955;0;0;2;0;0;0;229;0;2;0;0;1;0;0;0;0.7;;;;;;;;;;;;;;;
CANCERO;2014;630000412;630780997;1;0;1;979;941;440;1;;;;987;0;948;0;82;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;;;0;1069;0;0;0;0;0;0;0;0;0;0;0;;1;;0.95;;1;;;;;3;1;;;;2.6;0.5;;;
CANCERO;2014;630000438;630781011;1;0;1;336;288;830;0;630000404;;;309;0;330;0;41;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;832;0;0;0;0;0;0;0;0;0;0;0;2;;;0;1;;;;;;;;;;;;;;;
CANCERO;2014;630000446;630781029;1;0;0;556;494;898;0;630000404;630781110;;502;0;489;0;58;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;630000479;630781110;1;1;1;48245;45452;84616;1;;;;12024;0;10385;0;1484;0;0;0;4;0;3;1943;32103;1124;211;64;1819;237;6;7;28;;13;3;3;;3;;1;6.17;7;30.24;;13.52;44;35;;;2063;11590;0;0;0;0;0;0;12871;0;0;0;6;2;2;1;8.84;2.05;71;36;1;2;26;14;6;5;1;7;75.84;37.31;3.21;1.78;30.3
CANCERO;2014;630008118;630011153;1;0;0;0;0;0;0;;;;0;8;0;19;0;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;630009546;630011831;0;1;0;20716;20716;20716;0;;;;;;;;;;;;2;;;880;17065;2771;0;0;850;0;2;2;8;1;5;0;1;;2;;3;2.5;2;9.69;1;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;630780211;630000107;1;0;1;12085;11120;9137;1;;;;8120;0;10866;0;1018;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;0;7296;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;630780369;630000164;0;0;0;130;5;1713;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;630781268;630780989;1;0;1;12351;10332;25020;1;;;;9718;0;8576;0;1164;0;77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;27;3;;501;3485;500;0;265;69;0;0;1543;241;1067;0;0;6;0;1;0;5.61;26;19;0;0;5;16;3;2;0;3;37.85;21.34;0.75;0;7.8
CANCERO;2014;630781839;630000826;1;0;1;1848;1038;5033;1;;;;914;0;895;0;118;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;900;0;0;0;0;0;0;0;0;0;0;0;;2;;0.5;;3;;;1;1;;;;;;1.6;;;0.1;0.1
CANCERO;2014;640000162;640780417;1;0;1;11298;9643;12833;1;;;;10372;0;9452;0;1257;0;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;33;;;708;11779;0;0;4;7;0;0;4298;0;14;0;4;5;0;3;2.86;1.93;17;13;0;0;5;4;1;0;0;2;17.14;12.54;0;0;5.9
CANCERO;2014;640000402;640780813;1;0;1;291;263;334;0;640000600;;;289;13;262;28;55;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;294;0;0;0;0;0;0;0;0;0;0;;;;2;;0.5;;;;;;1;3;3;1;1;0.2;1.5;1;0.1;0.53
CANCERO;2014;640000410;640780821;1;0;0;653;496;872;1;;;;581;0;481;0;88;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;640000600;640781290;1;0;1;6358;5138;7668;1;;;;5635;0;4854;0;719;0;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;16;;;508;3848;0;0;0;0;0;0;3986;0;0;0;7;;1;;3.62;;14;10;;;4;4;2;;;;15.66;10.73;;0.08;4.43
CANCERO;2014;640005393;650789068;0;1;0;;;;0;;;;;;;;;;;;2;0;0;;23839;0;;;1168;0;3;3;;2;1;0;;;;;;3;3;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;640017646;640017638;1;0;1;57;33;131;0;640000162;;;25;0;24;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;22;0;0;0;0;0;0;0;0;0;0;;;2;;0.15;;;;;;;2;;;;;0.2;;;;
CANCERO;2014;640780433;640012209;1;0;1;1383;616;5132;1;640780789;;;435;0;421;0;59;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;413;0;0;0;0;0;0;0;0;0;0;0;3;;;;3;;;;;;1;;1;1;;0.45;;0.5;0.5;
CANCERO;2014;640780482;640012209;0;0;0;680;89;3079;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;640780490;640000212;1;0;1;1018;800;965;1;;;;825;0;721;0;93;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;719;0;0;0;0;0;0;0;0;0;0;;;;2;;0.5;1;;;;1;;;1;;;1;;0.1;;1
CANCERO;2014;640780748;640000360;1;0;1;1632;1510;1246;1;;;;1456;0;1412;0;156;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1417;0;0;0;0;0;0;0;0;0;0;;;3;2;0.5;0.2;;0;0;0;;4;0;1;1;1;1.8;0;0.5;0.3;0.1
CANCERO;2014;640780789;640012209;1;0;1;4276;4246;163;1;;;;4271;0;4241;0;555;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;4239;0;0;0;0;0;0;0;0;0;0;6;;;;6;;2;;;;;2;1;;;;2.84;0.82;;;
CANCERO;2014;640780938;640000451;1;0;1;7564;6813;7072;1;;;;6972;0;6737;0;790;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;6750;0;0;0;0;0;0;0;0;0;0;2;;4;;5;;1;1;;;1;3;1;;;1;3.6;1;;;0.9
CANCERO;2014;640780946;640000469;1;0;0;1271;259;5932;0;640780938;;;138;0;138;0;21;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;640780987;640000493;0;0;0;157;91;571;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;640787172;640001715;0;1;0;;;;0;;;;;;;;;;;;3;0;0;;27557;;;;1264;;3;4;9;3;2;;;;8;1;;3;4;16;3.75;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;650000045;650780158;1;0;0;679;583;1029;1;;;;621;0;572;0;77;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;650000417;650783160;1;0;0;2918;2385;4602;1;;;;2599;0;2320;0;293;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;650001779;650001738;1;0;0;37;0;230;0;650783160;;;0;37;0;53;0;13;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;650780679;650000243;1;1;1;6120;5480;4688;1;;;;5678;0;5477;0;778;0;0;0;2;0;2;;;;;;;;;;;;;;;;;;;;;;;;18;7;;;669;5493;0;0;0;0;0;0;5709;0;0;0;5;;1;;5.2;;8;6;;1;2;1;1;;;;8.5;6.5;;1;2
CANCERO;2014;650789308;650789068;0;1;0;23358;20811;2547;0;;;;;;;;;;;;2;;2;23358;20811;2547;114;9;1093;51;3;3;12;2;1;1;;;;;;3;3;11.71;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;660000084;660780180;1;0;1;11378;9564;15253;1;;;;10462;4;9415;15;1093;4;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;23;;;873;4498;0;0;0;0;0;0;4922;0;0;0;5;;2;;5.07;;22;16;;;;5;1;;;;25.17;16.25;;;
CANCERO;2014;660006305;660006297;0;0;0;155;33;1186;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;660007246;660007238;0;1;0;33414;;33414;0;;;;;;;;;;;;3;0;;1851;31563;1851;;;1484;;5;;11;2;7;;;4;2;;3;5;3;12;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;660780776;660000399;0;0;0;15;0;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;660780784;660000407;1;0;1;9508;8429;8672;1;;;;8026;0;8142;0;1147;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;26;15;;;1112;8026;0;0;0;0;0;0;9790;0;0;0;5;10;2;;6;10;13;8;;1;4;7;;1;;1;17.3;8;0.5;1;4.5
CANCERO;2014;660790387;660790379;0;0;0;1021;195;6234;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670000025;670780055;1;0;1;16491;14256;16021;1;;;;15023;0;14172;0;1812;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;38;;;0;12527;0;0;0;0;0;0;0;0;0;0;7;;10;;5.78;;9;2;1;0;8;6;1;0;0;2;13.09;2.94;1;0;8.38
CANCERO;2014;670000033;670780063;1;1;1;51548;49644;91118;1;;;;13308;0;11961;0;1410;0;0;0;6;0;6;2326;34758;600;476;162;1960;300;7;6;31;4;17;32;4;1;4;1;;8.03;6.55;31.17;4.8;13.66;81;38;18;0;2673;14066;1179;0;7;0;11;0;14989;2079;19;32;10;;8;;13.5;;85;41;1;3;48;11;2;3;;10;70.49;29.6;2.38;2.08;52.73
CANCERO;2014;670000082;670780147;0;0;0;734;191;3739;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670000157;670780337;1;0;1;1903;1391;4110;1;;;;1601;0;1334;0;191;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1447;0;0;0;0;0;0;0;0;0;0;;;;2;;0.35;;;;;1;5;;2;;2;2.68;;0.75;;2.47
CANCERO;2014;670000165;670780345;1;0;0;1572;1244;2416;1;;;;1432;0;1212;0;215;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670000215;680000643;1;0;0;14;2;74;0;;;;13;0;2;0;4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670000397;670780691;1;0;1;1253;1124;2085;1;;;;1128;0;1081;0;105;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;1466;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.98;2;0;0;0;1;2;0;1;0;0;1.8;0;0.25;0;1
CANCERO;2014;670016237;670016211;0;0;0;581;88;3894;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670780113;670780055;0;0;0;113;7;525;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670780162;670000108;0;0;0;217;172;461;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670780170;670000116;1;0;1;10720;9514;7831;1;;;;9713;0;9453;0;813;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;35;;;491;9790;0;0;0;0;0;0;4390;0;0;0;4;;;;4;;12;3;;;;1;0;1;;;12.5;3;0.5;;
CANCERO;2014;670780188;670014604;1;1;0;350;51;4242;0;670780212;;;2;0;0;0;2;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670780212;670014604;1;1;1;11251;10575;5132;1;;;;10758;0;10342;0;1038;0;0;0;0;;;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;;;;29;20;;;961;11195;0;0;0;0;0;0;8816;0;0;0;;;7;;7;;25;10;;;;9;4;2;;;32.32;12.27;0.92;;
CANCERO;2014;670780378;670000785;0;0;0;345;100;2037;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670780386;670000199;1;0;0;504;181;2108;1;;;;131;0;130;0;20;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670783273;670780055;1;1;1;8714;4035;35196;1;;;;5620;0;2766;0;987;0;110;0;;;;0;0;;0;;;;;;;;;;;;;;;;;;;;88;13;;;4149;5817;0;0;388;2594;0;0;28753;0;4212;0;2;6;10;2;7.83;3.9;74;20;4;;55;30;9;0;;21;96.08;26.39;3.1;;66.67
CANCERO;2014;670797539;670014604;1;0;0;1;0;24;0;670780212;;;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;670798636;670014604;1;0;0;1;0;0;0;670780212;;;;1;;1;;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;680000544;680000395;1;0;0;461;370;689;0;680000486;;;420;0;357;0;52;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;680000627;680000486;1;0;0;1626;1328;1744;1;;;;1325;0;1292;0;158;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;680000684;680000973;1;1;1;29214;26451;28377;1;;;;11007;0;9562;0;1309;0;1;0;2;0;0;756;15794;1317;1;1;728;2;3;3;10;1;4;0;;1;4;1;4;3;3.37;12.67;1.8;6.54;24;27;;;1399;11309;0;0;1;14;0;0;6296;0;8;0;6;;4;;8.3;;21;9;2;1;20;8;4;3;2;9;26.95;11.22;3.65;2.12;24.87
CANCERO;2014;680001195;680016011;0;0;0;270;194;743;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;680001245;680000973;1;0;0;261;72;1059;1;680000684;;;6;0;4;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;680004546;680000486;1;1;1;38085;36555;18260;1;;;;12135;0;11270;0;1469;0;1;0;3;0;;1016;24155;187;0;0;1081;0;5;;;;;0;0;;;;;3.7;;;;;17;5;;;606;4477;0;0;0;1;0;0;4920;0;0;0;2;1;0;1;1.6;1.7;14;6;;;9;8;4;;;1;17.4;9.74;;0.05;5.85
CANCERO;2014;680007648;680007598;1;0;0;0;0;0;0;;;;0;11;0;13;0;9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;680017829;680017811;1;0;0;45;0;182;0;680020336;;;0;50;0;50;0;13;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;680020088;680020062;1;0;1;1606;1457;1378;1;;;;1466;0;1435;0;140;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1445;0;0;0;0;0;0;0;0;0;0;1;;1;;1.5;;1;;;;;;;;;;1;;;;
CANCERO;2014;690000575;690782222;1;0;1;4200;3271;7346;1;;;;3751;0;3187;0;487;0;0;0;0;;;0;0;0;0;0;0;0;;;;;;0;;;;;;;;;;;;14;;;0;4198;0;0;0;0;0;0;0;0;0;0;;7;;3;;0.9;3;2;1;;4;4;1;;;;6.13;2;0.3;;3
CANCERO;2014;690000625;690782271;1;0;0;4;2;18;0;;;;2;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;690000880;690783220;1;1;1;86428;78775;189251;1;;;;28346;618;23257;974;3594;309;147;66;7;1;10;3373;50971;997;391;343;2943;454;10;9;39;8;20;66;11;1;6;0;1;11.5;8.84;39.12;7.81;19.13;178;83;69;9;8194;29975;3501;1752;641;1047;14;8;46147;19452;2654;72;37;27;13;24;36.28;30.65;315;130;2;9;47;67;5;6;1;9;325.4;112.44;4.35;8.08;48.99
CANCERO;2014;690007539;690781810;1;0;0;1817;1465;1779;1;;;;1497;0;1419;0;166;0;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;690011838;690000724;1;1;1;774;774;774;1;;;;774;0;774;0;134;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1733;0;0;0;0;0;0;0;0;0;0;;;1;;0.5;;2;;;;1;;;;;;2;;;;1
CANCERO;2014;690019849;690781810;1;0;0;1567;1220;3920;0;690781810;;;1491;0;1126;0;6;0;119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;690022959;690000732;0;0;0;216;46;682;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;690023411;690000252;1;1;1;12808;11053;17267;1;;;;11282;0;10712;0;1253;0;0;0;;0;1;;0;0;157;0;0;60;;2;17;2;9;0;7;2;1;0;1;1;3.34;15.79;2;8.27;29;23;;;720;11168;0;0;0;1;0;0;10240;0;0;0;2;7;;;2;7;14;8;;;3;6;;1;;1;20.34;8.3;0.74;;3.5
CANCERO;2014;690780093;750821092;1;0;1;531;263;2290;1;;;;402;0;247;0;68;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;;;22;484;0;0;0;1;0;0;95;0;0;0;0;4;;;;0.4;;;;;;;;;;;;;;;
CANCERO;2014;690780358;690000195;1;0;1;688;232;2683;1;;;;140;0;136;0;26;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;99;0;0;0;0;0;0;0;0;0;0;;;;2;;2;1;1;;;;;;1;1;;0.15;0.15;0.71;0.5;
CANCERO;2014;690780366;690000203;1;1;0;3585;2944;3684;1;;;;2828;0;2739;0;319;0;0;0;2;0;;646;13090;0;;;562;;;2;7;1;3;0;7;;2;;;1;2;8.28;1;3.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;690780382;690006598;0;0;0;243;61;1179;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;690780390;690000229;1;0;1;1456;1130;2137;1;;;;1122;0;1090;0;140;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;1078;0;0;0;0;0;0;0;0;0;0;;;;1;;0.5;;;;;;;;;;;;;;;
CANCERO;2014;690780416;690031190;1;0;1;1418;1143;2511;1;;;;1156;0;1122;0;149;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1275;0;0;0;0;0;0;0;0;0;0;;;1;5;0.2;0.25;;;;;;6;;1;1;1;3.5;;0.6;0.1;0.4
CANCERO;2014;690780648;690036900;1;0;1;5687;5142;3385;1;;;;5116;0;4901;0;530;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;4874;0;0;0;0;0;0;0;0;0;0;2;;;;2;;3;;;;1;4;;;;1;5.45;;;;1.78
CANCERO;2014;690780655;690000377;1;0;1;473;360;1134;0;690782834;;;365;0;430;0;64;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;353;0;0;0;0;0;0;0;0;0;0;;;;6;;6;1;;;;;1;;1;;;1.5;;0.5;;
CANCERO;2014;690780663;690000385;1;0;0;2426;1955;3309;1;;;;1956;0;1911;0;244;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;690781836;690006598;1;0;0;1529;1138;3751;1;;;;1339;0;1037;0;209;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
