BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2014;260000138;260000047;1;1;1;18915;18216;31535;1;;;;5117;6;4764;6;611;4;1;0;2;0;0;595;12756;69;0;0;632;0;2;2;2;2;2;0;;;6;;;2.59;2;6.37;2;2;12;12;;;591;4883;0;0;0;0;0;0;3507;0;0;0;3;;;;2.35;;10;9;;;;6;5;1;;4;13.31;10.72;0.5;;3.32
CANCERO;2014;260000146;260000054;1;0;0;166;144;411;0;260000013;;;142;28;120;46;24;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;260000260;260000377;0;0;0;380;170;1820;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;260000286;260000104;1;0;1;110;104;96;0;260000013;;;86;0;82;0;17;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;87;0;0;0;0;0;0;0;0;0;0;;1;;;;1;;;;;;;;;;;;;;;
CANCERO;2014;260003017;260000781;0;0;0;247;34;1492;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;260003157;070001649;0;1;0;;;;0;;;;;;;;;;;;3;0;0;1468;31278;0;0;;1413;0;4;3;13;2;4;0;0;1;1;0;2;4;3.5;13.7;2;5.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;260006267;070000245;1;0;1;3428;3181;1817;1;;;;3229;0;3009;0;440;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;3064;0;0;0;4;0;0;0;0;0;0;;;;;;;1;;;;;6;;;;1;3.95;;;;0.14
CANCERO;2014;270000326;270000680;1;0;1;6552;6040;3689;1;;;;5994;0;5916;0;439;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;4;14;0;0;538;5915;0;0;0;0;0;0;3673;0;0;0;1;;1;3;1.5;1;81;53;0;0;33;7;7;1;0;0;86.5;58.7;0.5;0;33
CANCERO;2014;270000359;270023724;1;0;1;3567;2439;5006;1;;;;3284;0;2343;0;438;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;1163;;;;0;;;;5208;;0;;3;;3;;4.1;;4;4;;;;7;5;;;;6.76;6.05;;;
CANCERO;2014;270000458;270023724;1;0;0;1107;910;1565;1;;;;996;0;901;0;122;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;270016058;270016009;1;0;0;52;0;916;0;;;;0;6;0;6;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;270019649;270019508;1;0;0;19;0;96;0;270023724;;;0;22;0;23;0;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;270021439;270002652;0;1;0;17523;17523;250;0;;;;;;;;;;;;2;0;0;850;16673;0;0;0;717;0;2;2;6;1;4;0;;;2;;;2;2;7.25;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;280000084;280000183;1;0;1;2354;1710;5004;1;;;;2059;0;1678;0;310;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;11;;;790;1783;0;0;0;0;0;0;4409;0;0;0;;1;2;;0.15;1.33;11;11;1;;8;2;;;;2;8.18;5.85;0.63;;6.92
CANCERO;2014;280000159;280000068;1;0;1;1197;749;2618;1;;;;718;0;713;0;77;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;713;0;0;0;0;0;0;0;0;0;0;1;;;;1;;1;1;;;;;;1;;;1;1;0.5;;
CANCERO;2014;280000662;280500075;1;0;1;601;576;109;0;450002613;280505777;410000202;563;0;563;0;66;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;706;0;0;0;0;0;0;0;0;0;0;;;;;;0.2;1;;;;;;;;;;1.25;;;;
CANCERO;2014;280001678;450011150;1;0;0;180;0;696;0;280000134;;;0;120;0;121;0;15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;280003948;450011150;1;0;0;45;0;254;0;280000134;;;0;26;0;26;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;280007121;720002294;0;1;0;21032;;21032;0;;;;;;;;;;;;2;0;0;853;20179;0;0;0;864;0;1;1;8;2;;1;2;1;4;;12;2.25;1.95;11.37;2;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;280504267;280000134;1;1;1;6812;5963;7689;1;;;;6281;0;5895;0;726;0;8;0;0;;;0;0;12;0;0;9;0;;;;;;0;2;;;;;0.22;;;;;20;15;;;826;5470;0;0;0;6;0;0;5349;0;0;0;3;;2;;3.67;;10;9;;;9;8;2;1;;5;14.22;9.85;0.2;;10.52
CANCERO;2014;280505777;280001199;1;0;1;1792;1406;2537;1;;;;1559;0;1392;0;176;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;7;;;338;1508;0;0;0;0;0;0;3202;0;0;0;2;;;;2;;2;3;;;;6;6;1;1;;5.98;8.23;0.25;0.2;
CANCERO;2014;290000025;290020700;1;1;1;29184;27771;52587;1;;;;10158;63;9439;63;1216;6;7;0;2;0;0;786;17406;125;0;0;806;0;2;3;14;;10;0;1;;3;;1;3.05;2.97;16.18;;11.72;16;25;;;524;8795;0;0;0;0;0;0;4868;0;0;0;0;4;1;0;0.9;3.5;25;16;;;6;7;3;1;;1;20.63;15.03;0.42;;5.49
CANCERO;2014;290000033;290021542;1;0;1;3882;3365;4477;1;;;;3609;0;3328;0;355;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;11;;;228;3405;0;0;0;0;0;0;295;0;0;0;1;4;;;0.35;1.15;2;;;;1;5;4;;;3;4.73;3.85;;;1.75
CANCERO;2014;290000058;290000017;1;1;1;34068;31034;14773;1;;;;12468;0;9848;0;1633;0;55;0;3;0;0;919;19769;1573;204;66;925;117;5;4;15;2;5;0;;1;3;1;1;2.73;4.8;17.4;2.7;5.8;46;40;;;2461;10981;0;0;3;4;0;0;11050;0;67;0;10;7;;1;5.41;4.44;19;12;1;;27;49;31;1;;19;61.15;41.8;1.5;;41.8
CANCERO;2014;290000066;290020700;1;0;0;526;502;254;1;;;;512;0;502;0;58;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;290000140;290000447;1;1;1;7388;6428;5971;1;;;;6859;52;6201;76;816;15;0;0;2;0;0;0;16046;845;0;0;31;0;4;2;6;1;;0;;;;;;3.5;1.9;6;1;;;13;;;0;6288;0;0;0;0;0;0;0;0;0;0;2;0;;;2;;24;16;;;;7;3;1;;;28.79;17.47;0.5;;
CANCERO;2014;290000173;290000041;1;0;0;727;635;439;1;;;;558;0;519;0;72;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;290000181;290000074;1;0;0;1170;1118;428;0;290000017;290000025;;873;0;847;0;120;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;290000207;290000520;1;0;1;1960;1522;3378;0;290000140;;;1530;0;1472;0;194;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1472;0;0;0;0;0;0;0;0;0;0;;;;;;;3;;;;;1;;;;;3.8;;;;
CANCERO;2014;290000215;290029974;0;0;0;773;212;3104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;290000728;750821092;1;0;0;706;495;1639;1;;;;594;0;465;0;105;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;290000785;220020739;1;0;1;446;437;194;1;;;;442;0;436;0;49;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;445;0;0;0;0;0;0;0;0;0;0;;;;;0.2;;2;0;;;;1;0;;;;2.6;;;;
CANCERO;2014;290004142;290022508;0;0;0;512;94;2745;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;290004324;290000017;0;0;0;1236;109;10220;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;290019777;290022508;0;0;0;883;182;5342;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;290023431;290001049;1;0;1;1344;1059;1859;0;290000140;;;862;0;812;0;97;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;854;;;;;;;;;;;;1;4;;0.3;0.2;;;;;;4;;1;;;2.42;;0.1;;
CANCERO;2014;290023498;950030247;0;1;0;;;;0;;;;;;;;;;;;2;0;0;;16047;844;0;0;711;0;3;2;6;1;0;0;1;1;;;;4;3;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;2A0000022;2A0000014;0;0;0;351;34;2069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;2A0000139;2A0000063;0;0;0;799;511;2147;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;2A0000287;2A0000386;1;1;1;14828;14273;16885;1;;;;4627;0;4081;0;630;0;1;0;2;0;;361;7691;91;0;0;373;0;2;0;8;0;4;0;1;0;1;0;0;2.42;0;6.83;0;4;18;9;;;850;4434;0;0;2;2;0;0;4449;0;3;0;2;1;0;1;2.01;1.58;26;11;1;1;18;5;0;0;0;1;29.87;10.56;1;0.5;13.47
CANCERO;2014;2B0000012;2B0000020;1;0;0;2917;2550;2384;1;;;;2554;0;2497;0;291;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;2B0000038;2B0004246;1;0;0;523;501;323;1;;;;523;3;501;4;55;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;2B0000145;2B0000053;1;0;1;4831;4533;2344;1;;;;4538;0;4336;0;407;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10;;;7;4;0;0;1;0;0;0;33;0;3;0;2;;;1;2;0.5;6;;;1;2;;;1;;1;6;;0.25;0.1;2.5
CANCERO;2014;2B0000160;2B0000087;0;0;0;10;8;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;2B0000392;2B0000129;0;0;0;304;56;1916;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;300000023;300780046;1;0;1;6354;5804;4310;1;;;;6077;0;5748;0;667;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;6;0;0;620;5893;0;0;0;0;0;0;4687;0;0;0;0;3;3;0;1.16;2.95;16;9;1;0;16;5;2;1;1;4;14.39;10.17;0.7;0.6;10.67
CANCERO;2014;300000031;300780053;1;0;0;1479;1228;2167;1;;;;1304;6;1203;11;190;5;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;300010964;300010931;0;1;0;21512;21512;21512;0;;;;;;;;;;;;2;1;;;21082;430;;;931;;4;2;8;1;7;;;1;2;;5;4;2.8;9;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;300780137;920028396;0;0;0;508;304;1716;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;300780152;300000114;0;0;0;280;17;2618;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;300780285;300000726;1;0;1;7052;6554;1670;1;;;;7063;0;6547;0;826;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;24;8;;;1137;6619;0;0;0;0;0;0;6674;0;0;0;;;6;1;3;1;10;6;;;;2;;1;1;;11.3;6;0.5;0.3;
CANCERO;2014;300781465;300000726;0;0;0;555;77;2978;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;300782117;300780038;1;1;1;28370;25801;76356;1;;;;10919;1;9845;1;1304;1;8;0;2;1;0;685;14915;177;0;12;738;11;4;4;12;;7;0;;;7;;1;4;4;17.17;;7.97;17;13;;;762;7997;0;0;3;3;0;0;5279;0;22;0;2;;1;;1.66;;6;;1;;2;2;1;;;;5.6;0.8;0.5;;1.75
CANCERO;2014;300788502;300788486;0;0;0;497;31;3576;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;310000310;310780671;1;0;1;1238;1179;651;1;;;;1202;2;1179;2;151;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;1834;0;0;0;0;0;0;0;0;0;0;2;;1;;2;;3;1;;;2;2;;;;;2.18;0.11;;;0.39
CANCERO;2014;310005459;310021886;1;0;0;484;0;2422;0;310781406;310782347;;0;484;0;517;0;95;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;310009279;310780671;0;0;0;225;95;1240;0;;;;35;0;32;0;8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;310016977;310781406;1;0;1;1697;1104;4497;1;;;;1468;0;988;0;3;0;172;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2592;0;0;0;2564;0;0;0;0;0;0;4;1;1;;1.6;0.3;4;2;;;5;5;5;2;;;7.5;6;0.5;;4
CANCERO;2014;310019351;310781406;1;0;1;4338;3062;8297;1;;;;3182;0;2694;0;563;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;900;0;0;0;0;110;0;0;4860;0;0;0;5;10;2;;2.48;1.99;28;19;;;6;1;4;;;;24.18;17.28;;;4.22
CANCERO;2014;310025333;310781406;1;1;1;5077;3470;12562;1;;;;3829;0;2815;0;736;0;6;0;0;;15;0;0;0;1;364;0;324;;;;;;0;;;;;;;;;;;97;34;17;3;840;5148;464;168;12;14;1;0;4512;2003;56;2;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;310780101;310000039;1;0;1;4857;3740;5590;1;;;;3334;0;3261;0;407;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;2893;0;0;0;0;0;0;0;0;0;0;1;28;;;1;28;2;;;;1;1;;;;;2.62;;;;1
CANCERO;2014;310780135;310000054;0;0;0;610;236;1880;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;310780150;310788799;0;0;0;442;218;937;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;310780259;310000096;1;1;1;12308;10991;12587;1;310783048;;;11447;256;10937;270;1392;24;0;24;;;;0;0;0;0;0;0;0;;;;;;0;;;;;;;;;;;26;35;21;1;998;10900;651;61;0;0;0;0;6666;6027;0;0;5;6;5;2;7.5;7;31;12;;;1;;1;;;;28.34;10.49;;;1
CANCERO;2014;310780283;310000112;1;0;1;4729;3835;9776;1;;;;3663;0;3531;0;526;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;3914;;;0;0;0;0;0;;0;0;4;;;;4;;8;1;1;;;2;;;;;4.5;1;1;;
CANCERO;2014;310780309;310000120;1;0;0;273;58;1508;0;310780101;;;15;0;10;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;310781000;310788880;1;0;1;4128;3174;9268;1;;;;3104;0;3056;0;393;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;2897;0;0;0;0;0;0;0;0;0;0;1;6;;;1;6;1;;;;1;2;;;;;3.01;0.18;;;0.94
CANCERO;2014;310781067;310788898;1;0;0;617;526;764;0;310781406;;;571;0;528;0;65;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;310781505;310000492;1;0;1;4225;3560;6394;1;;;;3551;0;3500;0;402;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;3747;0;0;0;3;0;0;0;0;0;0;1;;;;1;;2;;;;1;1;;1;;;2.5;;0.3;;1
CANCERO;2014;310782347;310789136;1;1;1;64334;60376;128289;1;;;;16181;0;13723;0;2311;0;4;0;7;0;3;2336;43594;790;101;143;2365;184;7;8;33;5;11;38;8;2;5;1;1;10.83;9.67;34.77;5.79;10.79;60;49;33;7;3424;14526;1832;1668;42;15;1;13;15695;9472;130;6;14;;4;6;13.64;2.52;82;26;;1;18;12;6;5;5;2;78.16;26.91;2.12;3.45;17.89
CANCERO;2014;310783048;310781406;1;0;1;4728;2487;23276;1;;;;3315;0;2050;0;1014;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;667;0;0;0;12;42;0;0;3667;0;43;0;8;;;;5.2;;33;30;;;7;9;;2;;3;39.95;30;1;;4.45
CANCERO;2014;310783055;310781406;1;1;1;6001;3981;14480;1;;;;4390;0;3900;0;715;0;0;0;1;;;0;0;46;0;112;45;112;2;;;;;0;;;;;;;;;;;;15;;;0;4411;0;0;0;0;0;0;0;0;0;0;2;;;;2;;;;;;;;;;;;;;;;
CANCERO;2014;310787304;310781406;1;0;0;345;64;1577;0;310783048;;;346;0;67;0;76;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;310797527;310797519;0;1;0;;;;0;;;;;;;;;;;;6;0;1;3254;48840;;234;;2266;99;5;5;25;6;13;;;1;;;;;5.8;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;320000086;320780117;1;0;1;2195;1854;2284;1;;;;2083;0;1828;0;261;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;180;1890;0;0;0;0;0;0;299;0;0;0;2;;;1;2;0.2;11;12;1;;;;;;;;3.97;4.62;1;;
CANCERO;2014;320780067;320000052;0;0;0;291;115;1080;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330000332;330780545;1;0;0;563;466;786;0;330780115;;;513;24;414;27;64;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330000340;330780552;1;0;1;2826;2317;3643;1;;;;2151;845;2085;867;218;125;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2591;0;0;0;7;0;0;0;0;0;0;4;;;;0.6;;4;;;;;2;;;;;5.24;;;;
CANCERO;2014;330000555;330781204;0;0;0;93;20;711;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330000589;330027509;1;0;0;483;404;624;0;330781196;;;430;2;394;6;43;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330000605;330781253;1;1;1;18053;16366;25646;1;;;;5768;0;4695;0;737;0;8;0;2;0;;472;11054;159;0;0;532;0;3;;8;;9;0;;;2;;2;1.76;;9.3;;9.22;18;12;;;943;4497;0;0;0;0;0;0;4428;0;0;0;3;10;;;2.06;1.67;9;8;0;;7;1;1;1;;2;9.79;8.43;0.5;;7.74
CANCERO;2014;330000662;330781329;1;1;1;52698;47297;95798;1;;;;18100;0;14794;0;2674;0;7;0;4;0;3;1580;30028;279;397;237;1509;344;7;8;15;5;16;10;3;;9;;;8.1;6.98;21.29;4.94;14.6;99;25;54;4;4761;89;2924;1142;45;0;8;2;21505;11514;149;17;5;15;3;6;6.1;15.7;126;58;1;1;70;15;4;9;;16;119.86;56.38;5.43;1;70.19
CANCERO;2014;330780040;330000027;1;0;0;837;303;2104;0;330000662;;;16;0;9;0;4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330780081;330000043;0;0;0;1490;177;8473;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330780115;330000076;1;1;1;9210;8191;4872;1;;;;8056;0;7990;0;954;0;0;0;2;0;2;0;0;18;0;33;17;19;4;3;3;2;5;0;;;;;;4;3;3;2;5;23;16;;;587;8196;0;0;0;0;0;0;5854;0;0;0;5;;;1;5;0.5;14;9;;;1;2;1;2;1;2;11.27;9.78;1.21;0.5;1.93
CANCERO;2014;330780206;330000126;1;0;1;1573;1367;21244;0;330780263;;;700;0;1254;0;170;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;275;;0;0;5;0;0;0;1309;0;11;0;;;2;4;0.65;0.54;8;5;;;;;1;1;1;2;8;5.8;0.38;0.88;0.68
CANCERO;2014;330780255;330010059;0;0;0;295;205;498;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330780263;330000134;1;0;1;2898;2409;16862;1;;;;1230;0;2189;0;263;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;485;0;0;0;0;0;0;0;0;0;0;;;1;;0.5;;3;;;;;1;;;;;2.54;;;;
CANCERO;2014;330780479;330000274;1;1;1;10741;8665;83224;1;;;;6172;0;8586;0;1252;0;0;0;0;;2;0;25483;1294;0;8;16;8;;;;;4;0;;;;;6;;;;;6.07;37;10;;;1499;1542;0;0;0;0;0;0;8398;0;0;0;4;1;1;;4;1;11;8;;;;1;1;1;1;1;11.8;8.5;0.43;0.5;0.75
CANCERO;2014;330780495;330796392;1;0;0;171;99;422;0;330780115;;;60;0;60;0;11;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330780503;330000308;0;0;0;289;169;708;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330780511;330000316;1;0;1;1867;1654;1496;1;;;;1657;0;1609;0;156;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1648;0;0;0;0;0;0;0;0;0;0;2;;;;2;;1;;;;;1;;;;;0.6;;;;
CANCERO;2014;330780529;330796392;1;0;0;308;81;2048;0;330780115;;;77;0;75;0;17;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330780537;330000324;0;0;0;267;110;1716;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330781303;750821092;1;0;0;1029;788;1887;1;;;;855;0;711;0;118;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;330781352;330781196;1;0;1;8887;6835;14811;1;;;;8177;0;6711;0;1300;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;14;;;1079;4818;0;0;0;0;0;0;6248;0;0;0;4;5;;;3.08;4.07;25;17;1;;4;7;4;1;2;1;29.53;22.23;1.4;1.3;5.47
CANCERO;2014;330781360;330781196;1;0;1;4766;1722;27523;1;;;;1796;0;907;0;170;0;190;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;10;;;672;3566;0;0;668;3496;0;0;5121;0;5098;0;;;;;2.1;;31;20;0;;;13;9;2;;;29.09;16.61;0.32;;
CANCERO;2014;330781402;330000670;1;0;1;406;406;406;0;330780115;;;300;;426;0;69;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
