BOR;AN;FI;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_F10;BLOCS_G10;BLOCS_H10;BLOCS_I10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_F11;BLOCS_G11;BLOCS_H11;BLOCS_I11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_F12;BLOCS_G12;BLOCS_H12;BLOCS_I12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_F13;BLOCS_G13;BLOCS_H13;BLOCS_I13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_F14;BLOCS_G14;BLOCS_H14;BLOCS_I14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15;BLOCS_F15;BLOCS_G15;BLOCS_H15;BLOCS_I15
BLOCS;2014;350002812;350023503;2;3;0;0;0;1;0;0;0;0;0;4;0;0;1;0;0;4;0;0;1614;1433;3047;1174;;;;;;0;0;0;0;;;;;;2;0;2;0;;;;;;362;1;363;0;;;;;;42;2;44;24;;;;;;13;3;16;0;;;;;
BLOCS;2014;350005146;350000733;3;12;;0;;0;;2;;0;;14;;;2;;;24;;;7191;13598;20789;15698;;;;;;0;0;0;0;;;;;;72;0;72;0;;;;;;185;58;243;0;;;;;;1661;3858;5519;3887;;;;;;2;156;158;2;;;;;
BLOCS;2014;350007084;350005179;3;6;1;3;3;1;1;0;;0;;10;5;;3;1;;19;6;;5059;3562;8621;7155;2223;29;5;11;21;2901;2152;5053;1270;261;30;79;9;16;6;0;6;5;;;;;;14;6;20;0;;;;;;512;428;940;504;111;;1;;;30;71;101;0;89;;;;
BLOCS;2014;360000129;360000269;3;5;;;;1;;2;;;;8;;;2;;;12;;;2765;2982;5747;4693;;;;;;1;4;5;2;;;;;;10;0;10;0;;;;;;5;0;5;0;;;;;;1217;4983;6200;4205;;;;;;2;9;11;1;;;;;
BLOCS;2014;360000137;360000053;3;7;0;1;0;1;;3;;0;;12;0;0;1;1;;8;8;;4447;1773;6220;4974;;;;;;890;481;1371;423;;;;;;242;2;244;0;;;;;;196;7;203;0;;;;;;2128;1054;3182;1142;;;;;;9;2;11;0;;;;;
BLOCS;2014;360000160;360000079;1;3;0;1;0;0;0;1;0;0;0;5;0;0;1;0;0;6;0;0;533;330;863;648;;;;;;162;95;257;72;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;206;555;761;497;;;;;;0;0;0;0;;;;;
BLOCS;2014;370000051;370000028;1;5;;1;;;;1;;;;7;;;1;;;12;;;1979;2384;4363;3410;;0;18;2;5;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;143;3096;3239;1716;;0;0;0;0;0;3;3;0;;;;;
BLOCS;2014;370000085;370000077;1;10;3;;;2;2;1;;0;;13;5;;2;;;19;;;5169;8370;13539;9910;38;;;;;0;0;0;0;;;;;;1761;8;1769;1351;;;5;1;2;456;730;1186;0;;1;2;;;867;1585;2452;1327;;3;1;;;3;2;5;1;2;;;;
BLOCS;2014;370000093;370000192;1;10;4;0;;;;2;;0;;12;4;;1;;;18;7;;7328;3672;11000;9730;;85;14;16;32;2;0;2;2;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1894;4146;6040;4134;;;;1;;0;91;91;91;;;;;
BLOCS;2014;370000499;370000481;1;9;;;;2;;;;1;;12;;0;1;;;7;;;2846;1760;4606;3845;1751;;;;;0;0;0;0;;;;;;57;0;57;37;;;;;;7;0;7;0;;;;;;448;235;683;208;637;;;;;10;49;59;0;74;;;;
BLOCS;2014;370000531;370000606;1;0;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;1;;;;;;;;;;;;390;35;425;162;;3;9;0;6;;;;0;;;;;;;;;0;;;;;;;;;79;;;;;;0;0;0;0;;;;;
BLOCS;2014;370000861;370000481;2;15;4;6;;4;;;;;;25;4;;2;2;;30;10;;6719;5309;12028;9195;1556;28;82;3;7;2525;1520;4045;1280;191;5;10;5;2;22;0;22;15;;;;;;211;3;214;0;7;;;;;2763;787;3550;2032;4258;6;2;4;;30;70;100;0;1103;;;;
BLOCS;2014;370000879;370000564;1;3;;;;;;1;;;;4;;;1;;;6;;;1153;969;2122;1893;;;;;;0;56;56;36;;;;;;0;1;1;0;;;;;;0;0;0;0;;;;;;420;301;721;419;;;;;;0;2;2;0;;;;;
BLOCS;2014;370000903;370000614;1;3;3;0;;3;0;0;0;0;0;6;3;;1;1;;6;6;;757;1004;1761;1227;;;;;;0;0;0;0;;;;;;1;0;1;0;;;;;;0;0;0;0;;;;;;309;399;708;452;;;;;;2;2;4;1;;;;;
BLOCS;2014;370004467;370000481;4;19;6;;;8;2;4;0;2;0;33;8;4;2;1;1;21;5;6;17639;3696;21335;17927;4960;58;24;0;44;0;0;0;0;;;;;;2640;32;2672;1949;2;;;;;929;119;1048;0;2;;;1;;2827;1745;4572;2302;1009;1;;2;;40;37;77;17;414;;;;
BLOCS;2014;370007569;370007528;1;8;;1;1;1;;3;;1;;14;1;8;1;;;27;;;9248;12014;21262;16003;;4;2;2;9;1242;217;1459;790;;4;5;2;2;0;0;0;0;;;;;;1;0;1;0;;;;;;2472;9983;12455;7611;;;;;;14;113;127;9;;;;;
BLOCS;2014;380000026;380780031;1;0;;0;;0;;1;;0;;1;;0;;;;2;;0;30;2;32;0;;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;206;418;624;313;284;0;0;0;0;3;0;3;0;;0;0;0;0
BLOCS;2014;380000034;380780049;1;7;7;1;1;1;;4;;0;;13;8;0;1;1;;12;12;;3193;1666;4859;3706;;;;;;811;370;1181;609;;;;;;71;0;71;0;;;;;;129;0;129;0;;;;;;2423;269;2692;1120;;;;;;23;26;49;0;;;;;
BLOCS;2014;380000042;380780056;1;;;;;;;1;;;;1;;;;;;3;;;45;4;49;1;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;98;360;458;244;;;;;;0;0;0;0;;;;;
BLOCS;2014;380000067;380780080;12;37;6;2;7;11;0;2;0;2;0;54;13;0;4;2;;33;10;;27644;9603;37247;21987;10100;280;200;38;82;1914;1694;3608;2083;224;24;61;3;7;2176;11;2187;406;6;5;6;1;2;1234;123;1357;0;21;4;2;2;0;7668;1300;8968;3067;4396;15;29;2;17;142;71;213;15;1460;0;1;0;1
BLOCS;2014;380000091;380780171;1;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;0;1;0;29;0;1;0;0;0;0;0;0;0;0;0;0;0
BLOCS;2014;380000174;380781435;5;3;1;1;1;1;0;1;0;0;0;6;2;0;1;1;0;8;8;0;2533;1672;4205;2502;4610;4;1;3;3;1140;475;1615;540;55;3;4;1;2;32;0;32;0;;;;;;69;0;69;0;;;;;;1174;994;2168;801;1270;;;;;20;13;33;0;;;;;
BLOCS;2014;380000406;380784751;2;3;1;4;;1;;1;;1;;10;1;;2;1;;8;4;;2286;993;3279;2694;;;;;;1057;561;1618;575;;;;;;17;0;17;0;;;;;;5;0;5;0;;;;;;652;711;1363;698;;;;;;1;4;5;0;;;;;
BLOCS;2014;380012658;380012609;3;13;1;3;;3;1;4;0;1;;24;2;;2;;;30;;;8940;13130;22070;16648;;;;;;1174;286;1460;519;;;;;;1043;3;1046;25;;;;;;245;63;308;0;;;;;;1958;6954;8912;5511;;;;;;21;49;70;20;;;;;
BLOCS;2014;380013037;380013011;1;0;;;;0;;0;;0;;0;;4;0;;1;0;;8;0;187;187;69;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;73;73;0;;;;;;0;5232;5232;3630;;;;;;0;1;1;1;;;;;
BLOCS;2014;380780197;380798173;1;5;;1;1;2;;1;;0;;9;1;;1;;;14;;;4201;5020;9221;8514;;9;10;1;3;862;84;946;420;;16;18;4;7;0;0;0;0;;;;;;20;32;52;0;;;;;;1036;325;1361;1174;;;;;;3;20;23;3;;;;;
BLOCS;2014;380780270;380798165;1;6;;0;;0;;0;;0;;6;;;1;;;9;;;2805;3524;6329;4908;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;1;1;0;;;;;;82;61;143;75;;;;;;6;4;10;0;;;;;
BLOCS;2014;380780288;380795203;2;6;;0;;0;;2;;0;;8;;;2;;;11;;;1936;4352;6288;4792;1953;0;0;0;0;3;23;26;26;0;0;0;0;0;60;3;63;0;0;0;0;0;0;8;1;9;0;0;0;0;0;0;327;4362;4689;2627;410;0;0;0;0;1;92;93;4;1;0;0;0;0
BLOCS;2014;380781450;380798140;1;3;1;0;0;0;0;1;0;0;0;4;1;;1;;;6;;;1269;1371;2640;2128;;;;;;4;12;16;16;;;;;;0;0;0;0;;;;;;10;0;10;0;;;;;;407;862;1269;848;;;;;;0;14;14;0;;;;;
BLOCS;2014;380782722;380780080;;4;;;;0;;0;;;;4;;;1;;;5;;;3723;1451;5174;4526;655;;;1;1;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;380785956;380795211;1;12;12;1;1;0;0;3;3;0;0;16;16;;1;1;;14;14;;6325;5810;12135;10517;;;;;;554;128;682;436;;;;;;15;0;15;0;;;;;;3;0;3;0;;;;;;1855;7731;9586;5791;;;;;;4;22;26;10;;;;;
BLOCS;2014;380786442;380798025;3;12;2;2;1;2;2;2;;0;;18;5;;3;;;26;;;9758;8098;17856;14504;;;;;;1533;231;1764;741;;;;;;1485;11;1496;1255;;;;;;393;0;393;0;;;;;;1646;8718;10364;6258;;;;;;62;24;86;22;;;;;
BLOCS;2014;390000040;390780146;2;7;1;1;1;1;;3;;1;;13;2;;2;1;;15;8;;3559;1919;5478;4085;0;7;5;5;9;690;348;1038;284;0;0;2;1;0;48;0;48;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;1977;832;2809;1151;0;0;0;0;0;30;15;45;1;0;0;0;0;0
BLOCS;2014;390000065;390780161;1;3;3;1;1;0;;1;1;0;;5;5;5;1;1;;7;7;;1028;919;1947;1669;;;;;;235;80;315;83;;;;;;1;0;1;0;;;;;;1;0;1;0;;;;;;130;457;587;370;;;;;;2;2;4;1;;;;;
BLOCS;2014;390000222;390780609;1;5;1;1;;4;;1;;1;;12;1;;1;;;8;;;2438;2417;4855;3958;;;;;;735;309;1044;352;;;;;;36;0;36;2;;;;;;15;0;15;0;;;;;;679;257;936;298;;;;;;0;28;28;3;;;;;
BLOCS;2014;390780559;390000180;1;3;0;;;;;1;;;0;4;0;;1;;;5;;;906;868;1774;1581;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;184;791;975;764;;;;;;43;6;49;0;;;;;
BLOCS;2014;390780575;250017803;1;5;;;;;;;;;;5;;;1;;;12;;;1587;2922;4509;3390;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1149;1664;2813;2201;;;;;;26;41;67;0;;;;;
BLOCS;2014;400000105;400780193;2;7;;1;;0;;2;;0;;10;;;1;;;10;;;5503;2361;7864;5373;5879;38;15;3;11;226;361;587;503;13;;;;1;187;2;189;3;;;;;;273;0;273;236;;;;;;2412;1351;3763;1766;1024;1;3;;2;9;64;73;3;102;;;;
BLOCS;2014;400000139;400011177;3;6;1;0;0;1;0;3;0;1;0;11;1;1;1;1;0;12;12;0;4552;1584;6136;4810;;18;9;12;17;763;379;1142;455;;4;5;2;;652;7;659;0;;;;;;270;6;276;0;;;;;;2652;1539;4191;2362;;;;;;3;8;11;2;;1;;;
BLOCS;2014;400780284;400000154;1;3;;;;;;3;;1;;7;;;1;;;5;;;1434;1210;2644;2223;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;489;119;608;548;;;;;;1;1;2;0;;;;;
BLOCS;2014;400780342;400000196;1;3;0;0;0;0;0;1;0;0;0;4;0;0;1;0;;7;0;;924;3346;4270;2665;0;;0;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;435;2256;2691;1635;0;;0;;;4;11;15;10;;;;;
BLOCS;2014;400780359;400000204;1;6;;0;0;0;0;0;0;0;0;6;0;0;1;;;15;;;3517;5623;9140;7302;;;;;;7;33;40;39;;;;;;0;0;0;0;;;;;;19;1;20;0;;;;;;520;2510;3030;1934;;;;;;7;11;18;3;;;;;
BLOCS;2014;400782769;400001764;1;2;2;0;0;1;0;1;0;0;0;4;2;0;1;0;0;6;2;0;1308;2004;3312;2275;;3;;2;;0;0;0;0;;;;;;28;0;28;0;;;;;;12;0;12;0;;;;;;397;1372;1769;932;;;;;;;;;;;;;;
BLOCS;2014;410000020;410000087;2;8;8;1;1;0;;0;;0;;9;9;;1;1;;12;12;;5216;2961;8177;5440;;20;93;9;21;930;843;1773;476;;19;39;5;6;272;0;272;14;;;6;;1;70;0;70;0;;;;;;2256;1341;3597;1579;;;12;;;5;44;49;0;;;;;
BLOCS;2014;410000038;410000095;1;0;;;;;;1;;;;1;;;;;;;;;20;1;21;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;86;0;86;2;;;;;;0;0;0;0;;;;;
BLOCS;2014;410000046;410000103;2;3;1;0;0;0;0;1;0;2;0;6;1;;1;0;0;8;0;0;1352;1020;2372;1961;0;1;1;1;8;306;96;402;132;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;668;540;1208;754;0;0;0;0;0;0;8;8;0;0;0;0;0;0
BLOCS;2014;410000202;410000319;1;6;1;1;1;1;0;1;0;0;0;9;2;2;1;;;20;;;4597;7126;11723;8776;;;;;;145;20;165;144;;;;;;0;0;0;0;;;;;;500;0;500;0;;;;;;2393;5005;7398;5910;;;;;;14;139;153;153;;;;;
BLOCS;2014;410004998;410000871;1;5;5;1;1;;;2;;0;;8;6;5;1;1;;12;12;;3489;2896;6385;5128;;;;;;405;76;481;155;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1069;1424;2493;2022;;;;;;0;0;0;0;;;;;
BLOCS;2014;420000010;420780033;1;9;1;1;;1;;1;;4;;16;1;;1;1;;15;1;;4601;2645;7246;5435;2079;58;6;18;24;925;421;1346;710;;24;20;;8;164;3;167;19;;;;;;88;7;95;0;;;1;;;2342;1368;3710;1709;9407;2;;;;7;11;18;1;276;;;;
BLOCS;2014;420000226;420013831;1;3;3;1;1;0;0;1;0;0;0;5;4;;1;1;;6;;;2615;1058;3673;2807;;;;;;614;228;842;316;;;;;;20;1;21;0;;;;;;31;1;32;0;;;;;;1087;1212;2299;1127;;;;;;5;4;9;1;;;;;
BLOCS;2014;420000234;420780652;1;4;0;1;0;0;0;1;0;0;0;6;0;;1;0;;6;0;;2313;1450;3763;2428;2134;14;56;5;8;889;303;1192;462;56;14;43;1;4;54;1;55;1;0;0;0;0;0;38;0;38;0;0;0;0;0;0;776;1117;1893;1016;367;2;16;1;0;7;14;21;0;135;0;2;0;0
BLOCS;2014;420000267;420013831;1;4;;0;;0;;1;;;;5;;;1;;;7;;;914;489;1403;1086;158;;;;;3;36;39;13;;;;;;16;0;16;2;;;;;;23;0;23;0;;;;;;631;918;1549;875;;;;;;8;2;10;1;;;;;
BLOCS;2014;420010050;420787061;1;14;0;0;0;0;0;0;0;0;0;14;0;0;1;0;0;24;0;0;8118;2636;10754;9729;;;;;;0;0;0;0;;;;;;5;0;5;0;;;;;;461;10;471;0;;;;;;1843;2742;4585;3099;;;;;;15;2;17;0;;;;;
BLOCS;2014;420011413;420011405;1;13;0;1;0;1;0;2;0;1;;18;0;18;1;;;27;;;11604;10589;22193;17983;;;;;;495;199;694;581;;;;;;758;6;764;634;;;;;;441;24;465;0;;;;;;2831;8059;10890;6046;;;;;;300;286;586;9;;;;;
BLOCS;2014;420780504;420000135;2;11;1;;;;;1;1;;;12;2;;2;1;;18;3;;4869;11860;16729;12719;;;;;;1;3;4;4;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;811;3907;4718;3174;;;;;;25;86;111;1;;;;;
BLOCS;2014;420780637;420002495;1;2;;1;;1;;1;;1;;6;;;1;;;8;;;1942;1597;3539;2865;;;;;;558;183;741;292;;;;;;31;0;31;0;;;;;;9;0;9;0;;;;;;1033;1612;2645;1635;;;;;;4;1;5;1;;;;;
BLOCS;2014;420782310;420000853;1;8;;0;;;;2;;;;10;;;2;;;15;;;4631;6181;10812;8240;;;;;;9;28;37;26;;;;;;28;0;28;0;;;;;;212;35;247;0;;;;;;1324;4868;6192;4224;;;;;;10;18;28;4;;;;;
BLOCS;2014;420782591;420000887;1;0;;;;;;0;;;;0;;3;0;;1;0;;7;0;2822;2822;1519;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;961;961;555;;;;;;0;5;5;0;;;;;
BLOCS;2014;420785354;420784878;6;26;2;3;2;9;3;7;2;;;45;9;;5;2;;42;8;;18185;6802;24987;18211;;53;21;15;33;2272;835;3107;1264;;;;;;2681;2;2683;5;;8;0;0;2;871;24;895;0;;;;;;5714;2623;8337;3822;1753;;1;;3;306;1081;1387;21;;;;;
BLOCS;2014;430000109;430000372;1;4;;;;;;1;;1;;6;;;1;;;5;;;1347;2443;3790;2652;;1;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;956;3285;4241;2913;;;;;;0;94;94;0;;;;;
BLOCS;2014;430000117;430000018;1;6;1;1;1;0;;1;0;0;0;8;2;1;1;;;10;;;4717;3432;8149;6232;50;26;28;7;19;714;352;1066;417;0;0;5;0;1;85;0;85;2;0;0;0;0;0;174;28;202;0;0;0;0;0;0;2386;1537;3923;1486;0;0;0;0;0;18;19;37;3;0;0;0;0;0
BLOCS;2014;430000190;430000034;1;3;0;0;0;0;0;1;0;0;0;4;0;1;1;0;0;6;0;0;797;442;1239;1090;615;;;;;0;0;0;0;0;;;;;0;0;0;0;0;;;;;0;0;0;0;0;;;;;278;786;1064;755;437;;;;;0;0;0;0;0;;;;
BLOCS;2014;440000016;440000057;1;7;1;1;1;1;0;2;0;;;11;2;;2;1;;14;9;;5108;3909;9017;7287;6832;63;68;13;23;1697;937;2634;1130;99;20;42;3;10;461;4;465;27;0;4;4;4;3;127;44;171;9;3;0;2;0;0;2963;1842;4805;1578;1364;1;10;0;1;13;156;169;87;53;0;1;0;0
BLOCS;2014;440000271;440000289;2;31;3;9;0;1;;1;0;2;0;44;3;;6;2;;52;10;;25540;9646;35186;27151;2079;;;;;2504;2008;4512;1611;;;;;;81;4;85;40;;;;;;336;42;378;0;70;;;;;6698;2267;8965;4368;;;;;;166;257;423;33;;;;;
BLOCS;2014;440000396;440000297;1;3;1;1;;0;;1;;0;;5;1;;1;;;6;;;1142;920;2062;1580;;;;;;463;164;627;179;;21;44;3;4;0;0;0;0;;;;;;1;0;1;0;;;;;;236;464;700;317;372;;;;;0;1;1;0;;;;;
BLOCS;2014;440000404;440000925;1;7;;;;;;1;;;;8;;;1;;;15;;;2293;2597;4890;4524;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;590;2294;2884;1833;;;;;;2;1;3;0;;;;;
BLOCS;2014;440000412;440000941;1;7;;1;1;;;1;;1;;10;1;0;2;;;15;;;6243;3160;9403;7582;;;;;;898;230;1128;498;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;221;527;748;498;;;;;;85;260;345;0;;;;;
BLOCS;2014;440000453;440000289;;0;;;;0;;1;;;;1;;;;;;;;;9;0;9;1;;;;;;0;0;0;0;;;;;;1;0;1;0;;;;;;0;0;0;0;;;;;;239;0;239;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;440000487;440001014;1;4;;;;;;0;;1;;5;;;1;;;8;;2;1188;1930;3118;2196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1937;327;2264;2029;0;0;0;0;0;99;116;215;215;0;0;0;0;0
BLOCS;2014;440000503;440000313;1;1;;1;1;1;;1;;1;;5;1;0;1;1;0;3;3;0;281;113;394;245;1426;23;20;14;25;354;163;517;171;29;8;7;;;39;0;39;1;;;;;;3;0;3;0;;;;;;733;661;1394;532;314;8;18;3;3;3;28;31;0;;;;;
BLOCS;2014;440000511;440000461;1;4;;;;;;;;;;4;;;1;;;3;;;3805;19095;22900;20713;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;440000651;440001212;1;5;0;;;;;;;1;;6;0;;1;;;10;;;5110;17400;22510;13931;;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;20;177;197;0;;;;;
BLOCS;2014;440001113;490017258;1;5;0;0;;0;;0;;0;;5;0;0;1;0;0;7;0;0;2534;2167;4701;2648;368;0;0;1;0;0;0;0;0;;;;;;0;0;0;0;;;;;;38;3;41;0;;;;;;75;39;114;48;;;;;;3;7;10;0;;;;;
BLOCS;2014;440002020;440001386;1;6;6;0;;0;;1;1;0;;7;7;;1;1;;10;;;5505;7755;13260;9378;;2;;;;0;0;0;0;;;;;;244;0;244;0;;;;;;262;15;277;0;;;;;;1740;3947;5687;4193;;1;;;1;3;5;8;3;;;;;
BLOCS;2014;440017598;440000289;4;12;2;0;;4;;0;;0;;16;2;;1;1;;12;1;;4493;413;4906;4044;;;;;;;0;0;;;;;;;2143;47;2190;226;;;;;;1076;274;1350;0;;;;;;3360;502;3862;136;;;;;;20;1;21;0;;;;;
BLOCS;2014;440024982;440000461;1;13;;;;;;3;;0;;16;;;2;;;26;;;8025;4276;12301;10049;;;;;;0;0;0;0;;;;;;1;0;1;0;;;;;;242;88;330;0;;;;;;4039;8685;12724;8899;;;;;;45;194;239;206;;;;;
BLOCS;2014;440029338;440041895;2;6;;1;;;;;;;;7;;;1;;;9;;;4241;2687;6928;6009;;;;;;2105;809;2914;919;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;1137;823;1960;1627;;;;;;34;82;116;1;;;;;
BLOCS;2014;440029379;440000974;1;10;;;;;;3;;;;13;;;2;;;18;;;7664;7832;15496;11420;;;;;;0;8;8;8;;;;;;0;0;0;0;;;;;;48;2;50;0;;;;;;2000;11909;13909;8910;;;;;;18;84;102;69;;;;;
BLOCS;2014;440033819;440006344;2;14;;2;;;;0;;0;;16;;;2;;;25;;;11057;14921;25978;21850;;;;;;3427;502;3929;1203;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;303;1262;1565;1273;;;;;;51;204;255;5;;;;;
BLOCS;2014;440041580;440041572;1;20;0;0;0;3;0;6;0;0;0;29;0;;4;0;0;62;0;0;14773;13545;28318;22371;4561;55;18;12;30;1;0;1;1;0;0;0;0;0;3195;24;3219;2405;0;1;2;2;0;541;44;585;0;0;0;0;0;1;3129;9663;12792;9031;4396;2;4;1;3;21;10;31;1;4;0;0;0;0
BLOCS;2014;440050433;440041895;1;6;1;0;0;1;0;1;0;1;0;9;1;0;2;1;;12;8;;3492;3166;6658;5392;;4;1;3;6;0;0;0;0;;0;0;0;0;0;0;0;0;;0;0;0;0;37;5;42;0;;0;0;0;0;1790;3733;5523;4178;;1;0;0;0;5;23;28;11;;0;0;0;0
BLOCS;2014;450000021;450000088;1;2;;1;1;;;;;;;3;1;1;1;1;;8;8;;2922;2491;5413;4287;;;;;;2953;1416;4369;1268;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;275;323;598;262;;;;;;15;32;47;0;;;;;
BLOCS;2014;450000047;450000096;1;0;0;2;1;;;1;0;0;0;3;1;;1;;;2;;;158;56;214;184;;;;;;391;244;635;356;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;149;50;199;96;;;;;;0;1;1;0;;;;;
BLOCS;2014;450000062;450000104;1;4;1;1;1;0;;1;;0;;6;2;0;1;1;0;9;2;0;4479;1731;6210;4996;86;34;12;8;10;1041;238;1279;442;;7;1;1;2;97;0;97;0;;;;;;22;0;22;0;;;;;;1642;848;2490;1209;2;;;;;4;10;14;2;;;;;
BLOCS;2014;450000070;450000112;1;1;1;1;1;;;2;2;1;;5;4;;1;1;1;4;;;31;21;52;28;1607;0;4;0;0;307;179;486;164;0;3;4;0;0;0;0;0;0;;;;;;0;0;0;0;;;;;;140;576;716;495;382;0;1;0;0;0;1;1;0;;;;;
BLOCS;2014;450000237;450000534;1;5;1;;;1;;1;;1;;8;1;;1;1;;11;11;;2673;3221;5894;4532;;;;;;0;0;0;0;;;;;;1;0;1;0;;;;;;0;0;0;0;;;;;;848;2928;3776;2379;;;;;;0;1;1;0;;;;;
BLOCS;2014;450000245;450000542;1;8;;;;1;;1;;1;;11;;;1;;;17;;;7979;5868;13847;11513;121;10;13;;;0;0;0;0;;;;;;1;0;1;1;;;;;;282;0;282;0;;;;;;1061;4692;5753;3776;;2;;;;4;47;51;0;;;;;
BLOCS;2014;450000294;450000591;1;3;;;;3;;3;;;;9;;;3;;;7;;;341;2;343;49;;;;;;0;0;0;0;;;;;;1284;2;1286;959;;;;;;54;0;54;0;;;;;;425;1;426;144;;;;;;0;0;0;0;;;;;
BLOCS;2014;450002613;450000088;1;13;2;0;;0;;0;;0;;13;2;;2;;;20;;;9307;3326;12633;9389;;;;;;2;0;2;2;;;;;;1170;6;1176;3;;;;;;219;15;234;0;;;;;;3535;1205;4740;2038;;;;;;8;17;25;0;;;;;
BLOCS;2014;450010079;450000195;1;2;;1;1;14;4;2;1;0;;19;6;0;2;;;35;1;;10585;21158;31743;26193;415;47;20;66;99;307;44;351;303;;1;5;;2;1;2;3;2;;;;;;182;7;189;0;;;;;;1429;5788;7217;4413;21;;;;;6;64;70;7;20;;;;
BLOCS;2014;450012968;450001474;1;2;;;;1;;1;;1;;5;;;1;;;10;;;1875;2401;4276;3208;;;;;;0;0;0;0;;;;;;27;0;27;0;;;;;;3;0;3;0;;;;;;322;2171;2493;1567;;;;;;1;0;1;0;;;;;
BLOCS;2014;460000045;460780083;1;4;1;0;;0;;1;1;0;;5;2;;1;;;6;;;2339;1172;3511;2384;347;;;;;4;37;41;4;;;;;;5;0;5;1;;;;;;0;0;0;0;;;;;;612;1853;2465;1212;;;;;;0;2;2;0;;;;;
BLOCS;2014;460000052;460780091;;;;;;;;;;;;;;;;;;;;;35;10;45;1;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;
BLOCS;2014;460000102;460780208;1;;;;;;;;;;;;;4;;;1;;;5;7;787;794;479;;;;;;0;8;8;5;;;;;;0;0;0;0;;;;;;0;0;0;0;;;;;;169;1064;1233;686;;;;;;2;2;4;1;;;;;
BLOCS;2014;460000110;460780216;5;6;0;1;0;0;0;3;0;3;0;13;0;;1;0;;9;0;;3478;1410;4888;4187;106;12;2;6;9;558;290;848;362;19;3;3;0;0;67;0;67;1;;0;0;0;0;339;136;475;0;;2;1;;1;1283;765;2048;1296;672;0;0;1;1;2;23;25;1;;0;0;0;0
