BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFNS;EFFPL_INFNS;EFFPA_INFNS;ETP_INFSP;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPA_APNM;EFFPL_APNM;ETP_APNM
REA;2014;130781479;130000599;SITOT;8;2920;934;;;2549;;;;;;;;;;;;;;;;;;;;;
REA;2014;130781479;130000599;SURVADU;32;11680;1678;;;10037;;;;11;;11;8;;;;;8;8;;8;;3;1;;2;1
REA;2014;130781479;130000599;USIC;8;2920;934;;;2549;;;;5;;5;8;;;;;8;;;;;1;0.35;1;;0.5
REA;2014;130782071;130002454;SURVADU;6;2190;323;;;1532;;;;;;;;1;5;4;2;0.3;;;;;;;;;
REA;2014;130782147;130000979;SITOT;6;2190;708;;;1924;;;;;;;;;;;;;;;;;;;;;
REA;2014;130782147;130000979;SURVADU;16;5840;757;;;5380;;;;3;7;6;;1;13;13;;0.5;6;;6;;2;0.5;;;
REA;2014;130782147;130000979;USIC;6;2190;708;;;1924;;;;2;10;6;1;1;9.33;8;2;1.5;;2;1;;6;0.5;;;
REA;2014;130782162;130000987;SURVADU;5;1300;86;;;778;;;;;2;0.8;;1;3.5;;4;0.45;;2;1.5;;1;0.3;;;
REA;2014;130783236;130786049;AUTSI;12;4380;705;;;3612;;;;5;0;1.55;;;;;;;;;;;;;;;
REA;2014;130783236;130786049;REAADU;12;4377;543;579;25;3935;14;;57;5;0;3.38;11;0;76.02;74;7;11;44;7;46.8;0;0;0;0;5;4
REA;2014;130783236;130786049;SITOT;12;4380;705;;;3612;;;;;;;;;;;;;;;;;;;;;
REA;2014;130783236;130786049;SURVADU;6;1865;494;;;2599;;;;4;0;0.78;;;;;;;;;;;;;;;
REA;2014;130783293;130786049;REAADU;45;16425;2131;2286;87;15932;13;;244;29;3;14.26;11;0;151.01;149;12;11.96;82;5;82.86;0;0;0;1;12;31.08
REA;2014;130783293;130786049;SITOT;28;9926;2448;;;8138;;;;;;;;;;;;;;;;;;;;;
REA;2014;130783293;130786049;SIUNV;8;2626;900;;;2106;;;;0;0;0;1;0;10.49;16;0;0.4;9;0;7.55;0;0;0;0;5;3.78
REA;2014;130783293;130786049;SURVADU;40;10314;3318;;;8183;;;;11;1;1.39;2;0;13.63;15;5;1.95;10;1;13.46;0;0;0;1;3;2.13
REA;2014;130783293;130786049;USIC;20;7300;1548;;;6032;;;;4;0;0.7;1;0;30.25;27;6;1;15;7;18.66;0;0;0;0;4;4.04
REA;2014;130783327;130001415;REAADU;8;2920;274;292;15;2314;32;30;90;;5;5;1;;17;13;4;0.6;10;;10;;2;0.5;;;
REA;2014;130783327;130001415;SURVADU;10;3650;416;;;2416;;;;;13;2.4;;;;;;;;;;;2;0.5;;;
REA;2014;130783665;130043722;SURVADU;4;480;0;;;0;;;;0;5;4.18;;;;;;;;;;;;;;;
REA;2014;130784051;130037823;REAADU;20;7300;1477;1586;7;7622;23;25;226;8;10;10;;;;;;;;;;;;;;;
REA;2014;130784051;130037823;SITOT;12;4380;1390;;;4242;;;;;;;;;;;;;;;;;;;;;
REA;2014;130784051;130037823;SURVADU;32;11680;1651;;;12062;;;;2;8;6;;;;;;;;;;;;;;;
REA;2014;130784051;130037823;USIC;12;4380;1390;;;4242;;;;2;8;6;;;;;;;;;;;;;;;
REA;2014;130784713;130038847;REAADU;8;2920;244;258;4;2830;15;;76;3;;3;1;;18.69;16;3;1;6;2;8.49;;;;;1;0.56
REA;2014;130784713;130038847;SITOT;20;7300;1825;;;9974;;;;;;;;;;;;;;;;;;;;;
REA;2014;130784713;130038847;SURVADU;44;16060;1719;;;16135;;;;6;9;10.5;1;;54.02;47;9;1;18;2;21.81;;;;;2;2
REA;2014;130784713;130038847;USIC;20;7300;1825;;;9974;;;;3;3;4.5;1;;25.31;21;2;1;5;2;8.95;;;;;1;1
REA;2014;130785652;130014228;REAADU;10;3650;1259;1402;95;6019;12;;361;1;11;2.15;;3;21.44;25;2;0.75;8;;7.26;;1;0.25;1;5;6.12
REA;2014;130785652;130014228;SITOT;10;3650;1107;;;2609;;;;;;;;;;;;;;;;;;;;;
REA;2014;130785652;130014228;SURVADU;10;3650;680;;;2897;;;;3;5;2.9;;3;13.79;11;8;0.75;4;1;3.47;;1;0.25;;4;4
REA;2014;130785652;130014228;SURVENF;6;2190;541;;;1060;;;;1;;0.5;;;;;;;;;;;;;;;
REA;2014;130785652;130014228;USIC;10;3650;1107;;;2609;;;;3;19;6.57;;3;9.19;6;8;0.75;2;;2.37;;1;0.25;;5;3.34
REA;2014;130785678;130002249;REAADU;10;3650;178;187;5;3010;29;42;69;4;2;5;1;;20.74;19;1;1;8;;9.06;;1;0.5;;2;2
REA;2014;130785678;130002249;SITOT;6;2190;310;;;3638;;;;;;;;;;;;;;;;;;;;;
REA;2014;130785678;130002249;SURVADU;20;7300;711;;;11440;;;;3;6;6;1;;20.02;16;3;1;11;;13.05;;1;0.5;;2;2
REA;2014;130785678;130002249;USIC;6;2190;310;;;3638;;;;;7;3.5;;;7.5;8;;;3;;2.73;;1;0.5;;2;2
REA;2014;130786361;130002447;REAADU;8;2920;291;301;8;3236;12;;72;;;;2;;28.54;25;4;2;16;4;21.15;;;;;;
REA;2014;130786361;130002447;SURVADU;12;4380;822;;;3432;;;;;;;;;;;;;;;;;;;;;
REA;2014;130786742;750821092;REAADU;10;3650;394;408;29;2657;13;40;81;3;0;1.58;1;0;18.66;24;1;0.85;15;1;11.75;1;0;0.15;0;4;3.2
REA;2014;130786742;750821092;SURVADU;3;1095;163;;;369;;;;0;0;0.5;0;0;4.67;0;0;0.21;0;0;2.94;0;0;0.05;0;0;0.8
REA;2014;130804297;130786049;AUTSI;16;5840;50;;;2249;;;;7;1;1.65;8;1;11.34;10;3;9.94;8;0;8.01;0;0;0;0;7;3.23
REA;2014;130804297;130786049;REAENF;18;4566;738;816;48;4010;17;;;13;2;9.64;15;2;32.76;31;2;17.07;24;2;24.46;0;0;0;0;4;6.94
REA;2014;130804297;130786049;SITOT;16;5840;50;;;2249;;;;;;;;;;;;;;;;;;;;;
REA;2014;130804297;130786049;SURVENF;22;9198;1230;;;8555;;;;0;0;0;18;3;13.73;31;4;8.31;28;4;13.51;0;0;0;1;11;4.14
REA;2014;130810740;130007362;REAADU;8;2920;266;269;10;2976;52;;73;;;;1;;15.97;12;5;1;6;6;10.25;;;;;;
REA;2014;130810740;130007362;SURVADU;13;4745;626;;;2827;;;;;;;1;;5.86;5;1;1;2;4;5.75;;;;;;
REA;2014;140000027;140000035;REAADU;8;2920;329;342;17;2192;7;32;83;3;2;3.1;1;0;16.74;13;5;0.6;11;0;11;0;0;0;2;1;2.1
REA;2014;140000027;140000035;SITOT;2;730;243;;;559;;;;;;;;;;;;;;;;;;;;;
REA;2014;140000027;140000035;SIUNV;2;730;243;;;559;;;;3;1;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2014;140000027;140000035;SURVADU;4;1460;301;;;1010;;;;0;0;1;1;0;4.52;5;2;0.3;3;4;4.38;0;0;0;1;1;1.06
REA;2014;140000209;140000100;AUTSI;19;6935;863;;;5947;;;;10;1;1.34;1;;20.65;13;13;1;15;5;16.72;;;;2;6;6.33
REA;2014;140000209;140000100;REAADU;61;22255;2404;2581;214;19091;3;36;286;16;1;14.58;8;1;128.07;94;44;6.72;63;25;79.13;;;;7;22;27.5
REA;2014;140000209;140000100;REAENF;8;2920;247;256;12;1832;8;;;3;3;4.18;9;6;1;1;;12.98;7;1;7.4;;;;;4;2.89
REA;2014;140000209;140000100;SITOT;43;15695;3979;;;13907;;;;;;;;;;;;;;;;;;;;;
REA;2014;140000209;140000100;SIUNV;6;2190;651;;;2098;;;;3;;1.25;;;5.02;4;5;;6;2;5.43;;;;1;;0.8
REA;2014;140000209;140000100;SURVADU;24;8760;1595;;;6610;;;;7;;1.06;2;;21.85;16;11;0.9;13;9;15.84;;;;;3;1.38
REA;2014;140000209;140000100;SURVENF;14;5110;791;;;4467;;;;2;1;2.1;4;6;3.58;2;4;7.04;6;4;7.11;;;;;1;0.5
REA;2014;140000209;140000100;USIC;18;6570;2465;;;5862;;;;1;;0.5;1;;20.3;15;9;0.96;10;10;16.52;;;;1;7;5.25
REA;2014;140000233;140000118;SURVADU;5;1825;376;;;1273;;;;;;0.67;;;6.75;5;2;0.03;5;1;5.08;;;;;1;1
REA;2014;140000290;140000449;SURVADU;4;1460;189;;;512;;;;3;;3;;;;;;;;;;;;;;;
REA;2014;140000373;140000159;SURVADU;8;2920;706;;;2621;;;;2;;1;;2;8.81;8;2;0.46;7;;7;;;;;1;1
REA;2014;140000555;140000639;AUTSI;4;1336;47;;;752;;;;3;;3;;;;;;;;;;;;;;;
REA;2014;140000555;140000639;SITOT;4;1336;47;;;752;;;;;;;;;;;;;;;;;;;;;
REA;2014;140000555;140000639;SURVADU;6;2190;477;;;1765;;;;7;;5.2;;;1.55;1;;;2;;2.08;;;;;;
REA;2014;140004383;140000100;SURVADU;4;1460;210;;;1450;;;;2;1;0.13;1;;1.71;1;1;0.3;1;1;1.8;;;;;;
REA;2014;140016759;140003146;SURVADU;6;2190;511;;;1895;;;;;1;0.25;;2;6.7;5;3;0.2;4;2;4.68;;2;0.2;1;2;2.34
REA;2014;140017237;140003278;REAADU;16;5840;1305;1360;9;5414;8;;301;18;;18;1;;26.93;17;12;0.7;7;2;8.43;;;;;;
REA;2014;140017237;140003278;SITOT;8;2920;922;;;2602;;;;;;;;;;;;;;;;;;;;;
REA;2014;140017237;140003278;SURVADU;6;2190;722;;;1549;;;;18;;18;1;;6.79;6;1;0.3;4;1;4.89;;;;;;
REA;2014;140017237;140003278;USIC;8;2920;922;;;2602;;;;5;;5;1;;9.6;19;7;0.3;11;5;9.6;;;;;;
REA;2014;140018730;140000423;SURVADU;6;2190;129;;;911;;;;1;;1;;;3.44;4;;;4;;3.44;;;;;;
REA;2014;140024886;140000092;REAADU;8;2920;289;294;17;1956;4;;65;5;;5;1;;17.64;14;4;0.67;11;1;11;;;;;;
REA;2014;140024886;140000092;SURVADU;4;1460;249;;;997;;;;;;;;;5.87;5;1;0.33;5;1;5.87;;;;;;
REA;2014;140026410;140026279;SURVADU;5;1825;394;;;1701;;;;;;;;;;;;;;;;;;;;;
REA;2014;140026709;140000415;SURVADU;6;2190;161;;;1086;;;;;1;0.1;;;2.4;2;1;;2;1;2.4;;;;;;
REA;2014;150000032;150780088;SURVADU;4;1460;247;;;1212;;;;4;0;1.04;1;;5.8;5;1;0.5;4;2;5.68;;;;;3;1.7
REA;2014;150000040;150780096;REAADU;6;2190;268;287;39;1813;3;40;88;4;;2.9;1;1;16.26;16;;1.05;9;4;12.62;;;;3;;1.4
REA;2014;150000040;150780096;SITOT;7;2555;634;;;1827;;;;;;;;;;;;;;;;;;;;;
REA;2014;150000040;150780096;SURVADU;4;1460;388;;;1116;;;;4;;1;;;3.83;4;;;1;2;2.6;;;;1;;0.6
REA;2014;150000040;150780096;USIC;7;2555;634;;;1827;;;;8;;1;;1;4.03;3;4;0.4;4;;4;;;;1;;0.5
REA;2014;150780732;150000271;REAADU;8;2920;192;198;4;2776;33;;73;2;6;4.8;;1;16;16;;0.5;9;1;9.5;;;;5;0;2
REA;2014;150780732;150000271;SURVADU;12;4380;583;;;4274;;;;1;;1;;1;7.11;6;2;0.5;8;2;9.3;;;;0;2;2
REA;2014;160000170;160000204;SURVADU;8;2920;387;;;1183;;;;2;;2;4;;;;;4;4;;4;1;;0.5;;;
REA;2014;160000253;160000451;REAADU;12;4380;519;528;28;2871;13;;58;8;0;6.15;2;0;34.78;27;10;1.43;19;2;20.68;0;0;0;1;1;1.17
REA;2014;160000253;160000451;SITOT;18;6570;1728;;;5254;;;;;;;;;;;;;;;;;;;;;
REA;2014;160000253;160000451;SIUNV;4;1460;466;;;1391;;;;3;0;0.8;0;0;6.59;6;1;0;2;1;2.88;0;0;0;4;0;2.23
REA;2014;160000253;160000451;SURVADU;6;2190;384;;;1425;;;;7;0;1.06;0;0;3.99;4;0;0;4;0;4;0;0;0;2;3;2.75
REA;2014;160000253;160000451;USIC;14;5110;1262;;;3863;;;;2;0;0.7;1;1;16.86;12;7;1.5;7;3;10.03;0;0;0;4;5;6.71
REA;2014;160000303;160006037;SURVADU;4;1460;517;;;870;;;;1;;0.6;1;;3.5;4;;0.2;2;4;5.3;;;;;1;0.5
REA;2014;160000311;160000485;SURVADU;3;1095;231;;;730;;;;2;0;0.29;1;0;1.36;11;3;0.12;11;2;1.48;;;;;;
REA;2014;160000337;160000493;SURVADU;2;730;312;;;514;;;;13;;1.35;2;;2.34;10;4;0.29;10;;1.57;;;;3;4;0.82
REA;2014;160013207;160001632;SURVADU;8;2920;363;;;1217;;;;8;;8;;;;;;;;;;;;;;;
REA;2014;160015368;160014411;SURVADU;6;2190;254;;;1872;;;;1;2;1.59;;1;6.01;4;3;0.48;3;5;6.03;;;;2;;0.9
REA;2014;170000038;170780050;SURVADU;4;1460;263;;;1118;;;;2;1;0.63;;;4;4;;;2;;2;;;;;;
REA;2014;170000087;170023279;REAADU;16;5840;550;565;23;4815;17;31;87;9;1;5.57;1;;34.79;31;5;1;22;5;24.58;;;;1;6;5.27
REA;2014;170000087;170023279;SITOT;18;6570;2079;;;4872;;;;;;;;;;;;;;;;;;;;;
REA;2014;170000087;170023279;SIUNV;8;2920;753;;;2377;;;;6;1;3.02;1;;9.38;9;;0.48;6;;6.34;;;;1;5;3.5
REA;2014;170000087;170023279;SURVADU;4;1460;331;;;1054;;;;8;;1.28;1;;9.81;9;2;1;6;2;6.93;;;;;2;1.48
REA;2014;170000087;170023279;USIC;10;3650;1326;;;2495;;;;1;;1.58;1;;14.7;14;2;1;8;;7.87;;;;1;5;3.99
REA;2014;170000095;170780167;SURVADU;8;2920;687;;;2125;;;;2;1;2.67;15;2;0;0;0;13.61;4;3;4.75;;;;1;0;0.4
REA;2014;170000103;170780175;REAADU;14;5110;271;282;5;5213;20;;40;0;7;5;3;1;33.32;34;12;1.01;31;6;22.48;3;2;0.55;0;1;0.16
REA;2014;170000103;170780175;SITOT;12;3977;948;;;3170;;;;;;;;;;;;;;;;;;;;;
REA;2014;170000103;170780175;SIUNV;4;1217;285;;;1050;;;;0;2;0.5;1;;2.85;7;1;0.14;6;;2.01;;;;;;
REA;2014;170000103;170780175;SURVADU;8;2920;315;;;2275;;;;0;7;2;;1;10.48;36;16;0.21;35;11;11.77;3;2;0.29;;;
REA;2014;170000103;170780175;USIC;8;2760;663;;;2120;;;;0;6;1;1;;12.94;16;9;0.51;12;6;8.1;3;2;0.16;0;2;0.21
REA;2014;170000129;170780191;SURVADU;10;3650;699;;;2592;;;;7;;1;1;;7.33;7;7;0.75;9;2;9.25;;;;;;
REA;2014;170000152;170780225;SURVADU;8;3282;772;;;2680;;;;3;;1.27;1;;13.98;12;9;0.25;22;5;8.62;;;;;;
REA;2014;170780613;170000277;SURVADU;4;1460;298;;;929;;;;;;;;;6.72;3;3;;3;;2.9;;;;;;
REA;2014;180000010;180000028;REAADU;12;4380;257;258;6;3739;25;47;39;4;1;4.9;1;;32.25;26;9;1;9;1;9.75;;;;2;;1.6
REA;2014;180000010;180000028;SITOT;14;5110;1560;;;3564;;;;;;;;;;;;;;;;;;;;;
REA;2014;180000010;180000028;SIUNV;4;1460;334;;;962;;;;2;;1.8;;;4.8;4;1;;4;3;6.1;;;;3;;1
REA;2014;180000010;180000028;SURVADU;10;3650;813;;;2747;;;;2;;1;;1;9.8;9;1;0.5;6;1;6.5;;;;1;;0.5
REA;2014;180000010;180000028;USIC;10;3650;1226;;;2602;;;;2;;1.8;1;;16.4;14;3;1;11;3;13.4;;;;;;
REA;2014;180000200;180000051;SURVADU;6;2190;347;;;1661;;;;1;1;0.4;1;;5.86;6;1;0.4;6;;6.03;;;;2;2;2.52
REA;2014;180000358;180000739;SURVADU;5;1825;191;;;1817;;;;2;;1;;1;1;2;;0.2;1;;0.4;1;;0.2;;1;0.4
REA;2014;180004145;180000887;SURVADU;12;4380;908;;;4380;;;;;1;0.5;;;5;4;2;;4;2;5;;;;;;
REA;2014;190000018;190000042;REAADU;14;5110;371;377;18;4543;14;;88;3;;3.08;;;32.62;29;4;;21;;20.91;;;;;2;1.05
REA;2014;190000018;190000042;SITOT;9;3285;1184;;;2506;;;;;;;;;;;;;;;;;;;;;
REA;2014;190000018;190000042;USIC;9;3285;1184;;;2506;;;;6;;1.24;;;10.7;9;2;;9;1;9.5;;;;;1;0.3
REA;2014;190000026;190000059;AUTSI;6;2190;197;;;1980;;;;5;;2.01;;1;10.13;9;1;0.63;8;;8.27;;;;2;;1.06
REA;2014;190000026;190000059;SITOT;12;4380;765;;;3718;;;;;;;;;;;;;;;;;;;;;
REA;2014;190000026;190000059;USIC;6;2190;568;;;1738;;;;4;;0.68;;;6.97;5;2;;5;2;7.76;;;;4;;0.66
REA;2014;190000091;190000075;SURVADU;10;3650;887;;;2545;;;;;;;;;;;;;;;;;;;;;
REA;2014;190000224;190000901;SURVADU;9;3285;389;;;2267;;;;51;;51;1;;4;4;;0.5;4;2;5.5;;;;;;
REA;2014;190000257;190001131;SURVADU;4;1460;319;;;599;;;;1;;1;;;5;5;;;3;;3;;;;;;
REA;2014;210011847;210011839;SURVADU;6;2190;167;;;1022;;;;4;;4;;;;;;;;;;;;;;;
REA;2014;210780110;210000022;SURVADU;4;1460;333;;;986;;;;5;;5;1;;2;2;;1;;2;1;;;;;;
REA;2014;210780136;210000030;SURVADU;7;2555;527;;;1506;;;;6;;6;;1;4.66;4;2;0.33;;;;;;;;;
REA;2014;210780789;210003208;AUTSI;6;2190;486;;;1283;;;;;3;0.6;;1;5.8;5;1;0.3;2;;2;;;;;;
REA;2014;210780789;210003208;SITOT;6;2190;486;;;1283;;;;;;;;;;;;;;;;;;;;;
REA;2014;210780789;210003208;SURVADU;4;1095;490;;;1154;;;;;2;0.4;;1;3.66;3;1;0.2;1;;1;;;;;;
REA;2014;210780979;210000295;SITOT;8;2920;947;;;2526;;;;;;;;;;;;;;;;;;;;;
REA;2014;210780979;210000295;SURVADU;13;4745;1926;;;3417;;;;1;;1;;1;5.27;4;2;0.5;4;2;6.82;;;;;;
REA;2014;210780979;210000295;USIC;8;2920;947;;;2526;;;;1;;1;;1;6.56;5;4;0.5;5;;5.02;;;;;;
REA;2014;210987558;210780581;AUTSI;29;10585;976;;;9909;;;;14;;3.53;1;;53.69;56;;1.58;21;;20.54;;;;;10;9.53
REA;2014;210987558;210780581;REAADU;57;20805;3108;3318;136;17963;9;;484;21;;9.37;4;;138.63;143;;3.37;80;;78.59;;;;;6;5.63
REA;2014;210987558;210780581;REAENF;6;2190;311;325;26;1894;23;;;6;;3.9;;;;;;;;;;;;;;;
REA;2014;210987558;210780581;SITOT;55;20075;3851;;;18699;;;;;;;;;;;;;;;;;;;;;
REA;2014;210987558;210780581;SIUNV;8;2920;838;;;2447;;;;7;;1.11;;;11.08;11;;;5;;4;;;;;;
REA;2014;210987558;210780581;SURVADU;50;18250;3977;;;19013;;;;18;1;1.88;;;;;;;;;;;;;;;
REA;2014;210987558;210780581;SURVENF;6;2190;318;;;3279;;;;;;;;;;;;;;;;;;;;;
REA;2014;210987558;210780581;USIC;18;6570;2037;;;6343;;;;2;1;1;1;;27.46;30;;1;13;;13.27;;;;;;
REA;2014;210987657;210780714;AUTSI;6;2190;502;;;1719;;;;1;;1;1;;13.99;12;3;0.45;3;4;6.25;;;;;;
REA;2014;210987657;210780714;SITOT;6;2190;502;;;1719;;;;;;;;;;;;;;;;;;;;;
REA;2014;210987665;210010070;SURVADU;3;1095;382;;;1822;;;;;1;0.6;;;;;;;;;;;;;;;
REA;2014;210987673;210010070;SURVADU;2;730;104;;;548;;;;;1;0.2;;;;;;;;;;;;;;;
REA;2014;210987699;210780706;AUTSI;4;1460;283;;;1124;;;;4;1;1.83;1;0;8.33;6;5;0.13;8;0;8.14;0;0;0;0;4;1.61
REA;2014;210987699;210780706;SITOT;10;3650;733;;;2751;;;;;;;;;;;;;;;;;;;;;
REA;2014;210987699;210780706;USIC;6;2190;450;;;1627;;;;2;0;1.1;1;0;9.71;12;3;0.3;6;3;7.29;0;0;0;1;2;1.02
REA;2014;210987731;210780417;SURVADU;6;1746;575;;;1219;;;;1;;0.5;;;;;;;;;;;;;;;
REA;2014;220000012;220000020;REAADU;14;5110;671;730;83;4065;16;;51;5;1;5.03;2;;39.66;42;18;1.2;28;5;26.62;;;;;1;0.35
REA;2014;220000012;220000020;SITOT;16;5840;1836;;;4535;;;;;;;;;;;;;;;;;;;;;
REA;2014;220000012;220000020;SIUNV;6;2190;783;;;1625;;;;4;;3.6;;;;;;;;;;;;;;;
REA;2014;220000012;220000020;SURVADU;7;2555;345;;;1457;;;;2;;2;2;;8.65;32;14;0.3;16;4;3.72;;;;;1;0.35
REA;2014;220000012;220000020;USIC;10;3650;1053;;;2910;;;;5;;3;1;;15.94;11;7;1;11;4;10.14;;;;;1;0.35
REA;2014;220000095;220000046;SURVADU;6;2190;388;;;1737;;;;3;;3;1;;9.57;8;1;0.7;9;3;9.76;;;;;1;0.8
REA;2014;220000111;220000376;SURVADU;4;1460;206;;;1009;;;;;;0.5;;;5.5;5;1;;2;1;2.5;;;0.2;;;1
REA;2014;220000301;220000673;SURVADU;12;4380;832;;;3322;;;;13;;13;1;;8;8;;1;8;;8;;;;;;
REA;2014;220000343;220000079;SURVADU;10;3650;824;;;2862;;;;3;;2.6;2;;12.05;6;9;0.7;9;5;11.7;;;;;;
REA;2014;220000368;220000103;SURVADU;8;2920;696;;;1885;;;;9;2;2.31;2;;8.89;8;3;0.4;5;2;6.09;;;;;3;0.67
REA;2014;220000541;220000152;SURVADU;6;2190;528;;;1580;;;;1;;0.5;2;;4.07;9;1;0.3;5;;2.66;;;;3;5;1.2
REA;2014;220005599;220017842;SURVADU;6;2190;359;;;1687;;;;4;2;5;2;1;;;;2.3;2;;2;;;;;;
REA;2014;230000820;230780041;REAADU;8;2920;214;216;7;2660;12;54;76;5;;3.52;1;1;25.57;26;1;0.28;16;;15.04;;;;;1;1.33
REA;2014;230000820;230780041;SITOT;8;2920;700;;;2311;;;;;;;;;;;;;;;;;;;;;
REA;2014;230000820;230780041;SURVADU;4;1460;212;;;912;;;;5;;1.17;;;;;;;;;;;;;;;
REA;2014;230000820;230780041;USIC;8;2920;700;;;2311;;;;2;1;0.85;;2;10.46;9;2;0.65;8;1;8.09;;;;2;;1.08
REA;2014;230780082;750005068;SURVADU;4;1460;207;;;1113;;;;2;;1.5;3;;5.52;34;6;0.45;30;4;4.27;5;1;0.57;1;16;1.53
REA;2014;230780157;230000861;SURVADU;2;730;39;;;167;;;;2;;1;1;;;;;0.2;;;;;;;;;
REA;2014;240000190;240000596;SURVADU;8;2920;1071;;;2101;;;;;6;1;;;5.5;6;;;5;;4.3;;;;;;
REA;2014;240000208;240000612;SURVADU;4;1460;303;;;1376;;;;1;;1;;;;;;;;;;;;;;;
REA;2014;240000372;240000059;SURVADU;13;4745;926;;;3849;;;;3;0;0.96;1;0;14.01;12;2;1.06;9;2;11.2;;;;0;2;1.62
REA;2014;240000489;240000117;REAADU;15;5475;612;626;38;4653;12;42;115;3;;3;1;0;38.55;39;0;1;22;0;21.83;;;;0;6;5.2
REA;2014;240000489;240000117;SITOT;16;5840;1606;;;5739;;;;;;;;;;;;;;;;;;;;;
REA;2014;240000489;240000117;SIUNV;4;1460;408;;;1322;;;;1;;1;;;;;;;;;;;;;;;
REA;2014;240000489;240000117;SURVADU;4;1460;196;;;578;;;;1;;1;;;;;;;;;;;;;;;
REA;2014;240000489;240000117;USIC;12;4380;1198;;;4417;;;;1;;1;;;15.45;16;0;;13;0;13;;;;0;2;2
REA;2014;240000687;240000448;SURVADU;6;2190;614;;;2570;;;;;2;1.07;1;;3.98;3;2;0.3;4;1;4.37;;;;1;1;1.43
REA;2014;250000114;900000365;REAADU;10;3650;432;443;12;3144;4;;81;3;2;4.62;2;0;18.22;22;10;1.33;13;3;10.99;;;;3;3;3.23
REA;2014;250000114;900000365;SITOT;12;4380;1009;;;3803;;;;;;;;;;;;;;;;;;;;;
REA;2014;250000114;900000365;SIUNV;4;1460;280;;;1326;;;;3;;3.99;;;;;;;;;;;;;;;
REA;2014;250000114;900000365;SURVADU;6;1752;310;;;1397;;;;;;;;;;;;;;;;;;;;;
REA;2014;250000114;900000365;USIC;8;2920;729;;;2477;;;;0;1;0.87;;;;;;;;;;;;;;;
REA;2014;250000270;250000643;SITOT;12;4380;1120;;;2229;;;;;;;;;;;;;;;;;;;;;
REA;2014;250000270;250000643;SURVADU;8;2920;740;;;1751;;;;;;;;1;8.16;8;3;0.33;5;2;5.85;;;;;;
REA;2014;250000270;250000643;USIC;12;4380;1120;;;2229;;;;;;;;1;8.32;7;3;0.33;8;4;8.32;;;;;;
REA;2014;250000700;250000452;SURVADU;5;1825;322;;;1386;;;;0;10;1.5;2;;4.5;3;2;0.5;2;1;2.6;;;;9;11;1.1
REA;2014;250006954;250000015;AUTSI;91;31884;3435;;;27076;;;;2;56;10.65;1;7;78.82;44;55;3.23;44;29;61.99;;10;2.42;16;8;13.97
REA;2014;250006954;250000015;REAADU;40;14600;1488;1607;94;11882;4;45;150;5;16;11.87;1;2;99.75;76;30;2.16;39;21;55.63;1;5;3.1;6;11;12.24
REA;2014;250006954;250000015;REAENF;3;1095;164;169;13;837;18;;;0;10;1.5;1;4;3.56;1;3;3.34;3;2;4.23;;1;0.11;2;;1.15
REA;2014;250006954;250000015;SITOT;116;41009;6695;;;35144;;;;;;;;;;;;;;;;;;;;;
REA;2014;250006954;250000015;SIUNV;8;2920;616;;;2600;;;;;3;1.6;;1;9.2;9;1;0.33;9;1;9.2;;1;0.18;4;1;2.33
REA;2014;250006954;250000015;SURVADU;21;7665;1889;;;6864;;;;2;18;3.61;;4;25.84;15;22;1.06;6;3;6.55;1;4;0.53;7;5;5.75
REA;2014;250006954;250000015;SURVENF;12;4380;749;;;3336;;;;;25;3.24;4;7;8.53;6;4;8.59;5;7;8.35;;2;0.29;8;;5.21
REA;2014;250006954;250000015;USIC;17;6205;2644;;;5468;;;;;8;0.92;2;1;41.69;26;27;2.2;11;13;18.84;;1;0.93;4;3;3.84
REA;2014;250011848;250017803;SURVADU;8;2920;533;;;1725;;;;;;;;;7.49;5;3;;4;5;3.97;;;;;;
REA;2014;260000013;260000021;REAADU;12;4380;459;480;35;3885;17;45;49;5;1;5.5;1;;28.88;18;16;0.6;14;2;15.5;1;;0.3;2;;1.26
REA;2014;260000013;260000021;SITOT;20;5840;1772;;;5609;;;;;;;;;;;;;;;;;;;;;
REA;2014;260000013;260000021;SIUNV;8;1460;634;;;1601;;;;7;;2.35;1;;10;6;4;0.4;6;4;10;;1;0.2;1;;0.3
REA;2014;260000013;260000021;SURVADU;8;2920;644;;;2703;;;;2;1;1.9;1;;12.52;9;9;0.3;7;2;5.9;1;;0.2;1;;0.54
REA;2014;260000013;260000021;SURVENF;4;1224;422;;;1745;;;;0;;;;;;;;;;;;;;;;;
REA;2014;260000013;260000021;USIC;12;4380;1138;;;4008;;;;4;2;5.36;1;;15.6;10;6;0.4;5;4;9;;;;;;
REA;2014;260000120;260016910;SITOT;6;2190;557;;;2178;;;;;;;;;;;;;;;;;;;;;
REA;2014;260000120;260016910;SURVADU;10;3650;511;;;3354;;;;2;2;2.17;;1;19.48;15;5;0.92;8;3;9.19;;1;0.4;2;3;3.64
