BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2014;770300143;770000362;MIVG;;1;0.2;;;;
PERINAT_P;2014;770300192;770000313;M1030;3;;3;0;1;0;0
PERINAT_P;2014;770300192;770000313;MIVG;;1;0.5;;;;
PERINAT_P;2014;770300275;770000354;M1030;5;0;5;0;1;0;0
PERINAT_P;2014;770300275;770000354;M1140;0;3;3;0;1;;
PERINAT_P;2014;770300275;770000354;M2050;2;2;4;0;1;;
PERINAT_P;2014;770300275;770000354;N2340;1;1;2;;;;
PERINAT_P;2014;770300275;770000354;N2700;0;1;0.2;;;;
PERINAT_P;2014;770300275;770000354;N2800;3;12;5.01;;;;
PERINAT_P;2014;770300275;770000354;N280H;1;1;1;;;;
PERINAT_P;2014;770790707;770000719;N2800;9;7;11.28;;;;
PERINAT_P;2014;770790707;770000719;N280H;1;1;1.16;;;;
PERINAT_P;2014;780000287;780110011;M1140;3;2;2.95;;;;
PERINAT_P;2014;780000287;780110011;M2050;8;;4.82;;;;
PERINAT_P;2014;780000287;780110011;N2340;8;2;9.28;;;;
PERINAT_P;2014;780000287;780110011;N2700;;1;0.05;;;;
PERINAT_P;2014;780000287;780110011;N2800;20;18;30.4;;;;
PERINAT_P;2014;780000287;780110011;N280H;17;11;14.8;;;;
PERINAT_P;2014;780000287;780110011;N3120;;2;0.18;;;;
PERINAT_P;2014;780000295;780002697;M1030;6;7;6.79;;;;
PERINAT_P;2014;780000295;780002697;M1140;;3;1.7;;;;
PERINAT_P;2014;780000295;780002697;M2050;4;4;6.93;;;;
PERINAT_P;2014;780000295;780002697;MIVG;;1;0.4;;;;
PERINAT_P;2014;780000295;780002697;N2800;15;5;17.29;;;;
PERINAT_P;2014;780000295;780002697;N280H;13;5;15.29;;;;
PERINAT_P;2014;780000295;780002697;N3120;;1;0.21;;;;
PERINAT_P;2014;780000311;780001236;M1140;12;2;11.52;1;0;;
PERINAT_P;2014;780000311;780001236;M2050;9;13;9.65;1;1;;
PERINAT_P;2014;780000311;780001236;N2340;25;13;35.96;;;;
PERINAT_P;2014;780000311;780001236;N2700;1;2;1.85;;;;
PERINAT_P;2014;780000311;780001236;N2800;60;31;69.16;;;;
PERINAT_P;2014;780000329;780110052;M1030;7;;1;1;0;0;0
PERINAT_P;2014;780000329;780110052;M1140;7;1;6.26;1;0;;
PERINAT_P;2014;780000329;780110052;M2050;5;3;6.64;1;0;;
PERINAT_P;2014;780000329;780110052;MIVG;4;2;;;;;
PERINAT_P;2014;780000329;780110052;N2700;;1;0.5;;;;
PERINAT_P;2014;780000329;780110052;N2800;16;9;25.07;;;;
PERINAT_P;2014;780000329;780110052;N280H;10;2;11;;;;
PERINAT_P;2014;780000329;780110052;N3120;;4;0.4;;;;
PERINAT_P;2014;780000337;780001236;MIVG;1;1;0.86;;;;
PERINAT_P;2014;780000337;780001236;N2800;2;;2.3;;;;
PERINAT_P;2014;780018727;780018719;M1030;4;;4;;;;
PERINAT_P;2014;780018727;780018719;M1140;1;1;1.4;;;;
PERINAT_P;2014;780018727;780018719;M2050;6;;6;;;;
PERINAT_P;2014;780018727;780018719;N2700;;1;0.21;;;;
PERINAT_P;2014;780018727;780018719;N2800;6;4;8.81;;;;
PERINAT_P;2014;780018727;780018719;N280H;3;2;4.32;;;;
PERINAT_P;2014;780300208;780000576;M1030;4;2;4.6;1;;0;0
PERINAT_P;2014;780300208;780000576;M1140;;2;1.2;0;1;;
PERINAT_P;2014;780300208;780000576;M2050;2;2;3;0;1;;
PERINAT_P;2014;780300208;780000576;N2340;1;;1;;;;
PERINAT_P;2014;780300208;780000576;N2700;;1;0.05;;;;
PERINAT_P;2014;780300208;780000576;N2800;7;4;8.98;;;;
PERINAT_P;2014;780300208;780000576;N280H;7;4;8.98;;;;
PERINAT_P;2014;780300208;780000576;N3120;1;;0.05;;;;
PERINAT_P;2014;780300323;780003679;M1030;6;3;7;1;0;1;0
PERINAT_P;2014;780300323;780003679;M1140;6;;6;1;0;;
PERINAT_P;2014;780300323;780003679;M2050;8;9;12.5;1;0;;
PERINAT_P;2014;780300323;780003679;N2340;4;3;5.58;;;;
PERINAT_P;2014;780300323;780003679;N2700;1;;1;;;;
PERINAT_P;2014;780300323;780003679;N2800;16;12;21.75;;;;
PERINAT_P;2014;780300323;780003679;N280H;15;10;15.5;;;;
PERINAT_P;2014;780300323;780003679;N3120;;1;0.8;;;;
PERINAT_P;2014;780300406;780018032;M1030;8;;;1;0;1;
PERINAT_P;2014;780300406;780018032;M1140;;5;;0;1;;
PERINAT_P;2014;780300406;780018032;M2050;7;;;1;0;;
PERINAT_P;2014;780300406;780018032;MIVG;7;;;;;;
PERINAT_P;2014;780300406;780018032;N2340;3;;2.81;;;;
PERINAT_P;2014;780300406;780018032;N2700;2;;0.73;;;;
PERINAT_P;2014;780300406;780018032;N2800;19;;15.4;;;;
PERINAT_P;2014;780300422;780002259;M1030;8;5;10.5;1;1;0;
PERINAT_P;2014;780300422;780002259;M1140;3;;3;0;1;;
PERINAT_P;2014;780300422;780002259;M2050;4;;4;0;1;;
PERINAT_P;2014;780300422;780002259;MIVG;1;;0.2;;;;
PERINAT_P;2014;780300422;780002259;N2340;4;2;5.4;;;;
PERINAT_P;2014;780300422;780002259;N2700;;1;0.17;;;;
PERINAT_P;2014;780300422;780002259;N2800;12;5;14.9;;;;
PERINAT_P;2014;780300422;780002259;N280H;8;3;9.6;;;;
PERINAT_P;2014;780300422;780002259;N3120;;1;0.17;;;;
PERINAT_P;2014;780800256;780110078;M1140;3;;3;1;;;
PERINAT_P;2014;780800256;780110078;M2050;11;7;12.33;1;;;
PERINAT_P;2014;780800256;780110078;N2340;5;2;6.3;;;;
PERINAT_P;2014;780800256;780110078;N2700;;3;1.8;;;;
PERINAT_P;2014;780800256;780110078;N2800;24;15;34.69;;;;
PERINAT_P;2014;780800256;780110078;N280H;7;8;13.33;;;;
PERINAT_P;2014;790000087;790000012;M1030;;;;1;0;1;0
PERINAT_P;2014;790000087;790000012;M1140;;8;2.15;1;0;;
PERINAT_P;2014;790000087;790000012;M2050;;9;4.7;1;0;;
PERINAT_P;2014;790000087;790000012;MIVG;1;3;1.78;;;;
PERINAT_P;2014;790000087;790000012;N2340;5;3;5.27;;;;
PERINAT_P;2014;790000087;790000012;N2700;1;1;1.03;;;;
PERINAT_P;2014;790000087;790000012;N2800;17;12;27.26;;;;
PERINAT_P;2014;790000087;790000012;N280H;9;8;15.79;;;;
PERINAT_P;2014;790000087;790000012;N3120;;1;0.6;;;;
PERINAT_P;2014;790000095;790006654;M1140;2;0;0.95;0;0;;
PERINAT_P;2014;790000095;790006654;M2050;2;0;0.4;0;1;;
PERINAT_P;2014;790000095;790006654;MIVG;;1;0.6;;;;
PERINAT_P;2014;790000095;790006654;N2340;7;1;7.88;;;;
PERINAT_P;2014;790000095;790006654;N2700;1;0;0.1;;;;
PERINAT_P;2014;790000095;790006654;N2800;5;4;7.74;;;;
PERINAT_P;2014;790000095;790006654;N280H;3;3;5.35;;;;
PERINAT_P;2014;790000103;790006654;N2800;2;0;0.82;;;;
PERINAT_P;2014;790003537;790006654;N2800;2;1;1.03;;;;
PERINAT_P;2014;790009948;790001242;M1030;8;;8;0;1;0;1
PERINAT_P;2014;790009948;790001242;M1140;2;;2;0;1;;
PERINAT_P;2014;790009948;790001242;M2050;5;;5;0;1;;
PERINAT_P;2014;790009948;790001242;MIVG;5;;5;;;;
PERINAT_P;2014;790009948;790001242;N2340;1;;1;;;;
PERINAT_P;2014;790009948;790001242;N2800;7;3;8.31;;;;
PERINAT_P;2014;790009948;790001242;N280H;7;3;8.31;;;;
PERINAT_P;2014;800000143;800000028;M1030;0;0;0;1;0;0;0
PERINAT_P;2014;800000143;800000028;M1140;2;1;1.3;0;1;;
PERINAT_P;2014;800000143;800000028;M2050;6;0;4.92;1;0;;
PERINAT_P;2014;800000143;800000028;MIVG;0;1;0.4;;;;
PERINAT_P;2014;800000143;800000028;N2340;5;2;5.99;;;;
PERINAT_P;2014;800000143;800000028;N2700;1;0;0.67;;;;
PERINAT_P;2014;800000143;800000028;N2800;13;12;21.29;;;;
PERINAT_P;2014;800000143;800000028;N280H;13;12;21.29;;;;
PERINAT_P;2014;800000192;800000044;M1030;;;;1;1;0;0
PERINAT_P;2014;800000192;800000044;M1140;;;;1;1;;
PERINAT_P;2014;800000192;800000044;N2340;;;11.03;;;;
PERINAT_P;2014;800000192;800000044;N2700;;;0.42;;;;
PERINAT_P;2014;800000226;800000069;M2050;1;;0.85;0;0;;
PERINAT_P;2014;800000226;800000069;N2800;1;1;1.63;;;;
PERINAT_P;2014;800000226;800000069;N280H;1;1;1.63;;;;
PERINAT_P;2014;800000432;800000093;M1140;1;2;1.6;0;1;;
PERINAT_P;2014;800000432;800000093;M2050;3;;3;0;1;;
PERINAT_P;2014;800000432;800000093;N2340;;2;1.4;;;;
PERINAT_P;2014;800000432;800000093;N2700;;1;0.04;;;;
PERINAT_P;2014;800000432;800000093;N2800;6;4;8.5;;;;
PERINAT_P;2014;800000432;800000093;N280H;;;1;;;;
PERINAT_P;2014;800002610;800000044;N2340;;;3.49;;;;
PERINAT_P;2014;800002610;800000044;N2700;;;0.6;;;;
PERINAT_P;2014;800002610;800000044;N2800;;;35.05;;;;
PERINAT_P;2014;800002610;800000044;N280H;;;29.35;;;;
PERINAT_P;2014;800002610;800000044;N3120;;;0.3;;;;
PERINAT_P;2014;800006124;800000044;M1030;0;0;0;1;;;
PERINAT_P;2014;800006124;800000044;M1140;7;0;2.39;1;0;;
PERINAT_P;2014;800006124;800000044;M2050;10;6;5.16;0;0;;
PERINAT_P;2014;800006124;800000044;N2340;16;9;5.84;;;;
PERINAT_P;2014;800006124;800000044;N2700;1;1;0.31;;;;
PERINAT_P;2014;800006124;800000044;N2800;36;18;12.48;;;;
PERINAT_P;2014;800006124;800000044;N280H;34;12;11.49;;;;
PERINAT_P;2014;800006124;800000044;N3120;;1;0.1;;;;
PERINAT_P;2014;800009920;800003071;M1030;13;1;13.5;1;1;1;1
PERINAT_P;2014;800009920;800003071;M1140;6;2;7;0;1;;
PERINAT_P;2014;800009920;800003071;M2050;11;;11;1;1;;
PERINAT_P;2014;800009920;800003071;N2340;4;2;5.91;;;;
PERINAT_P;2014;800009920;800003071;N2700;;2;1.35;;;;
PERINAT_P;2014;800009920;800003071;N2800;19;13;28.96;;;;
PERINAT_P;2014;800009920;800003071;N280H;19;13;28.96;;;;
PERINAT_P;2014;800009920;800003071;N3120;;1;0.59;;;;
PERINAT_P;2014;810000224;810000471;M1030;7;1;7.5;1;0;0;0
PERINAT_P;2014;810000224;810000471;M1140;2;;2;0;1;;
PERINAT_P;2014;810000224;810000471;M2050;4;;3.58;0;1;;
PERINAT_P;2014;810000224;810000471;N2340;6;1;6.12;;;;
PERINAT_P;2014;810000224;810000471;N2800;7;2;7.89;;;;
PERINAT_P;2014;810000224;810000471;N280H;7;2;7.89;;;;
PERINAT_P;2014;810000505;810000331;M1140;5;1;1.23;0;1;;
PERINAT_P;2014;810000505;810000331;M2050;4;;2.34;0;1;;
PERINAT_P;2014;810000505;810000331;N2340;4;4;6.85;;;;
PERINAT_P;2014;810000505;810000331;N2800;13;8;19.09;;;;
PERINAT_P;2014;810000521;810000380;M1030;5;10;2.29;1;0;0;0
PERINAT_P;2014;810000521;810000380;M1140;4;1;1.21;0;1;;
PERINAT_P;2014;810000521;810000380;M2050;9;2;7.08;1;0;;
PERINAT_P;2014;810000521;810000380;MIVG;1;;0.05;;;;
PERINAT_P;2014;810000521;810000380;N2340;9;10;10.87;;;;
PERINAT_P;2014;810000521;810000380;N2800;23;12;29.84;;;;
PERINAT_P;2014;810000521;810000380;N280H;16;8;13.42;;;;
PERINAT_P;2014;810000562;810000455;M1030;1;4;2.48;0;1;0;0
PERINAT_P;2014;810000562;810000455;M1140;;3;1.53;0;1;;
PERINAT_P;2014;810000562;810000455;M2050;2;3;3.49;0;1;;
PERINAT_P;2014;810000562;810000455;N2800;10;9;15.34;;;;
PERINAT_P;2014;810000562;810000455;N280H;;;6;;;;
PERINAT_P;2014;810000562;810000455;N3120;1;;0.05;;;;
PERINAT_P;2014;820000032;820000016;M1030;;;;1;0;0;0
PERINAT_P;2014;820000032;820000016;M1140;3;;0.99;0;1;;
PERINAT_P;2014;820000032;820000016;M2050;4;1;4.76;0;1;;
PERINAT_P;2014;820000032;820000016;MIVG;2;;2.61;;;;
PERINAT_P;2014;820000032;820000016;N2340;5;3;6.57;;;;
PERINAT_P;2014;820000032;820000016;N2800;8;9;15.4;;;;
PERINAT_P;2014;820000032;820000016;N3120;1;;0.75;;;;
PERINAT_P;2014;820000040;820000081;M1030;3;1;3.5;;1;;1
PERINAT_P;2014;820000040;820000081;M1140;2;;2;;1;;
PERINAT_P;2014;820000040;820000081;M2050;4;;5;;1;;
PERINAT_P;2014;820000040;820000081;MIVG;5;;5;;;;
PERINAT_P;2014;820000040;820000081;N2340;1;;1;;;;
PERINAT_P;2014;820000040;820000081;N2800;4;8;11.06;;;;
PERINAT_P;2014;820000040;820000081;N280H;4;8;11.06;;;;
PERINAT_P;2014;820000057;820000131;M1030;9;;9;;1;;
PERINAT_P;2014;820000057;820000131;M1140;3;;3;;1;;
PERINAT_P;2014;820000057;820000131;M2050;5;;5;;1;;
PERINAT_P;2014;820000057;820000131;N2700;;1;0.1;;;;
PERINAT_P;2014;820000057;820000131;N2800;7;5;9.73;;;;
PERINAT_P;2014;820000057;820000131;N280H;7;;4.8;;;;
PERINAT_P;2014;820000057;820000131;N3120;;1;0.1;;;;
PERINAT_P;2014;830000279;830100517;M1140;;3;2.3;0;1;;
PERINAT_P;2014;830000279;830100517;M2050;2;2;2.92;0;1;;
PERINAT_P;2014;830000279;830100517;N2700;1;;0.7;;;;
PERINAT_P;2014;830000279;830100517;N2800;12;8;16.07;;;;
PERINAT_P;2014;830000287;830100525;M1030;7;1;2;1;0;0;0
PERINAT_P;2014;830000287;830100525;M1140;3;1;1.6;0;1;;
PERINAT_P;2014;830000287;830100525;M2050;6;2;6.4;0;1;;
PERINAT_P;2014;830000287;830100525;N2700;;1;0.7;;;;
PERINAT_P;2014;830000287;830100525;N2800;21;3;20.44;;;;
PERINAT_P;2014;830000287;830100525;N280H;4;17;12.47;;;;
PERINAT_P;2014;830000287;830100525;N3120;1;;0.5;;;;
PERINAT_P;2014;830000295;830100533;M1030;4;3;6.83;;;;
PERINAT_P;2014;830000295;830100533;M1140;3;6;5.38;0;1;;
PERINAT_P;2014;830000295;830100533;M2050;4;1;4.93;;;;
PERINAT_P;2014;830000295;830100533;MIVG;1;;0.1;;;;
PERINAT_P;2014;830000295;830100533;N2340;;1;0.9;;;;
PERINAT_P;2014;830000295;830100533;N2800;1;23;14.76;;;;
PERINAT_P;2014;830000295;830100533;N280H;1;23;14.76;;;;
PERINAT_P;2014;830000311;830100566;M1030;6;2;2.19;1;;0;
PERINAT_P;2014;830000311;830100566;M1140;2;;1.4;1;;;
PERINAT_P;2014;830000311;830100566;M2050;6;3;4.55;1;;;
PERINAT_P;2014;830000311;830100566;MIVG;;1;0.25;;;;
PERINAT_P;2014;830000311;830100566;N2340;3;1;4.58;;;;
PERINAT_P;2014;830000311;830100566;N2700;1;;0.5;;;;
PERINAT_P;2014;830000311;830100566;N2800;24;4;27.43;;;;
PERINAT_P;2014;830000311;830100566;N280H;14;1;14.35;;;;
PERINAT_P;2014;830000337;830100590;M1030;3;0;2.33;;1;1;
PERINAT_P;2014;830000337;830100590;M1140;0;3;1.7;;1;;
PERINAT_P;2014;830000337;830100590;M2050;0;4;2.18;;1;;
PERINAT_P;2014;830000337;830100590;N2700;1;0;0.2;;;;
PERINAT_P;2014;830000337;830100590;N2800;12;2;13.6;;;;
PERINAT_P;2014;830000337;830100590;N280H;6;0;6;;;;
PERINAT_P;2014;830000337;830100590;N3120;1;0;0.2;;;;
PERINAT_P;2014;830000345;830100616;M1140;9;;7.89;1;0;;
PERINAT_P;2014;830000345;830100616;M2050;10;1;6.14;1;0;;
PERINAT_P;2014;830000345;830100616;N2340;13;27;42.26;;;;
PERINAT_P;2014;830000345;830100616;N2700;1;1;1;;;;
PERINAT_P;2014;830000345;830100616;N2800;29;27;49.18;;;;
PERINAT_P;2014;830000345;830100616;N280H;4;2;5.6;;;;
PERINAT_P;2014;830100434;830000196;M1030;7;;7;1;;1;
PERINAT_P;2014;830100434;830000196;M1140;3;2;4;0;1;;
PERINAT_P;2014;830100434;830000196;M2050;17;;17;1;;;
PERINAT_P;2014;830100434;830000196;MIVG;7;;2;;;;
PERINAT_P;2014;830100434;830000196;N2340;2;;2.15;;;;
PERINAT_P;2014;830100434;830000196;N2700;;1;0.5;;;;
PERINAT_P;2014;830100434;830000196;N2800;19;7;27.01;;;;
PERINAT_P;2014;830100434;830000196;N280H;13;6;17.96;;;;
PERINAT_P;2014;830100608;830100616;N2800;1;2;2.3;;;;
PERINAT_P;2014;840000285;840000608;M1030;7;2;8;1;0;1;0
PERINAT_P;2014;840000285;840000608;M1140;3;0;3;0;1;;
PERINAT_P;2014;840000285;840000608;M2050;11;;11;1;0;;
PERINAT_P;2014;840000285;840000608;MIVG;11;0;11;;;;
PERINAT_P;2014;840000285;840000608;N2340;5;0;5;;;;
PERINAT_P;2014;840000285;840000608;N2700;0;1;0.43;;;;
PERINAT_P;2014;840000285;840000608;N2800;17;6;19.19;;;;
PERINAT_P;2014;840000343;840000012;M1030;;3;1.13;1;0;;
PERINAT_P;2014;840000343;840000012;M1140;;3;1.78;0;1;;
PERINAT_P;2014;840000343;840000012;M2050;2;;2;0;1;;
PERINAT_P;2014;840000343;840000012;MIVG;;2;0.07;;;;
PERINAT_P;2014;840000343;840000012;N2700;;1;0.1;;;;
PERINAT_P;2014;840000343;840000012;N2800;5;4;8.33;;;;
PERINAT_P;2014;840000343;840000012;N280H;4;4;7.33;;;;
PERINAT_P;2014;840000343;840000012;N3120;;1;0.1;;;;
PERINAT_P;2014;840000392;840000046;M1030;2;1;3.61;1;0;1;0
PERINAT_P;2014;840000392;840000046;M1140;1;1;3;0;1;;
PERINAT_P;2014;840000392;840000046;M2050;1;3;3.8;0;1;;
PERINAT_P;2014;840000392;840000046;MIVG;3;5;4;;;;
PERINAT_P;2014;840000392;840000046;N2700;;1;0.5;;;;
PERINAT_P;2014;840000392;840000046;N2800;14;12;22.9;;;;
PERINAT_P;2014;840000392;840000046;N280H;6;;6;;;;
PERINAT_P;2014;840000418;840004659;M1140;;2;1;0;1;;
PERINAT_P;2014;840000418;840004659;M2050;;2;1.1;1;1;;
PERINAT_P;2014;840000418;840004659;N2700;1;;0.25;;;;
PERINAT_P;2014;840000418;840004659;N2800;8;9;15.05;;;;
PERINAT_P;2014;840000418;840004659;N280H;8;9;15.05;;;;
PERINAT_P;2014;840000483;840000087;M1030;2;5;5.6;1;0;0;0
PERINAT_P;2014;840000483;840000087;M1140;1;2;1.9;0;1;;
PERINAT_P;2014;840000483;840000087;M2050;4;2;4.31;1;0;;
PERINAT_P;2014;840000483;840000087;MIVG;5;;5;;;;
PERINAT_P;2014;840000483;840000087;N2340;4;;4;;;;
PERINAT_P;2014;840000483;840000087;N2700;1;;0.4;;;;
PERINAT_P;2014;840000483;840000087;N2800;14;9;20.15;;;;
PERINAT_P;2014;840000483;840000087;N280H;7;;7;;;;
PERINAT_P;2014;840000483;840000087;N3120;1;;1;;;;
PERINAT_P;2014;840000491;130041916;M2050;1;5;3.17;0;1;;
PERINAT_P;2014;840000491;130041916;MIVG;;2;0.25;;;;
PERINAT_P;2014;840000491;130041916;N2340;2;2;3.37;;;;
PERINAT_P;2014;840000491;130041916;N2700;;1;0.5;;;;
PERINAT_P;2014;840000491;130041916;N2800;6;12;14.55;;;;
PERINAT_P;2014;840000491;130041916;N280H;6;12;14.55;;;;
PERINAT_P;2014;840000533;840000129;M2050;2;;1.1;0;0;;
PERINAT_P;2014;840000533;840000129;N2800;;3;2.4;;;;
PERINAT_P;2014;840001861;840006597;M1140;6;0;6;1;0;;
PERINAT_P;2014;840001861;840006597;M2050;7;6;6.86;1;0;;
PERINAT_P;2014;840001861;840006597;MIVG;0;2;0.8;;;;
PERINAT_P;2014;840001861;840006597;N2340;29;19;40.22;;;;
PERINAT_P;2014;840001861;840006597;N2700;;2;1.2;;;;
PERINAT_P;2014;840001861;840006597;N2800;38;25;46.66;;;;
PERINAT_P;2014;840001861;840006597;N3120;2;;1.25;;;;
PERINAT_P;2014;850000118;850013244;M1030;10;;10;1;1;0;0
PERINAT_P;2014;850000118;850013244;M1140;2;;2;0;1;;
PERINAT_P;2014;850000118;850013244;M2050;6;;6;1;1;;
PERINAT_P;2014;850000118;850013244;N2340;1;;1;;;;
PERINAT_P;2014;850000118;850013244;N2700;;1;0.12;;;;
PERINAT_P;2014;850000118;850013244;N2800;7;6;10.3;;;;
PERINAT_P;2014;850000118;850013244;N280H;7;6;10.3;;;;
PERINAT_P;2014;850000118;850013244;N3120;;1;0.1;;;;
PERINAT_P;2014;850000142;850000019;M1030;;;;1;0;;
PERINAT_P;2014;850000142;850000019;M1140;;10;1.92;1;0;;
PERINAT_P;2014;850000142;850000019;M2050;;19;6.11;1;1;;
PERINAT_P;2014;850000142;850000019;MIVG;;4;0.44;;;;
PERINAT_P;2014;850000142;850000019;N2340;8;13;18.36;;;;
PERINAT_P;2014;850000142;850000019;N2700;;2;0.74;;;;
PERINAT_P;2014;850000142;850000019;N2800;30;23;45.91;;;;
PERINAT_P;2014;850000142;850000019;N280H;;20;21.3;;;;
PERINAT_P;2014;850000175;850009010;M1030;;6;0.5;1;0;0;0
PERINAT_P;2014;850000175;850009010;M1140;;1;0.2;0;0;;
PERINAT_P;2014;850000175;850009010;M2050;2;;2.46;0;1;;
PERINAT_P;2014;850000175;850009010;MIVG;;1;0.1;;;;
PERINAT_P;2014;850000175;850009010;N2700;;1;0.25;;;;
PERINAT_P;2014;850000175;850009010;N2800;4;18;17.09;;;;
PERINAT_P;2014;850000175;850009010;N280H;4;14;6;;;;
PERINAT_P;2014;850000209;850000019;M1140;;1;0.1;0;0;;
PERINAT_P;2014;850000209;850000019;M2050;;1;0.65;0;0;;
PERINAT_P;2014;850000209;850000019;N2700;;1;0.21;;;;
PERINAT_P;2014;850000209;850000019;N2800;;3;1.25;;;;
PERINAT_P;2014;850000225;850000019;N2800;;3;2.31;;;;
PERINAT_P;2014;850000241;850000084;M1140;4;1;2.49;0;0;;
PERINAT_P;2014;850000241;850000084;M2050;4;0;4;0;0;;
PERINAT_P;2014;850000241;850000084;N2340;1;1;1.75;;;;
PERINAT_P;2014;850000241;850000084;N2800;10;7;15;;;;
PERINAT_P;2014;850000241;850000084;N280H;10;7;15;;;;
PERINAT_P;2014;850009630;850000035;M1030;2;;1.2;0;0;;
PERINAT_P;2014;850009630;850000035;M1140;;1;0.32;0;0;;
PERINAT_P;2014;850009630;850000035;M2050;3;3;3.63;0;1;;
PERINAT_P;2014;850009630;850000035;MIVG;;1;0.2;;;;
PERINAT_P;2014;850009630;850000035;N2340;;1;0.9;;;;
PERINAT_P;2014;850009630;850000035;N2700;;1;0.3;;;;
PERINAT_P;2014;850009630;850000035;N2800;11;5;14.81;;;;
PERINAT_P;2014;850009630;850000035;N280H;8;5;11.6;;;;
PERINAT_P;2014;860000025;860013382;M1030;7;;1.39;1;;;0
PERINAT_P;2014;860000025;860013382;M1140;1;1;2.65;1;0;;
PERINAT_P;2014;860000025;860013382;M2050;2;3;3.47;1;0;;
PERINAT_P;2014;860000025;860013382;MIVG;2;9;0.14;;;;
PERINAT_P;2014;860000025;860013382;N2340;;1;0.7;;;;
PERINAT_P;2014;860000025;860013382;N2800;21;5;24.82;;;;
PERINAT_P;2014;860000025;860013382;N280H;21;5;11.75;;;;
PERINAT_P;2014;860000033;860013382;M2050;;1;0.2;0;0;;
PERINAT_P;2014;860000033;860013382;N2800;2;;1.5;;;;
PERINAT_P;2014;860000058;860780097;M2050;1;;0.5;0;0;;
PERINAT_P;2014;860000058;860780097;N2800;1;;0.8;;;;
PERINAT_P;2014;860000223;860013077;M1030;5;;4.7;1;0;0;0
PERINAT_P;2014;860000223;860013077;M1140;7;;3.4;1;0;;
PERINAT_P;2014;860000223;860013077;M2050;8;;1.83;1;0;;
PERINAT_P;2014;860000223;860013077;N2340;8;5;9.65;;;;
PERINAT_P;2014;860000223;860013077;N2700;2;1;2.3;;;;
PERINAT_P;2014;860000223;860013077;N2800;25;16;36.62;;;;
PERINAT_P;2014;860000223;860013077;N280H;13;6;17.08;;;;
PERINAT_P;2014;860000223;860013077;N3120;2;;2;;;;
PERINAT_P;2014;860780568;860000140;M1030;4;;4;;1;;
PERINAT_P;2014;860780568;860000140;M1140;2;1;2.3;;1;;
PERINAT_P;2014;860780568;860000140;M2050;10;;10;1;;;
PERINAT_P;2014;860780568;860000140;N2800;13;6;15.75;;;;
PERINAT_P;2014;860780568;860000140;N280H;8;5;10;;;;
PERINAT_P;2014;870000098;870000023;M1030;4;0;0.5;;1;;
PERINAT_P;2014;870000098;870000023;M1140;2;0;0.6;;1;;
PERINAT_P;2014;870000098;870000023;M2050;2;1;2.6;;1;;
PERINAT_P;2014;870000098;870000023;MIVG;1;1;0.02;;;;
PERINAT_P;2014;870000098;870000023;N2800;8;3;10.31;;;;
PERINAT_P;2014;870000098;870000023;N280H;;;0.01;;;;
PERINAT_P;2014;870000270;870000031;MIVG;;1;0.01;;;;
PERINAT_P;2014;870000411;870017415;M1030;3;;3;;1;;1
PERINAT_P;2014;870000411;870017415;M1140;4;1;5;;1;;
PERINAT_P;2014;870000411;870017415;M2050;7;;7;;1;;
PERINAT_P;2014;870000411;870017415;N2340;1;;1;;;;
PERINAT_P;2014;870000411;870017415;N2700;;1;0.23;;;;
PERINAT_P;2014;870000411;870017415;N2800;16;9;20.17;;;;
PERINAT_P;2014;870000411;870017415;N280H;16;9;20.17;;;;
PERINAT_P;2014;870014859;870000015;M1030;0;0;0;1;1;0;0
PERINAT_P;2014;870014859;870000015;M1140;7;2;3.49;1;1;;
PERINAT_P;2014;870014859;870000015;M2050;13;0;1.46;1;0;;
PERINAT_P;2014;870014859;870000015;N2340;23;18;33.99;;;;
PERINAT_P;2014;870014859;870000015;N2700;;1;0.4;;;;
PERINAT_P;2014;870014859;870000015;N2800;45;18;49.51;;;;
PERINAT_P;2014;870014859;870000015;N280H;4;;3.25;;;;
PERINAT_P;2014;880000021;880007059;M1030;1;;0.4;1;0;0;0
PERINAT_P;2014;880000021;880007059;M1140;5;3;3;1;0;;
PERINAT_P;2014;880000021;880007059;M2050;3;;1.5;0;1;;
PERINAT_P;2014;880000021;880007059;N2340;7;5;3.29;;;;
PERINAT_P;2014;880000021;880007059;N2800;7;10;14.88;;;;
PERINAT_P;2014;880000021;880007059;N280H;7;11;14.78;;;;
PERINAT_P;2014;880000039;880780069;M2050;;2;0.2;0;0;;
PERINAT_P;2014;880000039;880780069;N2800;;2;1.5;;;;
PERINAT_P;2014;880000047;880780077;M1140;2;1;2.3;0;1;;
PERINAT_P;2014;880000047;880780077;M2050;5;1;4.95;0;1;;
PERINAT_P;2014;880000047;880780077;N2340;1;1;1.65;;;;
PERINAT_P;2014;880000047;880780077;N2700;;1;0.2;;;;
PERINAT_P;2014;880000047;880780077;N2800;11;4;15.13;;;;
PERINAT_P;2014;880000047;880780077;N280H;1;;1;;;;
PERINAT_P;2014;880000054;880007299;M1140;;1;0.6;0;1;;
PERINAT_P;2014;880000054;880007299;M2050;;4;3.66;1;0;;
PERINAT_P;2014;880000054;880007299;N2800;8;5;9.1;;;;
PERINAT_P;2014;880000054;880007299;N280H;7;5;5.69;;;;
